text,timestamp,like_count,trueSentiment
right hashtag kakampink leni pls even hashtag bbm eye tired every time open social medium see first,2022-05-07 23:29:15,0,neut
really way around know natural jr wave image kunyare thats ace defiled remember telling truth defamation,2022-05-07 23:29:03,2,neut
please let leni lead huhu,2022-05-07 23:28:52,0,neut
going home limp headache leni,2022-05-07 23:28:40,0,neut
shar proj ab shes supporting leni good governance station sadly yes different opinion choosing president based opinion choose right one try consider side listened bbyms side really,2022-05-07 23:28:15,0,neut
leni im fighting,2022-05-07 23:28:08,0,neg
happy mother day mom aunty grandmother cousin friend mom also happy mother day vp leni,2022-05-07 23:28:05,3,pos
elys fault tweeted sensible president leni,2022-05-07 23:27:56,0,neut
sorry im 34 year old ive registered long time see almost young people voter mother lenis rally admit fake news 50 registered noise,2022-05-07 23:27:47,0,neg
cry leni gt,,2022-05-07 23:27:46,neut
thank much vp leni bravely standing goodness truth people happy mother day bless make people win,2022-05-07 23:27:25,0,pos
jgh omg grand rally super solidyy,2022-05-07 23:27:16,3,pos
miss made account support vp leni team hope time twitter meaningful love love country let focus regardless happens election,2022-05-07 23:27:09,7,pos
leni lost kiko lost majority stand bbmsara right choice,2022-05-07 23:27:08,0,neut
lot people pretend neutral bashed hopefully poll vp leni kiko also,2022-05-07 23:26:55,2,neut
sorry legit cried leni kiko rally vids,2022-05-07 23:26:49,1,neut
story time relative bbm first leni relative thats right vote right vision philippine right vision condemn killing npa cppnpandf front meeting lenis rally cricket sound,2022-05-07 23:26:48,52,neut
inday sarah barong statement must driving yellowpink nut sleepless pity im sure feeling stress anxiety failing deliver crown hail leni failing recover political throne entitlement,2022-05-07 23:26:35,3,neg
happy mother day mam leni tomorrow give gift win lose love whole family,2022-05-07 23:26:23,0,pos
vote pres leni,2022-05-07 23:26:20,0,neut
true leni may good person afraid behind say angat buhay lahat year power lp cohort progress trickle thats lp hard win rich get richer poor remain poor,2022-05-07 23:26:14,3,neut
love ian lenikiko really fromis,2022-05-07 23:26:09,2,pos
thing happened naga never left vp leni done,2022-05-07 23:25:53,13,neut
funny tweeter leni tiktok bbmsara whats heart philippine,2022-05-07 23:25:46,0,neut
ayo kita tunggu plot twistnya akan seperti apa,2022-05-07 23:25:42,0,neut
plus voting lenikiko pajud haha apologist,2022-05-07 23:25:30,0,neut
yes fact rich friend marcos crony sister boyfriend one biggest marcos apologist leni never forget video kadiri jowa ni jasmine good thing anne took stand became brave,2022-05-07 23:25:21,4,pos
walk beginning guadalupe 1 hour hunger pain foot body prepared leni fight,2022-05-07 23:25:19,1,neut
uff gute besserung,2022-05-07 23:25:12,1,neut
bbm relative saw public post supporting vp leni pming one one oh naurr,2022-05-07 23:24:57,11,neut
well said,2022-05-07 23:24:51,0,neut
line start afams leni,2022-05-07 23:24:45,2,neut
early morning debated family fight president leni robredo,2022-05-07 23:24:39,0,neut
leni cheated dont put jail hahahahahqhqhqhq maybe evidence lolz,2022-05-07 23:24:32,0,neut
leni,2022-05-07 23:24:32,0,neut
yes solid leni first destroyed prrd tokhang lot dd repay prrd lutang,2022-05-07 23:24:15,0,neut
happy mother day pres lenny,2022-05-07 23:23:57,3,pos
raised sack full water leni,2022-05-07 23:23:53,0,neut
leni motherland motherland pink,2022-05-07 23:23:53,1,neut
never vote leni u,2022-05-07 23:23:49,0,neut
tomorrow matter vote leni amp, Kiko is a step towards the future we aspire for our children! 💗🌸🫶   #PilipinasIsPink  #LeniKiko2022  #LeniKikoAllTheWay2022,2022-05-07 23:23:49,neut
cried watching video meeting de avance last night hope vp leni sen win kiko lord take care upcoming election let care country win,2022-05-07 23:23:38,0,pos
thick playerssir arnel ignacio leni kiko,2022-05-07 23:23:28,3,neut
un almost half go mother leni ndo registered tpos kay bbm 90 vote solid haha,2022-05-07 23:23:26,1,neut
hair rising time im cry genuineness vp leni people huhu win,2022-05-07 23:23:22,0,pos
let respect tonis decision respect kind criticism doesnt help vp leni,2022-05-07 23:23:18,16,neg
let go home afternoon im vp leni sen kiko,2022-05-07 23:23:18,4,neut
gonna playing leni kiko playlist otw grad shoot ty listening meet,2022-05-07 23:23:04,0,neut
hahahahaha almost feverish leni huhuhuhu,2022-05-07 23:23:04,0,neut
happy mother day forthcoming president republic philippine excellency leni robredo mother world,2022-05-07 23:22:53,0,pos
lord please give leadership philippine leni tomorrow,2022-05-07 23:22:50,2,neut
christmas tree lenikiko,2022-05-07 23:22:46,0,neut
bbm saman came lot people attended watched support leni also based saw child wait there almost young people 1017 want vote bbm mostly adult especially senior,2022-05-07 23:22:45,0,neut
banda darmozjadw leni mierdzcych mascara,2022-05-07 23:22:44,1,neut
felt,2022-05-07 23:22:39,0,neut
cried much morning video watched vp leni respect others vote im leni,2022-05-07 23:22:37,1,neut
ab shadi kar leni chahye,2022-05-07 23:22:30,0,neut
sorry hard bring home bias leni hahahshshsh,2022-05-07 23:22:29,1,neut
blue whale khel leni chaiye thi,2022-05-07 23:22:28,20,neut
hahahahaha good judge people hahaha pride high thought pinklawans educated word educated respect angry vp leni supporter insult building worship,2022-05-07 23:22:26,0,neut
lenikiko tom im gon throw hand,2022-05-07 23:22:26,1,neut
trust first vp leni elected im going watch every move going number one critic,2022-05-07 23:22:24,6,neut
look like tired yesterday cry episode today thats leni kiko,2022-05-07 23:22:20,1,neut
meltdown besties talked leni leody situation tbh would voted need right someone protect democratic space allow people like ka leody represent u future leni person,2022-05-07 23:22:12,8,neut
ig story leni e maltman famous ig lbm supporter among follower,2022-05-07 23:22:01,0,neut
rewatching touching moment meeting de avance sobbing especially vp lenis part really hope im right side history,2022-05-07 23:21:51,0,pos
9pm thats shot hahaha amputa accept one million attend many bus pampanga cavite tarlac drone pilot photographer really good,2022-05-07 23:21:46,0,pos
enough reason reject family leni porridge deeper case drawn pink one course parent side thief done nothing platform thats even embarrassing bbm even shocking,2022-05-07 23:21:30,0,neg
bkt nmn ii edit time edit anymore hahaha thats people leni siksikans rally rally social distancing ok paid free ride neglected walked attend charge,2022-05-07 23:21:22,0,neut
almost couldnt go home leni,2022-05-07 23:21:18,0,neg
cyberbullying still bullying thats wrong never right dont associate politics vp leni nothing bullying took place mark bully,2022-05-07 23:21:11,0,neg
maybe try following proleni page site dont get hate literally coming term behavior alone many people rougher attitude think shes offensive especially youre anything wrong,2022-05-07 23:20:58,0,neg
let leni lead doc tricia,2022-05-07 23:20:55,2,neut
whose survey survey expect result right leni going thats survey used false asia hahaha,2022-05-07 23:20:53,3,neut
like throw tantrum rally presscon obsessed much vp leni,2022-05-07 23:20:48,0,neut
vp leni elected critic,2022-05-07 23:20:46,0,neut
unity people leni kiko,2022-05-07 23:20:42,0,neut
allergic rhinitis attack lenikiko,2022-05-07 23:20:40,0,neg
leni kiko win crowd number twitter trend google trend view rally leni,2022-05-07 23:20:27,1,neut
liker lenirelatedmyday leni hahahaha anyway forget something,2022-05-07 23:19:59,0,neut
need vp leni spend lot money firework help people need volunteer contribute rally cant even reach 100k tweet twitter youre lot troll,2022-05-07 23:19:59,0,neg
please look please help philippine prevent vote buying dont sell everyones future mercy dont repeat past leni robredo president kiko pangilinan vice president,2022-05-07 23:19:54,0,neut
huhu pres leni vp kiko cuties,2022-05-07 23:19:49,0,pos
im maam work immigration said filipino still choose marcos said talk work filipino stupid stupid choosing president said stood vp leni,2022-05-07 23:19:49,1,neg
vp leni declared would run president mda course also went one look forward known,2022-05-07 23:19:41,27,neut
love vp leni thank bringing hope,2022-05-07 23:19:40,0,pos
greatee want win leni ive experienced poor dont want sleep thinking much generation hard filipino maybe made right decision courage go another country praying god,2022-05-07 23:19:18,0,neut
philippine good hand vp leni,2022-05-07 23:19:15,0,pos
tp leni robredo president inday sara vp said ready printing date time omg sad true,2022-05-07 23:18:56,0,neut
yes thats suck hope itll get better soonpiercings bitchy af jfkgk,2022-05-07 23:18:49,0,neg
leni robredo president cutie,2022-05-07 23:18:47,0,pos
good,2022-05-07 23:18:38,0,pos
assumed grace poe endorse leni haha shes silent shes neutral haha,2022-05-07 23:18:22,3,neut
vice president leni dont worry tomorrow shoot,2022-05-07 23:18:18,0,neut
papa solid bbm im still vp leni son bbm leni,2022-05-07 23:18:16,6,neut
anxiety election great know marcoses play dirty ensure vote safe watcher leni,2022-05-07 23:18:13,11,neg
desprezvel pq prefere ver brasil na merda que votar lula novamente segundo turno,2022-05-07 23:18:01,1,neut
please lord father give present leni win fleece,2022-05-07 23:17:57,4,neut
solid bbmsara wife lenikiko simply tfc fanatic tease respect one choice wont disown respect word may 9 make coffee hard,2022-05-07 23:17:48,11,neut
even 2 3 screen near stage lose audio sometimes video crowd shouting sound system first fixed 2nd 3rd time especially leni speaking sound disappeared forever disconnect flow prog oh well,2022-05-07 23:17:44,2,neg
please let leni win,2022-05-07 23:17:43,0,neut
asked mama could talk parent friend wanted go lenikiko mda yesterday friend wanted come adopt day thankfully friend parent decided go mda ive never proud,2022-05-07 23:17:41,1,pos
mom said rally ok said wasnt really full many vacancy dark best friend wife lenis side said really isnt tree thats mine took fund spend much,2022-05-07 23:17:39,3,neut
cabbie asking im voting tomorrow im really mood talk tell leni say making rest ride much easier,2022-05-07 23:17:38,39,pos
saw vpleni cry remembered mom cried,2022-05-07 23:17:31,0,neut
leni one im going vote tomorrow,2022-05-07 23:17:19,0,neut
let leni lead,2022-05-07 23:17:12,0,neut
soo scrolled long time fb today boring read fake news vp leni pls lord hope win,2022-05-07 23:16:57,0,neg
hope also know fromis lending helicopter vp leni time support companya lot help,2022-05-07 23:16:54,111,neut
final testing machine tomorrow total 10 u tested voted whether machine okay defect bos chairman tallying lenikiko tropang angat voted like,2022-05-07 23:16:27,3,neut
cried leni kiko give,2022-05-07 23:16:24,0,neut
miss universe actually lenis vote stupid gossip,2022-05-07 23:15:54,1,neg
god bless vp leni,2022-05-07 23:15:30,0,pos
tear akes every time see vp leni also tear,2022-05-07 23:15:23,0,neut
lord give one lead make win mam leni sir kiko,2022-05-07 23:15:18,0,neut
let leni kiko leave,2022-05-07 23:15:16,0,neut
two pink prayer praying leni win could pray peace philippine unityyou praying candidate one want sit get revenge dutertes marcostsk tsk,2022-05-07 23:15:12,0,neut
chika chika mama connection politics incumbent congresswoman bbm supporter biased towards u strong candidate ticket leni supporter dasurv kfnsksnsj,2022-05-07 23:15:05,1,neut
happy mother day hope gift vp leni receives win,2022-05-07 23:15:04,5,pos
lenis child,2022-05-07 23:14:58,0,neut
watching ig story friend attending meeting de avance please lord let lenikiko election winnerss coz hungry good governancee,2022-05-07 23:14:46,9,neut
thats logic left bopols teacher air making fun lutang better vote leni,2022-05-07 23:14:39,0,neut
leni win cppnpandf ally,2022-05-07 23:14:30,0,neut
vp leni loses one lose filipino continue serve country u idk condition im claiming good governance,2022-05-07 23:14:13,1,neut
hnnghh cute marco yell kiko 2 year old doesnt know whether choose candidate,2022-05-07 23:14:12,1,neut
happy birthday sherwin thank supporting vp leni sen kiko,2022-05-07 23:14:08,1,pos
thanks joy ill spirit leni victory party,2022-05-07 23:13:54,0,pos
want say proud brother wife even inc would vote leni,2022-05-07 23:13:48,8,neut
im happy voted want leni win,2022-05-07 23:13:43,1,pos
happened saf 44 vp lenis fault,2022-05-07 23:13:41,0,neut
im going post anymore haha b b shared post,2022-05-07 23:13:30,0,neut
leni igdis poster albay cutie korean look hahaha good morning,2022-05-07 23:13:26,0,pos
good mother also lenikiko happy mother day,2022-05-07 23:13:19,1,pos
onion last day election leni seeing kakampinks last lenikiko posting fb make teary eyed volunteer thanking reminiscing rally memory worth pink let win,2022-05-07 23:13:02,1,pos
im sorry tiktoks fyp leni daga,2022-05-07 23:13:01,1,neg
scolded leni,2022-05-07 23:12:52,1,neut
know many lenikiko voter able join,2022-05-07 23:12:51,7,neut
showed pic dad lenis rally baguio said wow straight face,2022-05-07 23:12:48,0,pos
leni,2022-05-07 23:12:46,0,neut
let goo leni marcos,2022-05-07 23:12:42,3,neut
fastforward leni presidency,2022-05-07 23:12:27,5,neut
dont fooled drawing enough lenis name punched pierce pen sure smarter smartmatic remember shade 7 pierce 10 vp,2022-05-07 23:12:22,0,neut
leni kiko win election,2022-05-07 23:12:20,0,neut
kudos lenikiko volunteer organizer thank much,2022-05-07 23:12:15,4,pos
leni cutie kiko cutie,2022-05-07 23:12:14,1,pos
true leader liar mike enriquezs interview said wont run president he ambitious president even doesnt capacity,2022-05-07 23:12:14,0,neg
viviems supporter make noise lenikikos page dont page thats spread,2022-05-07 23:12:04,1,neut
really cry leni win,2022-05-07 23:11:58,0,neut
im voter yet saw pipays trending hope dont use god fight leni bbm supporter instead encouraging people go church stop hey nakoo,2022-05-07 23:11:54,0,neut
first time join political related rally yesterday im proud leni kiko,2022-05-07 23:11:44,1,pos
leave leni amp,. Kiko,2022-05-07 23:11:42,neut
mene side kiun leni,2022-05-07 23:11:32,0,neut
lord please give philippine let leni kiko win,2022-05-07 23:11:31,7,neut
happy mother day vp leni love,2022-05-07 23:11:21,0,pos
feel good back albay lenikiko energy soo hot,2022-05-07 23:11:10,2,pos
lord let leni lead,2022-05-07 23:11:08,86,neut
youre deviating topic hahaha please look receipt vp lenis program see change topic haruuy lavaad,2022-05-07 23:11:05,0,neut
god bless leni kid,2022-05-07 23:10:55,3,pos
happy mother day mommy leni,2022-05-07 23:10:47,6,pos
sleep leni,2022-05-07 23:10:34,1,neut
new convert lenikiko,2022-05-07 23:10:29,0,neut
spent last day campaign period campaignig lenikiko laurrl high wood inside road back pickup jad speaker w face fire heart full hope better brighter future,2022-05-07 23:10:28,0,pos
happy mother day leni robredo,2022-05-07 23:10:06,0,pos
im worried cousin might bring leni say hajahhsha,2022-05-07 23:09:58,0,neg
danger jesus word sinned cast first stone leni binilin always state grace state say thing like pipay said question maybe beat cest la vie,2022-05-07 23:09:52,1,neut
say leni,2022-05-07 23:09:49,0,neut
watch party kgbi leni amp, Kiko!!!!! 🥰❤,2022-05-07 23:09:42,neut
aww also saw legazpi twin vp lenis rally franchise talk franchise gma artist vps rally always watch artist side leni lol patient artist,2022-05-07 23:09:28,12,neut
dad shaming support leni least im like go church vote thief,2022-05-07 23:09:21,7,neg
let make choice proud tell child childrens child choose good choose life choose lenikiko,2022-05-07 23:09:18,3,pos
one many reason leni lose election,2022-05-07 23:09:06,0,neg
yes ty mwah,2022-05-07 23:09:05,1,pos
leni leaning huhuhu,2022-05-07 23:08:54,0,neut
poisoned duty leni,2022-05-07 23:08:52,0,neut
leni win wont jojowa year,2022-05-07 23:08:49,5,neut
bading lenikiko,2022-05-07 23:08:43,1,neut
right dont miss lenis name circle circle next bb em sarah name,2022-05-07 23:08:41,0,neut
hello friend novena prayer rosary guide special intention vp leni please ask copy,2022-05-07 23:08:32,6,neut
feel youre one take easy best believe leni,2022-05-07 23:08:31,0,pos
nothing say used look,2022-05-07 23:08:28,0,neut
good morning people awake leni,2022-05-07 23:08:27,0,pos
ok leni lose dont let veveem win,2022-05-07 23:08:26,0,neut
one single small step lead long journey go go leni destined become president republic philippine bring dictator son knee,2022-05-07 23:08:20,2,neut
year happened mine cleaning didnt make better used tea tree oil morning evening like 1 2 week completely healed since,2022-05-07 23:08:04,0,neut
,2022-05-07 23:08:03,3,neut
prankster leni,2022-05-07 23:08:01,1,neg
leni bagsak marcos told u overthrow bbm cheated lied,2022-05-07 23:07:52,0,neg
pls im excited election hahahaha leni win pls pls,2022-05-07 23:07:49,0,pos
leni hard sell worse realize made wrong choice impact career,2022-05-07 23:07:44,0,neg
realized attending vp lenis meeting de avance bragging true giving food vibing people medic response etc,2022-05-07 23:07:41,1,neut
people tarlac got dragged bus hahahahahahah leni paden,2022-05-07 23:07:41,11,neut
ill def gonna miss posting leni,2022-05-07 23:07:39,1,neg
final speech bongbongs campaign message hate final word vp lenis speech hope,2022-05-07 23:07:22,1,neg
loner lenikiko,2022-05-07 23:07:21,1,neut
omg samee cant explain dreamed everything pink last night go sleep even singing rose light dark head dont know handle anxiety next day praying handle leni win,2022-05-07 23:07:14,1,neut
bbm idiot want country hand moron like leni,2022-05-07 23:07:12,22,neg
first hoons standee hees standee really leni hahahahaha,2022-05-07 23:07:10,0,neut
,2022-05-07 23:07:02,0,neut
lost hope philippine past 6 year also left country leni kiko win heartbreaking give hope know something good look forward,2022-05-07 23:06:55,2,neut
filipino must realize poor tired 3rd world rampant corruptionpoliticians happy isko bbm leni bring significant change becuz politician reform rotten system source power wealth 20283440 still like,2022-05-07 23:06:54,0,neut
given payb hundred leni,2022-05-07 23:06:53,0,neut
im nervous tomorrow election philippine hope leni robredo win,2022-05-07 23:06:50,0,neut
stay strong brad next inauguration pres leni,2022-05-07 23:06:36,0,pos
bwahahaha right,2022-05-07 23:06:29,2,neut
blind child also bullied kkampink parent immediately saw comment mother father immediately spoke,2022-05-07 23:06:20,1,neg
lenikiko pleaser,2022-05-07 23:06:14,3,neut
next time alfred lol see rv con rv event hope leni kiko pres vp,2022-05-07 23:06:13,1,neut
leche chat youre way home didnt get shirt trixie got anxious leni kiko,2022-05-07 23:05:58,0,neut
become promathematicians try find percentage leni monday,2022-05-07 23:05:53,0,neut
proud friend family campaigned maam leni hope win,2022-05-07 23:05:51,2,pos
tea tree oil helped,2022-05-07 23:05:44,0,pos
im also cry troll fighting pink one bashing vp leni dont even get look u look made plus im cry im one family stood vp said stand someone stand next,2022-05-07 23:05:40,0,neg
option 1 like aquinos led 2 like marcos led leni bbm dont know anything history socmed source mother read book,2022-05-07 23:05:39,0,neut
potaena cousin also stood went vp lenis rally funny many u family believe loyal government uplift life,2022-05-07 23:05:35,1,pos
yep carbon trudeau want reduce poor sick disabled elderly fn top priority jab government care pretty sure jab take care sterilizing many course puberty blocker kid surgery already,2022-05-07 23:05:29,1,neut
god made leni runaway winner,2022-05-07 23:05:04,0,neut
proud mama leni even international news praised transparency hardworking,2022-05-07 23:05:01,1,pos
laughed afams leni hahahaha,2022-05-07 23:04:57,0,pos
truth tell official confirmed bbm president cheated sw survey wrong 58 kababayan ofw absentee voting must counted leni kiko vote 23 turn 60 let bbm called new pink color tomorrow,2022-05-07 23:04:32,0,neg
people really dont like leni even wife initially didnt like varying reason isko ping oh well perspective changed shes ok u thats life really like well vote anyone except marcos,2022-05-07 23:04:28,0,neg
best wish president leni,2022-05-07 23:04:24,0,pos
mother left morning mda brought gv last night veeps dead mother lenis influence great hahahah,2022-05-07 23:04:19,0,neut
brain president leni robredo vice president kiko pangilinan honest government life leni kiko leni kiko leni kiko light diliimm flag flag cant hear nothing sound system,2022-05-07 23:04:15,7,neut
050722 ill leave leni loses post fb dont regret standing right know like people like fought candidate lost country,2022-05-07 23:04:11,0,neut
indeed hearing leni kiko senatorial slate reassured u last night wiped fear indeed god grace u message clear last night,2022-05-07 23:04:05,2,pos
said kakampink said 1 million dense still hole haha hello 30 hectare much compared lenis area small road 4 hectare say 750k,2022-05-07 23:04:05,6,neut
lord god leni robredo president please,2022-05-07 23:04:04,0,neut
thank vp leni revived profilipino feeling u long live president,2022-05-07 23:03:56,0,pos
dumb bbm paying troll destroy image leni social medium counter say negative campaigning,2022-05-07 23:03:48,1,neg
election making emotional heard one mom friend saying cry father look marcos loyalist teared lenis speech today long really let win huhu,2022-05-07 23:03:45,4,neut
leni kiko forever,2022-05-07 23:03:33,1,neut
anti leni vloggers watched dont know real leni try search pro leni news legit one neutral vloggers,2022-05-07 23:03:30,1,neut
happy mother day maam leni stay alive,2022-05-07 23:03:28,0,pos
reporter going approach god lord beg please let vp leni sen kiko presidency vp jesus name amen,2022-05-07 23:03:22,5,neut
may 8 mother day may 9 lenis day,2022-05-07 23:03:07,11,neut
lie leni,2022-05-07 23:02:57,0,neut
yall good news mom voting leni yaay,2022-05-07 23:02:54,1,pos
thank sir fighting vp leni,2022-05-07 23:02:46,0,neut
listen candidate said interview boy abunda leni plan,2022-05-07 23:02:25,0,neut
base rally obvious vp leni lot information opponent possibility fraud high know sitter worthless one important watch vote tomorrow,2022-05-07 23:02:14,0,neut
one many leni wont win,2022-05-07 23:02:09,1,neut
election tom leni lead,2022-05-07 23:02:09,0,neut
bad someone make stock market expects rise leni poster,2022-05-07 23:02:07,1,neut
grandma bbm supporter dude hate kakampink people apos leni supporter gagk,2022-05-07 23:02:03,0,neg
happy mother day vp leni,2022-05-07 23:01:53,0,pos
sleep leni,2022-05-07 23:01:47,0,neut
every time got church id always pray old thing yesterday practically begging god theyd bless u let leni win hope come true,2022-05-07 23:01:46,0,pos
kindly consider remaining 3 team leni sonny matula alex lacson make sure everyone alive,2022-05-07 23:01:43,1,neut
referring mama leni yeah gc messenger recruiting influencers defame bbm iendorse leni hehehe nice offer te,2022-05-07 23:01:41,0,pos
time bagunado pra porra poor trainer vamos ver quando vai durar isso ahh pode falar n,2022-05-07 23:01:41,0,neut
leni win doubt bong bing okay,2022-05-07 23:01:37,0,neut
vp lenis determination want cry hold back indeed strong woman let win,2022-05-07 23:01:31,1,pos
ok guy found already im lenikiko fam whahahahahahahahahshwhwhsh,2022-05-07 23:01:29,4,neut
see effort sincerity lenis volunteer led campaign unprecedented didnt even care politician support want follow pur led fought good fight,2022-05-07 23:01:05,0,pos
said leni sits president,2022-05-07 23:01:01,0,neut
anyone giving leni tshirts orani hahahaa penge naman hahahahahaha,2022-05-07 23:00:55,1,neut
way around im used reason mass side poisoned even nothing done way heard recent bbm supporter committed suicide due bullying leni supporter see hypocrite usual,2022-05-07 23:00:50,0,neg
stupid leni wont voted shes educated like idiot,2022-05-07 23:00:42,1,neg
mhmm kidding writing card harrd im bad word smh,2022-05-07 23:00:38,0,neg
dont even know vp leni sen personally kiko feel love people intelligent free corruption decent rude murderer,2022-05-07 23:00:24,0,neg
pulse asia 58 bbm must reduced true thief robredo said true liar cheated election must 4th final time quit marcos win leni robredo thief,2022-05-07 22:59:58,0,neg
lenikiko beh dont forget kiko,2022-05-07 22:59:57,1,neut
sorry choice made go vp lenis rally heartbreaking know produce good result make people come vp leni organic even bus haul everyone happy,2022-05-07 22:59:53,0,pos
tension nhi leni sir g u,2022-05-07 22:59:44,0,neut
asap leni robredo hahaha,2022-05-07 22:59:41,0,neut
cant wait see name madam president mr leni robredo listen sona madam root love win lose,2022-05-07 22:59:35,4,pos
leni promised change 1986 hahaha,2022-05-07 22:59:25,0,neut
opportunity volunteer lenikiko universe decided give dream mother day sign,2022-05-07 22:59:16,3,neut
get dark lenis number increase still like 2016,2022-05-07 22:59:02,5,neut
good morning undecided welcome make lenikiko tandem win,2022-05-07 22:59:02,2,pos
imagine bbm naga like youd probably like ashamed something like first people see good leader leni like like,2022-05-07 22:58:47,0,neut
good morning let win vp leni tomorrow,2022-05-07 22:58:44,5,pos
happy mother day vp mam leni,2022-05-07 22:58:43,0,pos
didnt eat dinner last night leni stomach hungry heart full fight,2022-05-07 22:58:36,8,neg
leni porridge,2022-05-07 22:58:31,0,neut
forget choose ignore difference yellow power cheatedbut time sowhen bbm sdc winscontinue productive member community rather one find fault criticizes others like mama leni,2022-05-07 22:58:29,0,neut
many jeepney tricycle driver leni,2022-05-07 22:58:04,1,neut
please dont disrespectful friend sad front church even support maam leni dont,2022-05-07 22:57:52,1,neg
tomorrow election make break country,2022-05-07 22:57:11,0,neg
annoying fam friend bbm im one leni tt,2022-05-07 22:57:11,2,neg
throwback leni speaker g6 graduation,2022-05-07 22:57:08,0,neut
want shun insult mother support leni please postpone happy mother day today,2022-05-07 22:57:08,1,neg
really dont know leni kiko havent yet,2022-05-07 22:57:05,3,neut
supporter minor registered dont turn around known many people active leni yet voter sadly batchmates leni cannot vote coming may 9 precinct status deactivated,2022-05-07 22:57:03,0,neg
feel frequency lenikiko win,2022-05-07 22:56:54,2,neut
happy proud supported lenikiko angat buhay partylist along fellow kakampinks tnx guy,2022-05-07 22:56:51,0,pos
sister morning called nickname see bbm rally 1m shene ell catch 7k filled yet im decided support leni,2022-05-07 22:56:50,2,neut
get lenis trust simple question dont know answer youre stupid,2022-05-07 22:56:48,0,neg
madame leni fulfill patriotic universal aspiration dream,2022-05-07 22:56:44,0,neut
yes lenikiko,2022-05-07 22:56:32,0,neut
makati mayor better leni,2022-05-07 22:56:19,0,neut
yes dont shoot leni 6 year old food porridge mother float,2022-05-07 22:56:18,0,neg
people dont sleep leni kiko,2022-05-07 22:56:17,0,neut
shouldnt like nigerian always praying people loose fate hand,2022-05-07 22:56:17,0,neg
cant wait victory vp leni please lord let leni kiko team lead country,2022-05-07 22:56:15,1,pos
cried honestly everyone volunteer pure donation pure giving hard stand handle make sure sit vp leni sen kiko entire tropang angat,2022-05-07 22:56:07,7,neut
nothing heart except wanda,2022-05-07 22:56:00,0,neut
lenikiko president vice president philippine 2022 manifesting claiming leave everything god,2022-05-07 22:55:59,0,neut
thats cute lt,33,2022-05-07 22:55:38,pos
thank much catriona gray cool beauty brain personified god bless lenikiko way,2022-05-07 22:55:28,8,pos
thats true vp leni never met never spoken joma sison aligned red thats fake news,2022-05-07 22:55:14,1,neg
let go leni please charot right behavior yarn,2022-05-07 22:55:08,0,neut
omyghad isnt president yet win maybe every work chapel hear leni,2022-05-07 22:55:06,4,neut
fucking true 20,2022-05-07 22:54:57,1,neg
painful attend bbms rally ulterior motif leni robredo vote joke,2022-05-07 22:54:51,1,neg
still go lenikiko tandemjust let give vp headache,2022-05-07 22:54:45,0,neut
yep several content creator purchased think dont necessarily link card paypal put card data,2022-05-07 22:54:40,1,neut
yes trying im bad sigh,2022-05-07 22:54:36,0,neg
leni lost,2022-05-07 22:54:24,0,neut
pay ke aing,2022-05-07 22:54:18,0,neut
friend said isko one anything pandemic didnt reply anymore said fyi leni active among haa,2022-05-07 22:54:17,8,neut
juan magan nobel prize winner literature,2022-05-07 22:54:14,2,neut
prayed lenikiko senatorial candidate win coming monday happy sunday everyone,2022-05-07 22:54:10,0,pos
thank youngest lenikiko,2022-05-07 22:54:07,0,neut
considering pinging president number emerge victorious coming election question ok marcos win yes vote ping dont like marcos president better give leni vote,2022-05-07 22:54:05,0,neut
filipino pres leni victory,2022-05-07 22:54:01,0,neut
lenikiko tropang angat please win election cant afford another 6 painful year,2022-05-07 22:53:54,0,neg
hi presidential candidate leni vp candidate kiko theyre noncorrupt politician running election theyre running really really shitty people,2022-05-07 22:53:47,0,neg
yeah vp leni said would paying debt since appropriation debt repayment automatic 10 total national budget go really gap since spent health educ defense etc diverted ty du30s,2022-05-07 22:53:15,1,neut
mother happy mother dayy especially everyones mother mama leni,2022-05-07 22:53:13,1,pos
sick nervous leni,2022-05-07 22:53:00,2,neg
well done showing love,2022-05-07 22:52:59,1,pos
leni shall win sake 1103 victim killed martial law see future program changing philippine better see chose,2022-05-07 22:52:55,1,neut
aunt always say ping voted shineshare s gc lbm amp, disinformation against leni 🤣 hahahaha inang ean,2022-05-07 22:52:33,neut
yes still cheat place leni said evidence even though polling yet,2022-05-07 22:52:32,0,neut
yes leni mother isko hahahahaha yes,2022-05-07 22:52:32,1,pos
leni kiko tomorrow,2022-05-07 22:52:25,25,neut
stupid whahahahahahahahahahahahahaha leni supporter stupid,2022-05-07 22:52:21,0,neg
,2022-05-07 22:52:20,0,neut
dont think know hakot mean idol minion troll talking,2022-05-07 22:52:14,2,neut
someone said asking president course im proud leni kiko wayy leni brainwashed youth like world brainwash term rephrase inspired,2022-05-07 22:52:08,3,neg
batchmates college eight rooting leni status precinct deactivated neighborhood also kakampink family cannot vote cannot go home registered baguio cavite 25 reduced,2022-05-07 22:51:55,0,neg
thats 30 hectare bbm big compared mother lenis rally tight road 4 hectare hard believe became 1 million whats matter oopps thought 750k,2022-05-07 22:51:39,0,neut
went tv listened paquirrn saying independent age 18 depend mother que se fue de cantora porque le gustaba ser un mantenido son parasite,2022-05-07 22:51:25,1,neut
leni bobo lutang educate pls place,2022-05-07 22:51:22,1,neut
im anxious really hope leni win,2022-05-07 22:51:19,2,neut
