text,timestamp,likes,sentiment,Unnamed: 4
"me tallying how many times the word ""pagkakaisa"" was mentioned in bongbong marcos' speech 😂",2022-05-07 15:08:41,7,negative ,
"for one last time i gave bongbong marcos a chance, im currently listening to his final speech and i conclude, wala syang kwenta",2022-05-07 15:08:06,0,negative ,
"it has been my greatest honor na ipakilala sainyo ang ating ihahalal na ikalabingpitong pangulo ng republika ng pilipinas sabaysabay nating salubungin ang ating susunod na pangulo, ferdinand bongbong marcos jr. she added.",2022-05-07 15:07:44,0,positive ,
seeing live pictures of dozens of illegal migrants simply walking into the us unopposed tells me we will not have a country soon thanks to the democrats. it is every state for themselves. time for states to defend the border from biden's invasion or the country is utterly lost.,2022-05-07 15:05:43,0,negative ,
갓생러 봉봉님,2022-05-07 15:05:41,0,neutral,
expressing my last sentiments regarding the candidacy of former sen. bongbong marcosgt,2022-05-07 15:03:56,1,neutral,
"ferdinand ""bongbong"" marcos jr. uniteam bbmsara2022 bringbackmarcos ontheroadwiththefrontrunner",2022-05-07 15:03:22,0,positive ,
헉 그거 찐담배였어요..??촬영용 소품인줄 알았는데..!!,2022-05-07 15:01:46,0,neutral,
basher daw ako ni bongbong hahahaha eh ang dami niyang kasalanan sa pilipinas eh anong magagawa ko,2022-05-07 15:01:17,0,negative ,
si president bongbong marcos na mga kababayan! pula ang pilipinas bbmsarauniteam bringbackmarcos,2022-05-07 14:57:42,1,positive ,
ㅇㄴ..이러네!,2022-05-07 14:57:39,0,neutral,
circle 1,2022-05-07 14:53:50,0,neutral,
president bongbong marcos on monday cutiee,2022-05-07 14:53:06,15,positive ,
bongbong marcos is winning the 2022 elections ive seen it enough,2022-05-07 14:52:59,0,positive ,
rt how did bongbong marcos son of dictator ferdinand marcos become the frontrunner in the philippines presidential e al jazeera english,2022-05-07 14:48:12,0,neutral,
"si pacquiao, isko, leni, ping lacson, nagsikap para gumawa ng pangalan. eh si bongbong hanggang ngayon hila pa rin yung tatay.",2022-05-07 14:47:07,2,neutral,
the question is where is bongbong marcos getting this support on paper when the son of the dictator is clearly losing on the ground?,2022-05-07 14:46:55,0,negative ,
"duterte do away with her stump speech which usually includes her promise of continuing her fathers programs, and thanks her supporters, says pangulong bongbong marcos wala na tayong mahihiling pa.",2022-05-07 14:45:55,0,positive ,
"ilampung dekada na rin ang mga marcos sa ilocos norte pero isa pa rin ang ilocos norte sa pinakamahirap na probinsya sa pilipinas. daig pa sila ng ilocos sur. kaya malabo na mapapaunlad nila ang pilipinas. si bongbong nga sarili niyang pagaaral, di niya natapos e.",2022-05-07 14:45:24,1,neutral,
the only bongbong i want fr hahahahahahaha,2022-05-07 14:41:28,0,positive ,
"no bc if bongbong wins, i genuinely do not know what to do.",2022-05-07 14:38:54,10,negative ,
ㅋㅋㄱㅋㅋㄱ소빵님과 먕님은.. 일심동체인게 확실해..,2022-05-07 14:36:08,0,neutral,
ako na nag peace sign sa selfie namin ni yana hahahahahahaha tinampal ako kay bongbong daw yon shutaccang bata ka 😭😭,2022-05-07 14:36:00,0,negative ,
pode ser!!,2022-05-07 14:34:02,0,neutral,
"honesly, bongbong is absolutely nothing without his surname.",2022-05-07 14:33:06,0,negative ,
sure win na si bongbong and inday sara bbmsarauniteam,2022-05-07 14:32:09,1,positive ,
sila ang totoong nakakaawa. biruin niyo dahil sa hatred nila naging yawa sila,2022-05-07 14:32:07,0,negative ,
ilang miyembro ng protesta at gagamitin nanaman ito ng local at foreign mainstream media para ipakita kuno na nagkakagulo sa pilipinas dahil sa pagkapanalo ni bongbong marcos para pagmukhain syang isang masamang lider. huwag nating hayaang paikutin nila ang..bbmsara2022,2022-05-07 14:30:17,0,positive ,
"kung sakaling manalo si bongbong at nagsagawa umano ng marahas na protesta laban sa kanyang pagkapanalo ang kanyang mga kalaban kasama ang mainstream media, cppnpa, at cia syempre hindi mapipigilan ang ating mga pulis na protektahan ang gobyerno at magreresulta ito sa..",2022-05-07 14:30:17,0,neutral,
ㅋㅋ소빵님 픽은 몇번인가요?!,2022-05-07 14:27:13,0,neutral,
"isko, si bongbong ang dapat na tinitira mo. sobrang halata ka na talaga.",2022-05-07 14:27:10,7,negative,
but bongbong has been leading opinion polls here for months though many experts say they may no longer reflect the realities on the ground many say robredos campaign has become a peoples movement.,2022-05-07 14:24:24,24,neutral,
"robredo is a widow and a human rights lawyer while her political rival bongbong marcos jr, is the son of the late president ferdinand marcos who was ousted in a popular revolution in 1986. the marcos name has long been synonymous with decadence and abuse of power.",2022-05-07 14:24:24,14,neutral,
should ask bongbong why despite his family lording over ilocos norte for decades it is still poor province with most of its municipalities are either 4th class municipality or 3rd class municipality. pero lahat sila ng pamilya niya yumaman at ang ilocos norte remains poor!,2022-05-07 14:23:08,1,negative ,
pwede pa naman panoorin uli online. huwag magalit dahil hindi talaga mapapaghandaan lahat ng aberya. walang may gusto nun. hindi ka napahiya dahil nakita nila ang dami ng supporters ni lenikiko. sana makumbinse mo pa sila. maraming salamat sa iyo!,2022-05-07 14:12:26,4,positive ,
"presidential candidate bongbong marcos appears on stage here at the campaign finale in parañaque with his wife liza and sons sandro, simon, and vincent",2022-05-07 14:06:21,0,positive ,
bongbong marcos and family!! mitingdeavance,2022-05-07 14:05:09,0,positive ,
"pero kung naniniwala pa din kayo na dinaya si bongbong, magparecount kayo ulet. may 2 days pa para maging vice president siya.",2022-05-07 14:04:47,4,neutral,
congratulations to our newly elected president bongbong marcos,2022-05-07 14:02:29,1,positive,
"ferdinand ""bongbong"" marcos jr. bbmsarauniteam bringbackmarcos",2022-05-07 14:01:42,0,positive ,
kahit bigyan niyo ko ng pera pambili ng lahat ng merch kahit libre mo vip sa lahat ng concerts na gusto ko kahit pakilala mo ako sa lahat ng groups that i stan i. will. never. vote. for. bongbong marcos. just never. choose good morals. credibility. honesty. compassion.,2022-05-07 13:59:50,12,positive ,
bongbong sara!! bbmsarauniteam bringbackmarcos,2022-05-07 13:59:10,0,positive ,
let bongbong marcos and inday sara lead bbmsarauniteam letmarcoslead indaysara,2022-05-07 13:58:00,0,positive ,
"revillame made no mention of dutertes running mate, presidential candidate ferdinand bongbong marcos jr.",2022-05-07 13:56:13,0,neutral,
salamat mga kakampink na kumapit kahit walang audio!,2022-05-07 13:55:40,4,positive,
"the problem is yung mga supporter, either supporter ni leni, bongbong or lacson man yan, hindi nila tanggap ung mali sa sinusuportahan nila na kandidato, ang hindi talaga maiintindihan ng mga tao ngayon is kapag ikaw ay nasuntok ni pacman, para kang tinamaan ng isang shotgun.",2022-05-07 13:53:33,0,neutral,
ㅋㅋ 그려ㅋㅋ,2022-05-07 13:50:06,0,neutral,
ㅠㅠ많이 그려주세요..은은한 빛이 너무 조와요..,2022-05-07 13:47:17,1,neutral,
good day sir.,2022-05-07 13:44:06,0,positive,
"brittany kaiser, a former employee of the disgraced uk political consulting firm cambridge analytica, told news site rappler that bongbong approached the company to ""rebrand"" the family's image on social media something his campaign has since denied.",2022-05-07 13:43:37,0,neutral,
_ ʖ _ 눈동자 없애기,2022-05-07 13:38:38,0,neutral,
ㅋㅋ,2022-05-07 13:36:28,0,neutral,
ㅋㅋ쟤 코가 마음에 안드러? _ _,2022-05-07 13:34:49,0,neutral,
ㅋㅋ개귀엽네,2022-05-07 13:34:23,0,neutral,
_ ʖ _ 시크하지 안하?,2022-05-07 13:33:27,0,neutral,
"""it was a traffic congestion caused by the volume of buses that were used to ferry supporters for the miting de avance of bongbong marcos today,"" a mandaluyong police official says following reports of the vehicle jam.",2022-05-07 13:29:59,20,negative,
bongbong marcos will be our next dictator and make philippines poorer than ever and that is why i support him.,2022-05-07 13:29:04,0,negative,
"furthermore, note that a majority of respondents in every category but the 65 and over group express support for bongbong, it is not just about ""the youth.""",2022-05-07 13:28:35,7,neutral,
..that the philippines education system has done a poor job of educating younger voters about marcos rule. many have also noted the savvy targeting of younger voters via social media by the bongbong campaign. but this does not seem to bear out in the data.,2022-05-07 13:28:34,9,negative ,
"what does not age a common explanation for the success of bongbong is a generational divide. younger voters are more likely to support bongbong. young voters did not directly experience the violence, corruption, and instability of the marcos dictatorship, and..",2022-05-07 13:28:33,11,neutral,
"what matters 3 regional ties for example, 81 of ilocanos a marcos bailiwick intend to vote for bongbong. by contrast, the strongest opposition comes from voters in the bicol regionhome to bongbongs chief opponent, leni roberdo. only 9 of bicolanos support marcos.",2022-05-07 13:28:33,12,neutral,
"what matters 2 approval for president duterte in spite of the mixed signals duterte has expressed towards bongbong, among those who strongly disapprove of duterte, only 16 intended to vote for bongbong, compared to 76 among strong supporters of duterte",2022-05-07 13:28:32,7,neutral,
"it is a stark contrast over 80 almost 90 of voters who have a strongly positive view of martial law intend to vote for bongbong, while literally no voter who has a strongly negative view of martial law intends to vote for him.",2022-05-07 13:28:32,11,neutral,
"tandaan wag boboto ng marcos mapa bongbong, sandro o francis leo pa yan",2022-05-07 13:28:13,1,negative ,
salamat sa mga kakampink na kumapit kahit walang audio.,2022-05-07 13:26:35,13,positive,
"mama be like pag binabash ni papa si vp ""manahimik ka nga rodolfo bongbong mo bobo"" hahahahahahahahaahhaahhahahahaahahha",2022-05-07 13:22:10,7,negative ,
makakailang recount kaya si bongbong this time??,2022-05-07 13:22:04,18,neutral,
"halalan2022 predict! test your prediction skills by voting what you think will happen in the may 9 elections! 6. the gap between former senator bongbong marcos and vice president robredo, regardless of who wins will be..",2022-05-07 13:18:07,0,neutral,
putangina napakapavictim ni bongbong marcos ulool hahahaa naririnig ko mga pinagsasabe niya sa mda kasi nanonood nanay ko,2022-05-07 13:10:52,0,negative,
nalalapit na talaga ang pagkapanalo ni president bongbong marcos at ni vp sara. sino na excited dyan raise your both hands!,2022-05-07 13:09:57,89,neutral,
hinde kaya ni leni konen ang npa.. alam mo naman kasi n bongbong p marcos a bbmsara,2022-05-07 13:06:17,0,neutral,
"ayala avenue served as a protest space against the open electoral fraud in the february 1986 snap elections leading to people power against the marcos dictatorship. marcos' son, bongbong, is running against robredo. he lost to robredo in the 2016 vicepresidential elections.",2022-05-07 13:06:07,1,neutral,
put visine inside my eyes so my grandma would fucking hug me,2022-05-07 13:03:18,0,positive ,
boy datu ka para kawatan ka ni bongbong marcos? ahahahaha walang wala ka pa sa kayamanan ni bbm hahahahah,2022-05-07 13:00:44,0,negative ,
if the phillipine people elect this bongbong they would be rewarding and giving again the gov't to a family headed by a former dictator and embelezzer of 5 billion dollars of the people's money. are they happy to do that? pitiful!,2022-05-07 12:54:22,0,negative ,
baka si bongbong yung mapagpanggap vebz,2022-05-07 12:51:45,0,negative ,
"tas reply niya naman ""wala naman talagang qualified kay leni at bbm pero mas lamang lang si bongbong ng konti"" ??",2022-05-07 12:51:03,2,negative ,
"isko is making me feel like vp leni will really win.. kasi if hindi sya ang mananalo, bakit siya pa rin ang pinupuntirya at hindi si bongbong? kaya salamat na rin isko, pinapakalma mo ko 😂",2022-05-07 12:48:37,4,positive ,
not tita naming the puppy bongbong 😭,2022-05-07 12:43:28,2,neutral,
traduc. ing 526_carrot traduc. esp nbongbong17,2022-05-07 12:42:45,0,neutral,
"domagoso delivers jabs vs halalan2022 rivals exsen. bongbong marcos amp vp robredo, says they were missing in action during covid19 pandemic yung isa nandoon sa forbes park pa vlog vlog. anak pinagpala. good for him. yung isa picture picture. nauna pa tweet bago pagkilos.",2022-05-07 12:39:57,16,neutral,
pag nanalo si bongbong putang ina nyo,2022-05-07 12:35:15,3,negative,
"naku kawawa ka naman ser. hindi ba kaya bongbong yung ganun? hakot na, bayad pa. wow sarap",2022-05-07 12:34:29,0,negative ,
진짜 귀염뽀작이라니까??,2022-05-07 12:31:36,0,neutral,
"domagoso delivers jabs vs halalan2022 rivals exsen. bongbong marcos amp vp robredo, says they were missing in action during covid19 pandemic yung isa nandoon sa forbes park pa vlog vlog. anak pinagpala. good for him. yung isa picture picture. nauna pa tweet bago pagkilos.",2022-05-07 12:31:06,6,neutral,
_ ʖ _,2022-05-07 12:29:09,0,neutral,
the leni babysa totoo lang dikita kilala un super leniuhm kasi lutang ka kays ayaw ng iba sau kasi pag nag kagera ang pilipinas lugaw panlaban sayang shshha. bongbongkailangan natin to hindi to tulad ng ibang mga candidates kurakot madami lang naninira sa mga malalakas pag nag,2022-05-07 12:26:06,0,negative ,
sold out,2022-05-07 12:26:00,0,neutral,
"since announcing his bid, moreno was even in criticizing both robredo and former senator bongbong marcos. but in tonights mda, moreno goes on to criticize robredo and her supporters more, while simply saying marcoss father ferdinand sr ruled for 21 years.",2022-05-07 12:22:03,29,negative ,
"bongbong is the new philippine trump supplanting duterte. as in the us, urban educated people are not quite the mainstream.",2022-05-07 12:19:44,9,negative ,
"""we need a good leader, the most qualified, the one with a great mind"" tapos binoto si bongbong",2022-05-07 12:15:57,0,neutral,
"between leni and marcos, the word ""puppet"" suits bongbong better.",2022-05-07 12:11:38,2,negative ,
the supreme court should correct what bongbong marcos is claiming about being cheated in 2016. he should be cited in contempt.,2022-05-07 12:11:23,4,neutral,
eh yung ninakaw ni bongbong? ethical ba yun? yung pamemeke ng diploma? ethical ba yun? yung pagsisinungaling nya? ethical ba yun? makademand ka.,2022-05-07 12:10:59,1,negative ,
kung ako kay bongbong sana man lang nagpasikat ako nung pandemic kung tatakbo ako putangina pero onga pala natripan nya lang tumakbo habang nanonood ng antman. what if iban na ang marvel movies tf,2022-05-07 12:09:31,13,negative ,
"ppl go to bbm rallies for sara, not for bongbong lmao",2022-05-07 12:08:36,3,negative ,
president apo bongbong! vice president sarah duterte,2022-05-07 12:07:15,0,positive ,
yung natitirang link ay yung bongbong marcos dot com na wala namang nakalagay na plataporma,2022-05-07 12:06:13,1,negative ,
isa pa itong share nga robin na ito talo talaga si bongbong hindi sya dinaya. itanong mo pa sa supreme court,2022-05-07 12:03:45,0,negative ,
요기두 버터 콕 bts_butter is written bright and energetic lyrics by bts and fills good vibe in the world.,2022-05-07 11:59:31,2,positive,
may boycott ba ang msm para sa miting de avance ni bongbong marcos ngayong huling araw ng kampanya? bringbackmarcos bbmsarauniteam bbmsara2022,2022-05-07 11:55:39,0,neutral,
"""wag tayong pumayag na madaya si bongbong! walang tulugan! ngayon, babantayan natin ang boto."" natalo si bongbong, hindi dinaya. natalo si bongbong, hindi dinaya. natalo si bongbong, hindi dinaya.",2022-05-07 11:54:25,0,neutral,
senatorial candidate robin padilla tells crowd tama na ang pakikialam ng mga dayuhan. tumindig tayong mga pilipino. wag tayong pumayag na madaya si bongbong. walang tulugan! voteph,2022-05-07 11:52:26,105,neutral,
bongbong! real??,2022-05-07 11:50:05,1,neutral,
"sila bakla gumagawa ng istorya. beh, si bongbong marcos lang ang ayaw magpainterview at ang tumatakas sa mga tanong. inamo",2022-05-07 11:47:52,0,negative ,
"cunetapangilinan has a message for bongbong marcos i wish you, liza, and your beautiful boys god's blessings, and that we all come together when all this is over and just be filipinos. makatiispink twevote",2022-05-07 11:47:49,4,positive ,
"bongbong ako. papa ay hindi na, di na kita sasamahan kapag si bongbong ang iboboto mo.. sayang lang. mama",2022-05-07 11:45:28,0,negative,
"23b? study about estate tax first before you come crying here. also, bongbong marcos is the one running, just in case youre not informed yet.",2022-05-07 11:44:36,7,negative ,
i love you ate shawie. yung pag meet sa dinner ki bongbong baka di po mangyari kasi sana makulong silang lahat makatiispink,2022-05-07 11:43:10,2,positive ,
bebe agsq talatalapengpeng bongbong choz bible,2022-05-07 11:41:42,1,positive ,
yung mga vloggers ni bongbong marcos may special area sa kanyang kampanya habang yung mga big new tv stations wala. grabee,2022-05-07 11:39:16,0,negative,
mananalo lang si bongbong marcos kapag nandaya siya.,2022-05-07 11:39:13,6,neutral,
"mabuti nalang hindi dumaan sa ka may ni bongbong yong pera, na bulsa na sana yan",2022-05-07 11:38:02,0,negative,
clean election please mr. bongbong marcos halalan2022 makatiispink,2022-05-07 11:36:57,1,positive,
tiwala na ginagawan ng paraan! breath in and breath out muna. hindi kayo susuko sa exciting part. virtul hugs. kayo ang pinasasalamatan ng bawat nagsasalita sa stage.,2022-05-07 11:32:40,1,positive,
papunta palang tayo sa exciting part si bongbong ang mananalo!! pula ang pilipinas bringbackmarcos marcosduterte2022,2022-05-07 11:31:51,10,positive,
kupal ka bongbong narcos hahaha,2022-05-07 11:30:31,1,negative,
아냐ㅋㅋ,2022-05-07 11:28:39,0,neutral,
"engga oppa wkwk, lucu aja gitu bongbong 😂 gemesin kayak eonninya",2022-05-07 11:27:52,0,neutral,
walang pakinabang ang gobyerno sa ipinadala nyong magasawa! yung pinadalhan nyo lang nakinabang. kasama yung binibilhan nya ng shabu..,2022-05-07 11:24:50,1,negative,
i rlly dont want bongbong marcos to win on may 9 like he is thw most unqualified candidate to do the job and a lot of filipinos are still naive to see it.,2022-05-07 11:20:09,0,negative,
"ang bigat ng araw na to guise,i have meet several people fighting for bbm,may magtataho samin na nagpapatugtog ng songs ni leni na may malalaking tarp na nakapalibot sa sidecar niya while people saying ""si bongbong lang ang iboto niyo"". why people?",2022-05-07 11:12:01,5,neutral,
president bongbong marcos next week cutie,2022-05-07 11:05:18,1,positive ,
mga psg magsisilbe sa susunod na presidente na si bongbong marcos.,2022-05-07 11:03:54,3,positive ,
"me, talking to my mom napanood mo ba yung sabi ni nikki coseteng? nung nasa senado pa raw si bongbong, wala raw syang ginawa kundi magdisco at magdroga. my son, unprompted magnanakaw din sya.",2022-05-07 11:02:11,3,negative ,
"someone who revised and corrected the history, bongbong marcos jr.",2022-05-07 11:01:47,0,neutral,
그저 귀여울 뿐,2022-05-07 11:00:59,0,neutral,
buangit nga mga pakas ko ay nakibot ko nag singgit² sila bongbong sa highway gina du maka boto gid sila,2022-05-07 10:58:53,1,neutral,
"pakita mo to sa mga baby m supporter sasabihin nila binayaran nanaman jusko po binibigyan na sila ng resibo pero sarado parin ang mga mata tas utak ng mga ggo. di ko alam kung bakit nila pinagtatanggol si bongbong, fan na fan di naman gwapo char pero sa mga blengblong apologist",2022-05-07 10:54:36,0,negative ,
ang bangungot ni bongbong?,2022-05-07 10:48:13,0,negative ,
ang ikakatalo ni bongbong ay elitistang nagpapanggap na para sa mahirap. pwe!,2022-05-07 10:46:09,0,negative ,
"labog, who hails from nueva vizcaya, opened his remarks with a message to bongbong marcos delivered in ilocano return all the wealth you stole! he reminded the public about a placard he saw walang solid north. bus lang ang solid north.",2022-05-07 10:44:04,11,neutral,
"my mom was talking to my cousin abt why not bongbong and she enumerated things and told her, hindi yun paninira. totoo lahat yun. tamo ang kabataan, mulat na. kasi pinagaralan nila. hejdhdjdjjdsj best mom letlenikikolead2022",2022-05-07 10:40:47,15,positive ,
makatiispink pilipinasispink lenikikoalltheway gobyernongtapatangatbuhaylahat kulayrosasangbukas,2022-05-07 10:31:04,1,positive ,
grabe may paabs si chelo love it 😍 lenikikoalltheway 21diokno,2022-05-07 10:30:39,1,positive ,
2016 sabi nya kay bongbong sya ay good man bakit di mo include?,2022-05-07 10:27:10,0,neutral,
"i hope leni robredo wins. a bongbong marcos win would be a disaster for phils. as the saying goes ""those who forget their history are condemned to repeat it.""",2022-05-07 10:24:16,1,positive ,
"we'll really become the world's largest laughing stock if we elect bongbong marcos, son of the late dictatormurdererthief, whom we had outed through people power the cowardice he exhibited throughout the campaign season alone should be a reason why no one must consider him",2022-05-07 10:23:02,14,negative ,
makatiispink pilipinasispink lenikikoalltheway gobyernongtapatangatbuhaylahat kulayrosasangbukas,2022-05-07 10:22:39,0,positive ,
they also sent some people in bongbong's. interesting.,2022-05-07 10:18:36,0,neutral,
"53 to 50 in three days kasi di na gani ko nagatarong kaon, nasamot pa nawala si bongbong i do not mind the kilos baby, just please come back to me 😭😭",2022-05-07 10:14:13,1,neutral,
"i mean, maybe korea also want to see how the best opposition presidential candidate leni will beat the son of a dictator bongbong",2022-05-07 10:11:15,1,neutral,
오옷 불가님 최고 멋쟁이 bts_butter is written bright and energetic lyrics by bts and fills good vibe in the world.,2022-05-07 10:09:29,0,positive ,
"look how international news writes about bongbong marcos and compare that to how they write about leni robredo. if this still does not open your mind, i do not know what will.",2022-05-07 10:04:24,4,neutral,
"the world is watching us, pag nanalo si bongbong, sama sama tayon lulugmok muli",2022-05-07 10:01:18,120,negative ,
걸조님 즐거운 주말 보내세요 i will listen to bts_butter by bts ever forever.,2022-05-07 9:50:05,3,positive ,
요기도 버터 하나 콕콕 waking up and listening to bts_butter by bts this is my favorite song of the moment!,2022-05-07 9:49:07,3,positive ,
bongbong at leni na lang sa politica? saan yang facts diyan? nakulong ba? 30 years na yang issue ngayon bakit hangang ngayon hanggang issue pa din? lol,2022-05-07 9:46:17,0,positive ,
shingi bangi bongbong banggi jeonghan!!,2022-05-07 9:39:52,0,neutral,
"inay, pangmayaman ho ang cocaine, mahirap lang po tayo hahahhaa. bat di mo itanong yan sa sumasayaw na panga ni bongbong sabog. tsaka nangingialam? pake ko sa boto mo. ah basta bangag yang kuting ng norte nyo nyahahahaha",2022-05-07 9:31:34,0,negative,
"gideon javier, son of the martial law martyr evelio javier, exposed in his social media account that in antique, loren scholars who are not supporting bongbong marcos are being threatened to have their scholarships cut off. pera ng taongbayan ginagamit pangblackmail. evil.",2022-05-07 9:28:42,0,negative ,
"beh kalmahan nyo naman pag ppost ng may nakalagay na ""president bongbong marcos"" tapos pag natalo mag papa 3 recounts.",2022-05-07 9:28:23,0,negative ,
"""yan si bongbong, isa rin sa mga dahilan kung bakit ayaw ko siya iboto kasi lulubog talaga ekonomiya natin"" mama",2022-05-07 9:27:18,2,negative ,
mamamatay tao talaga si tatag digz. jail is waving tay!,2022-05-07 9:26:03,1,negative,
akala ko bongbong hahahahahahahaah,2022-05-07 9:25:42,0,neutral,
응 아니야,2022-05-07 9:25:03,0,neutral,
"notrecommended ni prrd si leni and bbm. read the article titled duterte claims bongbong marcos, robredo procommunists. duterte legacy wishes eradication of dangerous drugs, terrorists and their fronts, and corruption after his term these are ping lacsons top priorities.",2022-05-07 9:15:15,11,negative ,
"pamilyang magnanakaw, bangag ang mukha! ew! walang prinsipyo't isang salita! bangag na nga, duwag na nga! ngumingiwi pa! naging adik pa! siya si bongbong .. narcos! bongbong .. narcos!",2022-05-07 9:13:31,3,negative,
"halatang di mo naintindihan yung minumungkahi niya, . linawin ko ha. tutal, halos lahat naman ng achievements ni bongbong e galing sa tatay niya, bat hindi nalang yung tatay niya yung patakbuhin nyo? si bongbong ang totoong loser sa buhay despite sa mga ninakaw ng tatay",2022-05-07 9:13:17,0,negative ,
"magvote po tayo wisely. pag nanalo si sir bongbong marcos, para na din pong nilunok nyo ulit yung sinuka nyo na. letlenikikolead2022",2022-05-07 9:11:45,0,positive ,
si bongbong ung ex mong may trust issues pero siya naman tong cheater. hahahahahah. pangit kabonding. takot sa sariling multo.,2022-05-07 9:10:49,2,negative ,
"matalo man po si vp, lawyer pa rin sya. eh si bongbong nyo? wala! tambay sa bahay, just like he has always been for the past six years",2022-05-07 8:54:51,0,positive ,
pula ang pilipinas bringbackmarcos marcosduterte2022,2022-05-07 8:51:10,0,positive ,
galing ah ha ha ha.. cute,2022-05-07 8:50:25,0,positive ,
lets go!! pula ang pilipinas bringbackmarcos marcosduterte2022,2022-05-07 8:41:12,0,positive ,
yun o! pula ang pilipinas bringbackmarcos marcosduterte2022,2022-05-07 8:40:54,1,positive ,
"o dba may donors. meaning madaming naniniwala sakanya kaya sinusuportahan sya sa mga proyekto nya. at teh, bakit hindi nagroom si bongbong for presidency? kasi wala naman syang ginawa tapos lakas ng loob tumakbo.",2022-05-07 8:40:05,0,positive ,
marcos senior. with bongbong sitting in a front seat view.,2022-05-07 8:37:31,0,positive ,
si bongbong marcos debate palang umaatras na! makatiispink lenikikoalltheway2022 my thoughts so true. so true,2022-05-07 8:34:45,2,positive ,
para sa kanila pag supporter ka ni bongbong eh bobo ka pero pag pinili mo si leni matalino ka na agad ganern?!,2022-05-07 8:34:12,0,negative,
si bongbong daw pangmahirap. ge boto mo para lalo ka maghirap. hahaha,2022-05-07 8:34:10,1,negative ,
"hindi ako magagalit kay sir bongbong marcos kung sakaling siya ang manalo. hindi rin ako magagalit kung uunlad ang bansa tulad ng sinasabi niyanila. pero, pag bumagsak lang ang pilipinas at hindi niya magawa ang mga pinangako niya? sisisihin ko kayong mga bumoto sakanya.",2022-05-07 8:32:52,0,neutral,
"""tamad ka bongbong"" ampota hahahhah",2022-05-07 8:30:52,0,negative,
pula ang pilipinas bringbackmarcos,2022-05-07 8:30:38,2,neutral,
natanggal na ang mga bus na walang pasahero for lbm?? why naman,2022-05-07 8:29:49,2,negative ,
"isauli niyo ang mga ninakaw n'yo. tamad ka, bongbong. tama so much sir elmer labog!! makatiispink philippinesispink ipana7ona10parasalahat",2022-05-07 8:28:43,3,neutral,
ka elmer tamad ka bongbong! makatiispink,2022-05-07 8:28:41,0,neutral,
언짓님 제가 넘 늦었죠😭 댓으로 버터 놓구 가께요.. 불러주셔서 감사합니다 언짓님 waking up and listening to bts_butter by bts this is my favorite song of the moment!,2022-05-07 8:28:24,1,positive ,
bbmsarauniteam bongbong marcos is an alumnus of lasalle,2022-05-07 8:13:50,0,positive ,
hindi pagkakaisa ang magiging resulta ng maling kwento na ipinapasok ni bongbong sa kokote ng kanyang mga panatiko.,2022-05-07 8:13:04,0,neutral,
"fm loves you, imelda loves you more, bongbong loves you very much, its spoken by japanese. povertytyranny?",2022-05-07 8:08:19,0,positive ,
"kung si bongbong marcos ay tigre ng norte at si sara duterte ay agila ng silangan, ano naman si leni? presidente ng pilipinas kase hindi na naten kailangan pa ng hayop sa gobyerno. makatiispink ""pula ang pilipinas"" bbmsarauniteam lenikiko2022",2022-05-07 7:57:39,13,positive ,
"di ko musugot uy na ireject kog duha ka barko para makauli to vote para lang ingnan na ""bongbong nalang mo""",2022-05-07 7:47:43,9,negative ,
"apart from his dubious heritage, someone named bongbong just does not instill any confidence in me",2022-05-07 7:47:35,2,neutral,
bongbong has zero achievements in education amp Politics. Walang pde ipagmalaki kundi kapal ng mukha!,2022-05-07 7:45:57,0,negative,
her office of vice president garnered the highest audit rating from commission on audit for three consecutive years.. taga sana all na lang si bongbong .,2022-05-07 7:42:53,1,positive ,
"ininterview ko si koyang shopee rider habang tinatanggal sa tape yung parcel ko kuya sinong iboboto nyong presidente? baka po magalit kayo e ayy hindi po bongbong po ako ah okay po aubrei never beating the nakakatakot allegations, ang bait bait kong tao 😭",2022-05-07 7:41:40,7,positive ,
pag aari na pala ni bongbong at sara ang comelec,2022-05-07 7:32:36,0,neutral,
tanong ko lang ano ba yung pagkakaalam mong ninakaw ni bongbong marcos?,2022-05-07 7:29:57,0,neutral,
naiiyak na ako sa kakatawa 😭😭tinanong ako ng lola ko kung nakakita na ba daw ako ng bagong isang libo tapos sabi ko oo tapos sabi nya si bongbong yung agila don 😭😭 hndi ko na keri makipagusap 😭😭 muntik na ko matawa ng malakas buti napigilan ko 😭,2022-05-07 7:28:44,1,neutral,
pstrfreedomwall113 ayaw kay bongbong kasi magnanakaw daw pero binoboto paren mga treasurer na nangaangkin ng class funds asan na electric fan namen?!,2022-05-07 7:28:43,1,negative ,
"have you ever asked your parents about, ""if bongbong marcos wins the elections, which bongbong has a case in america, which is the primary superpower of the world and has a global stereotype of a robber due to his parents would investors come to the ph?",2022-05-07 7:28:28,0,neutral,
omg!! may atty. here sa bacnotan barbershop tapos inaask kung sino pres niya. sabi niya pink ak. ibotos kitdin ti nalalaing ni bongbong. ive never heard silence quite this loud!!,2022-05-07 7:28:17,11,positive ,
"inay be like, ""ayaw ko kay bongbong, yun e kaya natakbo dahil sa nakaw. gusto ko kay leni"" i have the not so perf but marunong kumilatis na lola",2022-05-07 7:26:29,2,negative ,
