text,timestamp,like_count,sentiment,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
sir bbm.. we are so proud of you always watching here in riyadh,2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of my president salute pres.bbm 2022,2021-12-07 00:00:00,,,positive,neut,pos,neut
congrats pops..we love youniteam godbless po!,2021-12-07 00:00:00,,,positive,pos,pos,neut
very brilliant and smart prof.carlos she like late mariam defensor i admire you sir bbm sana you will be appointed as sec.of deped prof.carlos sakali palarin po kayu maging susunod na pangulo.,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats to smni,2021-12-07 00:00:00,,,positive,neut,neut,neut
you nailed it sir,2021-12-07 00:00:00,,,neutral,neut,neut,neut
your such a brilliant president you really impressed me the way you answered the questions. kudos bbm for president,2021-12-07 00:00:00,,,positive,neut,neut,neut
"you nailed it sir! you never failed us, and that makes us more proud, i am a grade 12 student and my first vote is for you sir!",2021-12-07 00:00:00,,,positive,neut,neut,neut
god bless always senators,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations to all presidentiables,2021-12-07 00:00:00,,,positive,neut,neut,neut
"mabuti andun ka kahapon sir bbm, smni sana makita rin nmin kayo sa mga debate o forum ng ibang network, khit pagtulongan kayo dun sir, laban lang po alam nmin lhat ng sagot mo ay galing sa puso at didikasyon mong pagbuklodin ang sambayanan. iginagalang nmin ang pasya mong huwag dumalo karapatan nyo po un, pero sana umattend din po kayo minsan para walang masabi mga againsts sayo",2021-12-07 00:00:00,,,negative,neg,neut,neut
crisfeena lazo rabang korek.. sana yung ibang network live din para iwas edited kasi may chance na papangitin ang sagot ni bbm. para makadalo si bbm kung utak lang no much naman sila ehhehe,2021-12-07 00:00:00,,,negative,neut,neut,neut
"now we know that only history judges the goodness and good deeds of president ferdinand edralin marcos, sr. he is truly a hero.",2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
the more i root for you congratulations 2022,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations our soon presedent of the philippines marcos forever bbmsolid,2021-12-07 00:00:00,,,positive,neut,neut,neut
very well said. you delivered the message and the platform the filipinos are waiting for. proud to be ilocos norte native! go go go! bbmsara!,2021-12-07 00:00:00,,,positive,neut,neut,neut
the best tlaga bbm solid ang galing godbless my president,2021-12-07 00:00:00,,,positive,neut,neut,neut
"true! solid bbmsara here, thank you for raising the flag of philippines i hope more debates and more caravan pa po this month my next president",2021-12-07 00:00:00,,,positive,neut,neut,neut
bbm my entire family are all proud of you. we are full blood loyalists since the time of apo president marcos !!,2021-12-07 00:00:00,,,positive,neut,pos,neut
bravo mahusay talaga god bless apo bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
ang galing galing mo bbm. ikaw na talaga ang presidente namin. good luck n take care.,2021-12-07 00:00:00,,,positive,pos,pos,neut
u really stood out up there last night apo bbm.. congratulations for a job well done,2021-12-07 00:00:00,,,positive,pos,neut,neut
congrats pops.. so proud of you.. nakakatakot c dr. clarita carlos pero ikaw napapangiti mo pa c maam.. waabyou pops.. 22 congresman,2021-12-07 00:00:00,,,positive,pos,pos,neut
nakka proud ng subra😍.my president .,2021-12-07 00:00:00,,,positive,pos,pos,pos
sir bbm ingat po kayu ni maam sara palagi sa mga lakad nyo godblessed you po,2021-12-07 00:00:00,,,negative,neg,neut,neut
congrats po l.. im so proud of you bbm.. godbless po,2021-12-07 00:00:00,,,neutral,pos,neut,neut
we are sososo proud of u our future president.. ung patalasan ng utak tlg ngyri ky pla umurong ung 4..pti kmi kinakabahan pgk c madam clarita na bumubwelo haha,2021-12-07 00:00:00,,,positive,neut,neut,neut
"you did so well last night sa debate, sir. you are very educated and well informed sa problema ng bansa",2021-12-07 00:00:00,,,positive,pos,neut,neut
"its a big yes,for uniteam, and we are proud of you as a president good luck bbm, sarah duterte",2021-12-07 00:00:00,,,positive,pos,pos,pos
"congrats bbm! as expected, you nailed it there at smni yesterday! your wisdom, brilliance and visions for our countrys progress is very well appreciated. you are the man, soon to be the great leader of the land!",2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of bbm! solid bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
you nailed it my president.. you answered clearly and intelligently.,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats po sir bong bong god bless you all po,2021-12-07 00:00:00,,,neutral,pos,neut,neut
bbm the next president of the philippines.. your the best. god bless uni team,2021-12-07 00:00:00,,,positive,pos,pos,pos
"we're so proud of you our future president!, ingat palagi, god bless po",2021-12-07 00:00:00,,,positive,pos,pos,pos
you made your supporters proud bbm. bravo!!,2021-12-07 00:00:00,,,positive,neut,pos,neut
soon to be our president very smart and brilliant!,2021-12-07 00:00:00,,,positive,neut,neut,neut
vilma damasing bulawan except that leftist teody .,2021-12-07 00:00:00,,,neutral,neut,neut,neut
man of dignity and knowledge salute,2021-12-07 00:00:00,,,positive,pos,neut,neut
congratulations bbm!!,2021-12-07 00:00:00,,,positive,neut,neut,neut
proud supporter of bbm. you rock bbm!! go go go!! canada is cheering for you.,2021-12-07 00:00:00,,,positive,neut,neut,neut
were very proud as dabawenyos to have our dear pres. duterte and now our coming vp also frm davao duterte pa rin,2021-12-07 00:00:00,,,positive,neut,neut,neut
you did great pops i wonder what would be mds reaction if she is alive today. she must be happy as your mentor. your barong looks good on you,2021-12-07 00:00:00,,,positive,pos,pos,pos
divina gracia pambansang fatherin law kaya pops dapat tawag,2021-12-07 00:00:00,,,neutral,neut,neut,neut
bbm the best among all. god bless and stay safe,2021-12-07 00:00:00,,,positive,pos,pos,pos
proud supporter here,2021-12-07 00:00:00,,,positive,pos,pos,pos
"worth to watch congrats smni social ang venue, ang mga participants wow the panels, the host basta lahat perfect congrats",2021-12-07 00:00:00,,,positive,neut,neut,neut
go bbm.. you are my president because for me you are the only qualified for that position and i love your vision for our beloved country.. you really loved your fellow filipino's. pinklawan always bashing you and your family but you never talked back. any bad words to them. i salute you bbm.,2021-12-07 00:00:00,,,positive,pos,neut,neut
congrats po sir bbm ang galing nyo po talaga kayo na ang next president ng bansa natin.god bless po keep safe always..we love you!,2021-12-07 00:00:00,,,positive,pos,neut,neut
congrats bbm!!,2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of you po apo bbm,2021-12-07 00:00:00,,,negative,pos,pos,neut
god bless the next president of the philippines,2021-12-07 00:00:00,,,positive,pos,pos,pos
"you really made us very proud, pbbm! 🙂",2021-12-07 00:00:00,,,positive,pos,pos,pos
god bless you sir! our family is behind you and sara!,2021-12-07 00:00:00,,,positive,pos,pos,neut
congrats po my future president..may the almighty guide and bless u..,2021-12-07 00:00:00,,,positive,pos,pos,neut
congratulations pops i am so proud of you po,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations sir!,2021-12-07 00:00:00,,,positive,neut,neut,neut
"congratulations sir bbm, looking forward for another debate, galing nyo po 022",2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations my president,2021-12-07 00:00:00,,,positive,neut,neut,neut
m very kappy for u sir bbm u attended n made good at the smni presidential debate n m so proud of u sir bbm congrats sir. go go go onward for ur victory sir u will be our next presudent 2022😍😍,2021-12-07 00:00:00,,,positive,pos,neut,neut
you did a great job sir! i salute you you prove to all of your fans how realistic and action driven your answers are. just wow! laban bbm!,2021-12-07 00:00:00,,,positive,neut,neut,neut
karapat dapat po talaga kaung mamuno po sa buong bansa pres.bbm soon..kasama nio po kmi sainyong pagsulong ng pagkkaisa ..maraming salamat po sa mga positibo po niong pinakkita para sa bayan,2021-12-07 00:00:00,,,negative,neg,neut,neut
"congratulations my bbm, galing talaga sumagot",2021-12-07 00:00:00,,,positive,neut,neut,neut
"you all nailed it, but you outshone them with your pragmatic solutions.",2021-12-07 00:00:00,,,positive,neut,neut,neut
i al satisfied with the way you interpolate the questions and excellent composure of a true leader so my precious vote is for you,2021-12-07 00:00:00,,,positive,neut,neut,neut
"i have watched pres.ferdinand marcos on youtube,how he delivered his speech.. he sounds like bbmhe is destine to be our next pres.. like his father, pres.fem",2021-12-07 00:00:00,,,positive,neut,neut,neut
a very big congratulations to my upcoming president bbm.,2021-12-07 00:00:00,,,positive,neut,neut,neut
god bless you always bbm from pangasinan ilocano kami,2021-12-07 00:00:00,,,positive,neut,neut,neut
mama len len cooking even in difficult times whehen prest thats what she will do in diffivult times,2021-12-07 00:00:00,,,negative,neg,neut,neut
congratulations sir bbm wala ka talagang kapantay down ko earth ka parin kagaya ng inyo g father hindi mo kinalimutan ang mga mahihirap gusto ko pong mabalik ang masagana at kadiwa para sa amin mahihirap we proud of you is kaya ako nag paregesterd dito sa hongkong para maka boto para sa bansa po po natin,2021-12-07 00:00:00,,,negative,neg,neut,neut
congratulations to my becoming president bbm ..godbless po,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations sir bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
"answered prayer. bbm for president .thank you lord,amen",2021-12-07 00:00:00,,,positive,neut,neut,neut
proud of you sir. simply the best,2021-12-07 00:00:00,,,positive,pos,pos,neut
solid apo bbm landslide .we are proud ilocanos.godble ss philippines,2021-12-07 00:00:00,,,positive,neut,pos,neut
congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations po sir bbm!!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations bongbong marcos i am rooting for you because i am confident that you can carry the country especially with regards to foreign relations. whatever issues your family had i believe it when you said that you will comply with the court's decision. be safe and perform your duties once elected.,2021-12-07 00:00:00,,,positive,neg,neut,neut
congratulations my president,2021-12-07 00:00:00,,,positive,neut,neut,neut
"please prioritize nyo din po ang maayos na serbisyo ng mga ahensya ng gobyerno sa publiko. government employee complaint hotline lalo na sa ss, pagibig, psa at mga kapulisan. ito ay para ma assess ang kalidad ng trabaho na kanilang ginagawa. public service satisfaction survey para hindi abusado, tamad at bastos ang nga nagttrabaho sa mga ahensya ng gobyerno!",2021-12-07 00:00:00,,,negative,neg,neut,neut
"outstanding debate! your the best bbm , ilocanos pride!",2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats sir were proud of you godbless sir bongbong marcos,2021-12-07 00:00:00,,,positive,pos,pos,neut
watching from riyadh ksa god bless bbm marcos pa rin talaga solid from mindoro,2021-12-07 00:00:00,,,positive,neut,pos,neut
"congratulations ! to our future president bbm we're proud of u it was a great and with highly respected debate ,thanks god and thanks too for smni for there livestream . god bless u and protect u as well as ur family's and everyone's amen",2021-12-07 00:00:00,,,positive,pos,pos,pos
"excellent we are truly proud of youyoure the best keep shining our dear president to be thank you so much for your candidacy. we can feel the love and sincerity of our late president, president ferdinand marcos and the gorgeousness of your mother, the first lady, imelda r. marcos sama sama tayong babangong muli pilipinas",2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations our soon to be president bbm..,2021-12-07 00:00:00,,,positive,neut,neut,neut
you are welcome bbm and god bless you today and for always.,2021-12-07 00:00:00,,,positive,neut,neg,neut
the best of the best.. brilliant godbless our future president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
the best debate so far to the highest level,2021-12-07 00:00:00,,,positive,neut,neut,neut
god blessed mr. fedinand bong bong marcos for president 2022 be strong god is our strength.,2021-12-07 00:00:00,,,positive,pos,neut,neut
"undoubtedly, bbm is brilliant, diplomatic, logical and a good statesman!! highlyqualifie d to lead a struggling nation in these trying times. go for the win, my president!!",2021-12-07 00:00:00,,,positive,neut,neut,neut
"bbm, u gave ah good answer, well said ,salute to you mr. president.",2021-12-07 00:00:00,,,positive,neut,neut,neut
proud uniteam supporter here. from leyte,2021-12-07 00:00:00,,,positive,pos,pos,pos
maraming salamat po papa lord at nasagot po ng boong puso at pagmamahal sa kapwa ang lahat ng tanong ni bbm kaya magiisip na po tayo ng mabuti para sa pagkakaisa ng bansa natin,2021-12-07 00:00:00,,,negative,neg,neut,neut
praying for your victory our next president.,2021-12-07 00:00:00,,,positive,neut,neut,neut
"congratulations smni job well done. congratulations to the 4 presidential participants bbm, leody, gonzales abellana you did your best to answer the difficult questions thrown by the professional panelists. the smni presidential debate will boost increase the voters trust for bbm. mabuhay bbm solid po tayo, sure winner na, whether you like it or not.",2021-12-07 00:00:00,,,positive,neut,neut,neut
i watched the debate n was impressive. bbm sara uniteam.. mabuhay n praying for the win uniteam.,2021-12-07 00:00:00,,,positive,neut,neut,neut
we are proud of you sir,2021-12-07 00:00:00,,,positive,pos,pos,neut
"philippines 17th president..o ur very own bbm, hail from the north..proud ilocana here ..brilliant, humble, kind and god fearing..can' t wait to see u sir back in malacañang..g od bless u and vp sarah",2021-12-07 00:00:00,,,positive,pos,pos,pos
"we love you bbm, sana maipagpatuloy mo ang mga plano ni tatay digong, we love uniteam",2021-12-07 00:00:00,,,positive,pos,pos,neut
"my pres. bbm, brilliant like his late father pres.femarcos",2021-12-07 00:00:00,,,positive,neut,neut,neut
the best brilliant man,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats ninong,2021-12-07 00:00:00,,,positive,neut,neut,neut
bbm sara team god bless po,2021-12-07 00:00:00,,,positive,pos,pos,neut
"congratulations sir bbm, we love you",2021-12-07 00:00:00,,,positive,neut,neut,neut
bbm congrats. stay and healhty. you're g,2021-12-07 00:00:00,,,positive,neut,neut,neut
god bless you our up coming president marcos!!,2021-12-07 00:00:00,,,positive,pos,pos,pos
bbm very proud here pilipino here in milan italy. pinuyat nyo ako sa panonood galing ng future president ko very cloud and clear mga sagot. mapa english man or tagalog galing sumagot. kahit ang hirap ng mga question.,2021-12-07 00:00:00,,,positive,neg,neut,neut
im so proud of you president bbm.,2021-12-07 00:00:00,,,positive,neut,pos,pos
"proud of you sir bbm our next future president.. god bless you and uniteam,",2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations my president,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations too our new president,2021-12-07 00:00:00,,,positive,neut,neut,neut
mabuhay uniteam godbless philipines bbm bring back muli to mlknyang palace bbm next president bbm,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congratulations po sir,2021-12-07 00:00:00,,,positive,neut,neut,neut
i am so proud of you sir.,2021-12-07 00:00:00,,,positive,pos,pos,neut
congratulations my president!,2021-12-07 00:00:00,,,positive,neut,neut,neut
smni is not a bias real or true news broadcasting bbm bbm sarah uniteam,2021-12-07 00:00:00,,,positive,neg,neut,neut
congrats bbmsolid bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of you my dear next president of the rep. of the phil. bbm,2021-12-07 00:00:00,,,positive,neut,pos,pos
we're so proud of you mr. bbm our next president,2021-12-07 00:00:00,,,positive,neut,pos,pos
we're so proud of you,2021-12-07 00:00:00,,,positive,pos,pos,pos
congrats po sir bbm.. good luck po and godbless..unit eam,2021-12-07 00:00:00,,,positive,pos,neut,neut
we proud of you sir bongbong marcos our next president solid from quezon city,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations po bbm god bless po,2021-12-07 00:00:00,,,positive,pos,neut,neut
god bless uniteam we love you,2021-12-07 00:00:00,,,positive,pos,pos,pos
mabuhay ka bbm ikw ang pina ka best bbm sara uniteam we love you,2021-12-07 00:00:00,,,positive,neut,neut,neut
you nailed it with confidence my dear president,2021-12-07 00:00:00,,,positive,neut,neut,neut
thr best from the north ilokano dayta,2021-12-07 00:00:00,,,positive,neut,neut,neut
we are so proud of you our president bbm.. congratulations po we love you bbm,2021-12-07 00:00:00,,,positive,pos,pos,neut
"an impromptu answer to questions ask only during the debate, only shows he has the right solutions and not from anybody else. i think you are right person for this position sir.",2021-12-07 00:00:00,,,positive,neut,neut,neut
we r so proud of u pops ..ang galing mo pops!! we will support u until the end..,2021-12-07 00:00:00,,,positive,pos,pos,neut
congrats sir bongbong marcos youre the best president mabuhay philippines,2021-12-07 00:00:00,,,positive,neut,neut,neut
a sensible debate worth watching!,2021-12-07 00:00:00,,,positive,neut,neut,neut
thank you bbm ikaw talaga ang karapat dapat maging pangulo ng bansa. kapakanan ng pilipinas ang una sa lahat.,2021-12-07 00:00:00,,,positive,neg,neut,neut
stay safe and healthy po!,2021-12-07 00:00:00,,,positive,pos,neut,neut
"you are the best among them all sir bbm, truly our next president!! 3 3 3",2021-12-07 00:00:00,,,positive,neut,neut,neut
god bless you always our beloved president bongbong edralin marcos jr,2021-12-07 00:00:00,,,positive,pos,pos,neut
we will always support you sir proud to have you as my next president.,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations po sir,2021-12-07 00:00:00,,,positive,neut,neut,neut
kudos to the 4 presidentiables galing niyong lahat,2021-12-07 00:00:00,,,positive,neut,neut,neut
te bat magkamukha tayo avatar,2021-12-07 00:00:00,,,neutral,neut,neut,neut
we love you bbm.. .. god bless you po,2021-12-07 00:00:00,,,positive,pos,pos,pos
"kudos mr. pres. you did a good job, also the two men behind you kudos in god's will hopefully yong 2 po na nkadebate nyo give them chance kc po mapi feel din yong pagiging mkabayan nila 2",2021-12-07 00:00:00,,,positive,pos,neut,neut
our future president we are so proud of you,2021-12-07 00:00:00,,,positive,pos,pos,pos
so proud of you. our future president,2021-12-07 00:00:00,,,positive,pos,pos,pos
"congratulations po sir bbm you deserved to be the president of the philippines, just like your father pres. ferdinand e. marcos the best.",2021-12-07 00:00:00,,,positive,neut,neut,neut
yes bbm lang ang qualified to be our president. god bless the phils,2021-12-07 00:00:00,,,positive,neut,pos,neut
so proud of you pops,2021-12-07 00:00:00,,,positive,pos,pos,pos
that is my president! congrats,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations to my president,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats sir bbm god bless you always and your family,2021-12-07 00:00:00,,,positive,neut,pos,neut
congrats po bbm at mam sarah,2021-12-07 00:00:00,,,negative,neg,neut,neut
truly proud of you our future president,2021-12-07 00:00:00,,,positive,pos,pos,neut
bbm our next president good luck god bless you always,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations sir,2021-12-07 00:00:00,,,positive,neut,neut,neut
outstanding debate like the format,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats sir bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats yong napangiti mo ang prof sa sagot mo,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats po .. keep safe and stay healthy bbmsarah solid,2021-12-07 00:00:00,,,positive,pos,neut,neut
they heard pres.bbm the impressive answers coming from yours in which it is very smooth in ears to hear and exactly what the counries needed today.i hope that the salary decentralizatio n came to your mind soon when you are sitting as president.stay safe and good bless,2021-12-07 00:00:00,,,positive,pos,pos,pos
my president bbm keep safe always sa mga lakad mo.. god bless you always..,2021-12-07 00:00:00,,,positive,neut,neut,neut
"tough questions, great answers, fierce panelists, outstanding participants..",2021-12-07 00:00:00,,,positive,pos,neut,neut
proud of you pbbm!,2021-12-07 00:00:00,,,positive,pos,pos,pos
eto ang totoong presidential debate! interesting panuorin.. 😍 salute to all of you sir and to smni network and to the moderator prof. carlos i wish hopefully isa ka sa maging secretary of deped and foreign affairs soon madam.. good job well done and keep it up!,2021-12-07 00:00:00,,,positive,neut,neut,neut
"yes sir nanuod po kami mga supporters nyo ang galing mo talaga sir our future president your answer is brilliant you deserve na maging presidente namin para sa pag babago ng ating bansa ,congratulation s po",2021-12-07 00:00:00,,,positive,pos,neut,neut
congrats future president napahanga mo kami saiyong mga plano sa bansa solid bbm lang matalino at makabayan,2021-12-07 00:00:00,,,positive,neut,neut,neut
bbm s the best at all ans.veey well perfectly he s a brilliant mind ..,2021-12-07 00:00:00,,,positive,neg,neut,neut
"bbm the next president of the philippinescongratz and godbless po,mag ingay din po kayu palagi",2021-12-07 00:00:00,,,negative,pos,neut,neut
great job sir!,2021-12-07 00:00:00,,,positive,pos,neut,neut
proud of you our next philippine president.keep safe always,2021-12-07 00:00:00,,,positive,pos,pos,pos
very proud of you our next president ferdinand bongbong marcos keep safe and god bless always. make philippines be proud again,2021-12-07 00:00:00,,,positive,pos,pos,pos
san diego for bong bong he is the man !!,2021-12-07 00:00:00,,,neutral,neg,neut,neut
"we are very proud of you sir bong bong marcos ..our next president.. ikaw ang leader na kailangan ng sambayanang pilipino, para sa tunay na pagbabago.. god bless you po sir.",2021-12-07 00:00:00,,,positive,pos,pos,neut
congrats po apo ferdinand bong bong marcos the next president god bless you po sir bbm.,2021-12-07 00:00:00,,,neutral,pos,neut,neut
"i humbly ask the future president bongbong marcos to give subsidies financial support for the salary of struggling private school teachers from government fundings, our family owns a struggling private grade school.please help the struggling private school too",2021-12-07 00:00:00,,,negative,neut,neut,neut
yana diaz mostajo yes driks. mahalin nating ang pilipinas para sama sama tayong babangon muli. ganun dpat,2021-12-07 00:00:00,,,positive,neut,neut,neut
mabuhay !! bong bong marcos god bless you,2021-12-07 00:00:00,,,positive,pos,pos,neut
thanks president bongbong for making us proud.. god bless.,2021-12-07 00:00:00,,,positive,pos,pos,pos
you are the best among the rest bbm,2021-12-07 00:00:00,,,positive,neg,neut,neut
joyjoy sion carna bbm,2021-12-07 00:00:00,,,neutral,neut,neut,neut
this is the kind of debate that we need thank you for your father who shaped and taught you pops,2021-12-07 00:00:00,,,positive,neut,neut,neut
"congrats sir, the next president!",2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations sir bbm your the best,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations sir bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
god bless you always sir bongbong marcos and keepsafe always,2021-12-07 00:00:00,,,positive,neut,pos,neut
yes very very strong leader next,2021-12-07 00:00:00,,,positive,pos,pos,neut
congratulations paps,2021-12-07 00:00:00,,,positive,neut,neut,neut
good job sir. looking forward to hear more of this kind of debate sensible!,2021-12-07 00:00:00,,,positive,neut,neut,neut
solid po here my mom and my family po,2021-12-07 00:00:00,,,negative,pos,neut,neut
the last man standing!,2021-12-07 00:00:00,,,neutral,pos,neut,neut
a very tough question with a great answercannot wait to see him raise our flag representing our country for the filipinos sa pinas man or sa ibang bansa,2021-12-07 00:00:00,,,positive,neg,neut,neut
we love u bbm.ingat ka palage,2021-12-07 00:00:00,,,positive,neut,neut,neut
we love you! my president!,2021-12-07 00:00:00,,,positive,pos,pos,pos
balita ko hinihingi daw ata ng kampo ng kabila yung kopya ng questions.meron bang ganon😂.anyway mas may key naman sumagot si sir abella kesa sa mga d dumalo kya ok lang..bbm does proves that he has the guts and wisdom to be the next president of the republic of the philippines.als o kudos to prof. carlos and the panel list of smni.bravo,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations you deserved my vote inandemarcorjr saraandparty,2021-12-07 00:00:00,,,positive,neut,neut,neut
"sir ferdinand "" bongbong "" marcos at ma'am inday sara duterte, alam po naming mga kapwa ko pilipino na kayo pong dalawa ang makakapagpatulo y ng magandang pagbabago ng ating bansa. kasama nyo po kami sa inyong laban. mag iingat po kayo palagi we love you",2021-12-07 00:00:00,,,negative,neg,neut,neut
we love you our next president bbm god bless you always and you always protect him to both of you vp sara,2021-12-07 00:00:00,,,positive,pos,pos,neut
congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
"bongbong marcos i and my grandparents used to watching apo marcos speeches, especially the one he addressed the american nation under president reagan, he was so full of admiration your dad was, for 6 years old and that was me weve grown up in the philippines under martial law never we felt like being a victim by it but in fact, we were fully secured then after 52 years later, there was you delivering the most admired debate on your own mission to lead our nation and push to progress not just us your supporters but to all filipinos inside and outside the philippines tara na inang bayan kung pilipinas gisingin mo na ang buong taong bayan upang magkaroon na ng peace and prosperity hint way to progressive nation, create affordable housing, create jobs with fair wages, create modern technology, get rid of the greedy companies such as water, energy and minimise imports that can be processed and produced locally a creative nation will lead its people to creativity mayor inday sara duterte for vice president of the philippines 2022 022 dont",2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of you my president bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
"we love u bbm ,..god bless po sa lahat ng oras",2021-12-07 00:00:00,,,positive,pos,pos,neut
best presidential interview so far!,2021-12-07 00:00:00,,,positive,pos,neut,neut
proud moment in philippine history. same feelings with fem sr.,2021-12-07 00:00:00,,,positive,pos,pos,neut
"majority are excited to see this awesome leaders to lead our country highly salute to uniteam unbreakable god bless mam maharlika at atty glen chong, congreman pulong duterte, toni gonzaga soriano, benhur abalos, atty rodriguez, mam mj quimbao reyes sa pagsuporta sa uniteam unbreakable",2021-12-07 00:00:00,,,positive,pos,neut,neut
congrats mr. president.. ang lakas ng mga sagot tagos hanggang puso yung may mas diin.. abella and gonzalez kudos din sa inyo ang gaggaling niyo rin pareho mas matalino pa kayo kaysa sa natira,2021-12-07 00:00:00,,,positive,neg,neut,neut
congratulations bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
kudos! kudos! kudos! kudos! you made us confirm that you are the rightful president for pinas and its people. we will support you all the way and cooperate to your mission of unity. we pledge our loyalty to the uniteam and it is vision. yahweh bless us in jesus name amen.,2021-12-07 00:00:00,,,positive,pos,pos,neut
jocelyn quejamiguel amen i agree in the mighty name of jesus,2021-12-07 00:00:00,,,positive,pos,neut,neut
my family and friends support you sir bbm.. kahit mga friends kung taga bicol kayo po ang iboboto.. god bless always sir stay healthy ..,2021-12-07 00:00:00,,,positive,pos,pos,neut
truly impressive debates..,2021-12-07 00:00:00,,,positive,pos,neut,neut
the best po kau mr bong bong marcos,2021-12-07 00:00:00,,,positive,neg,neut,neut
"great job, my president.. 2022",2021-12-07 00:00:00,,,positive,pos,neut,neut
you nailed it!,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"hehehe..yee ss to bbm. god bless bbm, god bless philippines. mabuhay!",2021-12-07 00:00:00,,,positive,pos,pos,neut
soon to be president god bless you po,2021-12-07 00:00:00,,,positive,pos,pos,neut
tindig ni apo lakay..,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"sec gonzalez sec abella deserves to have a position in the next administration, high respect to them both. bbmsara",2021-12-07 00:00:00,,,positive,neut,neut,neut
"you nailed it bbm, asan yung mga, nagpaparatang na wala ka natapos na degree, sila ang umatras sa intellectual debate. i stand by you our next commander in chief, you have the heart, the knowledge and the capacity to rule our country. philippines will be great again.",2021-12-07 00:00:00,,,positive,neg,neut,neut
congratulations mr. president. claim it,2021-12-07 00:00:00,,,positive,neut,neut,neut
"grabe po ang dami lalo ang humanga sa inyo. si usec lorraine na anti marcos ay pro bbm na ngayon, she is soo proud of you sir bbm and also ka eric , napahanga sila sa sagot nyo about npa at sa iba pang tanong na nasagot po ninyo ng maayos, kayo po ang hinangaan nila at naramdaman nila sa puso at isip ninyo na may sagot sa kahirapan at problema ng bansa.",2021-12-07 00:00:00,,,negative,neg,neut,neut
my heart is with you future pres bbm. lets make this nation great again.,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats goodluck and godbless bbm and sarah duterte,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations my pres,2021-12-07 00:00:00,,,positive,neut,neut,neut
you nailed it sir,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congratulations president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
"mas magaling pa ang mga bagong station sa pag ho host nang ganyan d tulad nang iba na kulang nalang hubaran at sampalin ang kanilang bisita sa programa , sila ba ang salamin nang mga pilipino na nakilala natin nakakalungkot.",2021-12-07 00:00:00,,,neutral,neg,neut,neut
we love you bbm pride of ilocos region,2021-12-07 00:00:00,,,positive,neut,pos,neut
godbless my president,2021-12-07 00:00:00,,,neutral,pos,neut,neut
congrats bbm!,2021-12-07 00:00:00,,,positive,neut,neut,neut
"congratulations sir bongbong marcos, very smart, so intelligentyou re a true leader in heart, mind spiritgodbless you more",2021-12-07 00:00:00,,,positive,neut,neut,neut
