text,timestamp,like_count,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
Nakka proud ng subra🍾🎈😇😍😘.My President 😇.,2021-12-07 00:00:00,,positive,positive,positive,positive
Sir BBM ingat po kayu ni maam sara palagi sa mga lakad nyo godblessed you po 💚❤️👊✌️,2021-12-07 00:00:00,,negative,positive,positive,positive
Congrats po l.... Im so proud of you bbm... Godbless po,2021-12-07 00:00:00,,neutral,positive,positive,positive
We are sososo proud of u our Future President.... ung patalasan ng utak tlg ngyri ky pla umurong ung 4...pti kmi kinakabahan pgk c Madam Clarita na bumubwelo haha,2021-12-07 00:00:00,,positive,positive,positive,positive
"You did so well last night sa debate, Sir. You are very educated and well informed sa problema ng bansa 👏🏼❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"Its a big yes,for UNITEAM, and we are proud of you as a president good luck BBM, SARAH DUTERTE",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congrats BBM! As expected, you nailed it there at SMNI yesterday! Your wisdom, brilliance and visions for our country’s progress is very well appreciated. You are the man, soon to be the great leader of the land!",2021-12-07 00:00:00,,positive,positive,positive,positive
"so proud of BBM!
❤️❤️❤️
Solid BBM",2021-12-07 00:00:00,,positive,positive,positive,positive
You nailed it my President.. You answered clearly and intelligently.❤️💚,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congrats po sir Bong Bong 🥰
God bless you all po🥰
#BBM",2021-12-07 00:00:00,,positive,positive,positive,positive
Bbm pres.for 2022,2021-12-07 00:00:00,,neutral,positive,neutral,positive
BBM the next President of the Philippines... Your the Best. God Bless Uni Team,2021-12-07 00:00:00,,positive,positive,positive,positive
"We're so proud of you our future president!👏❤️, ingat palagi, God blesss po 😘💚",2021-12-07 00:00:00,,positive,positive,positive,positive
"You made your supporters proud BBM. Bravo!!!
❤️✌🏼✌🏼❤️ #IAmForBBM #iamforuniteam",2021-12-07 00:00:00,,positive,positive,positive,positive
Soon to be our president very smart and brilliant!,2021-12-07 00:00:00,,positive,positive,positive,positive
"No bias but the four presedential candidate present at SMNI DEBATE were all smart and confident. Congratulations
BBM ❤💚 I hope if you win as President, you will include Mr. Gonzales, Mr. Abella, as one of your team in your administration.
They were good, as good as their intention for the Filipino people, especially Mr. Gonzales. 😊🙏❤💚",2021-12-07 00:00:00,,positive,positive,positive,positive
Vilma Damasing Bulawan except that leftist teody .,2021-12-07 00:00:00,,neutral,negative,neutral,neutral
We love you po our beloved President❤🇵🇭✌,2021-12-07 00:00:00,,positive,positive,positive,positive
"Man of dignity and knowledge❤️ Salute

#BBMSARA2022",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
BBM!!!",2021-12-07 00:00:00,,positive,positive,positive,positive
Proud Supporter of BBM. You Rock BBM!!!! Go go go!!! Canada is cheering for you.,2021-12-07 00:00:00,,positive,positive,positive,positive
Were very proud as Dabawenyos to have our dear pres. Duterte and now our coming Vp also frm davao DUTERTE pa rin ❤️💚💚💚,2021-12-07 00:00:00,,positive,positive,positive,positive
You did great Pops😁 I wonder what would be MDS reaction if she's alive today. She must be happy as youR mentor. Your barong looks good on you,2021-12-07 00:00:00,,positive,positive,positive,positive
Jhunnelle Sebastian Zeng kung maka Pops ka naman. 🤣✌❤👊💚🇵🇭,2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
Divina Gracia Pambansang father-in -Law kaya Pops dapat tawag😁,2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
Jhunnelle Sebastian Zeng ah ok. Now i know👍,2021-12-07 00:00:00,,positive,neutral,neutral,neutral
"BBM the best among all.
God bless and stay safe 💖💖💖💖",2021-12-07 00:00:00,,positive,positive,positive,positive
Proud supporter here ♥,2021-12-07 00:00:00,,positive,positive,positive,positive
"Worth to watch Congrats SMNI
Social Ang venue, Ang mga participants wow the panels, the host basta lahat perfect Congrats",2021-12-07 00:00:00,,positive,positive,positive,positive
The best ka talaga BBM,2021-12-07 00:00:00,,positive,positive,positive,positive
Well done Sir! 👏👏👏,2021-12-07 00:00:00,,positive,positive,positive,positive
Go BBM.. You are my President because for me you are the only qualified for that position and I love your vision for our beloved country.. You really loved your fellow Filipino's. Pinklawan always bashing you and your family but you never talked back. Any bad words to them. I salute you BBM.,2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats po sir BBM ang galing nyo po talaga kayo na ang next President ng bansa natin.God bless po & keep safe always..we love you!❤❤❤✌✌✌,2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats BBM!!!,2021-12-07 00:00:00,,positive,positive,positive,positive
So proud of you po Apo BBM 🙏🙏🙏,2021-12-07 00:00:00,,negative,positive,positive,positive
"Congratulations
sir next pres BBM 👍👍👍",2021-12-07 00:00:00,,positive,positive,positive,positive
God bless the next President of the Philippines 🇵🇭❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
"You really made us very proud, PBBM! ✌️🙂❤️🇵🇭",2021-12-07 00:00:00,,positive,positive,positive,positive
"Allow me to share my insight and intuition. Bong Bong Marcos is ""The Universe Choice"". He is meant to be the next president of the Philippines. It is his destiny to lead. To bring the Philippines to where his dad originally wanted us to be. We are fortunate because it in our lifetime that it will happen. Just like what his dad said-\-\Can you argue with destiny? So be it! BBM is just as surprise as you are that so many people are rooting for him for presidency. We are not saying that other presidential candidates are a bad choice or not capable to lead. All candidates are equally capable. But out of a million chance to bring the Philippines out of hardship, we only have 1 and only chance. Allow destiny to take its own course. SPREAD LOVE. NOT HATE. A decade ago, one elderly woman whom I met said ""If the Philippine HEAL.The World Heal."" This I long to see to save the future of our children and children's children. ...God bless Philippines..Pl
ease Respect my Opinion..
Mother said: We have Divine Justice...
Farther said: Do not argue the Destiny...
Son sings: Let it be...

@Queen berry
#BONGBONGMARCOSf
orPRESIDENT2022",2021-12-07 00:00:00,,positive,negative,positive,positive
God bless you sir! Our family is behind you and sara!,2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats po my future president..👏👏may the Almighty guide and bless u..😊 ✌👊❤💚,2021-12-07 00:00:00,,positive,positive,positive,positive
We also Congratulate other Candidates with their bravest appearances sa kanilang DEBATE ❤❤❤ ... Grabi kayo ... Ganda ng Debate very friendly... ❤,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
Pops❤️✌️ I'm so proud of you po😊",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
sir! 💕 ❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
Sir BBM, looking forward for another debate, galing nyo po 👏 😊 #mypresidentbbm2
022",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
my PRESIDENT ❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
M very kappy for u sir BBM u attended n made good at the SMNI Presidential Debate n M so proud of u sir BBM Congrats sir. Go go go onward for ur victory sir U will be our next presudent 2022✌✌✌🇵🇭🇵🇭🇵🇭❤❤❤🙏🙏🙏😍✌😍👍👍👍,2021-12-07 00:00:00,,positive,positive,positive,positive
"You did a great job sir! I salute you ❤🙌🏻
You prove to all of your fans how realistic and action driven your answers are. Just wow! Laban BBM! ❤❤❤❤",2021-12-07 00:00:00,,positive,positive,positive,positive
karapat dapat po talaga kaung mamuno po sa buong bansa pres.bbm soon...kasama nio po kmi sainyong pagsulong ng pagkkaisa ...maraming salamat po sa mga positibo po niong pinakkita para sa bayan♥️♥️♥️♥️💚💚💚💚,2021-12-07 00:00:00,,negative,neutral,neutral,neutral
"Congratulations
my BBM, galing talaga sumagot",2021-12-07 00:00:00,,positive,positive,positive,positive
"You all nailed it, but you outshone them with your pragmatic solutions.",2021-12-07 00:00:00,,positive,positive,positive,positive
I al satisfied with the way you interpolate the questions and excellent composure of a true leader so my precious vote is for YOU,2021-12-07 00:00:00,,positive,positive,positive,positive
Proud voter here!💖🇵🇭✨,2021-12-07 00:00:00,,positive,positive,positive,positive
"I've watched pres.Ferdinand Marcos on youtube,how he delivered his speech... He sounds like BBM❤️He is destine to be our next Pres..🇵🇭 like his father, Pres.FEM",2021-12-07 00:00:00,,positive,positive,positive,positive
BBm solid!!,2021-12-07 00:00:00,,positive,positive,neutral,neutral
MARAMING HUMAHANGA SAYO BBM SAMA MAY 9 NA BUKAS PARA BUBOTO NAKI SAYO BBM ANG PRESEDENTE KO MULA PA DA TATAY MO BUMUTO NA AKO SA MGA MARCOS,2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
"A very big congratulations
to my upcoming president BBM.",2021-12-07 00:00:00,,positive,positive,positive,positive
God bless you always BBM from pangasinan ILOCANO kami,2021-12-07 00:00:00,,positive,positive,positive,positive
Salute to you our future President! ☺️❤️,2021-12-07 00:00:00,,neutral,positive,positive,positive
Congrats to all participants .,2021-12-07 00:00:00,,positive,positive,positive,positive
Mama len len cooking even in difficult times whehen prest thats what she will do in diffivult times,2021-12-07 00:00:00,,negative,negative,neutral,neutral
"Congratulations
sir bbm wala ka talagang kapantay down ko earth ka parin kagaya ng inyo g father hindi mo kinalimutan ang mga mahihirap gusto ko pong mabalik ang masagana at kadiwa para sa amin mahihirap we proud of you is kaya ako nag paregesterd dito sa hongkong para maka boto para sa bansa po po natin",2021-12-07 00:00:00,,negative,positive,positive,positive
"congratulations
to my becoming PRESIDENT BBM .......GODBLESS
PO",2021-12-07 00:00:00,,negative,positive,positive,positive
You did a great job paps. ✌️❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
🎉 👏👏sir BBM",2021-12-07 00:00:00,,positive,positive,positive,positive
"Answered prayer. BBM for President .Thank you Lord,amen🙏",2021-12-07 00:00:00,,positive,positive,positive,positive
Proud of you Sir. Simply the best ❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
"My vote is for BBM✌️❤️He answered related to the questions and clearly address & present the solution to the problem of our Country. BBM IS THE ONE! Let's vote for a leader who has the vision of
our nation's progress, development a unifying president among
its people.. That is why ""I am proud that Bong Bong Marcos❤️✌️
is my President""",2021-12-07 00:00:00,,positive,positive,positive,positive
"Solid apo bbm landslide .we are proud ilocanos.Godble
ss Philippines",2021-12-07 00:00:00,,positive,positive,positive,positive
congratulations🙏🎉🎉🎉👍👍👍,2021-12-07 00:00:00,,neutral,positive,positive,positive
u never dsappoint us sir BBM. U make us v proud.😍,2021-12-07 00:00:00,,neutral,positive,positive,positive
"Congratulations
po sir BBM!! ❤💚✌",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations

Bongbong Marcos I'm rooting for you because I'm confident that you can carry the Country especially with regards to Foreign Relations.

Whatever issues your family had - I believe it when you said that you will comply with the court's decision.

Be safe and perform your duties once elected.",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
my President ✌❤🙏",2021-12-07 00:00:00,,positive,positive,positive,positive
"Please prioritize nyo din po ang MAAYOS NA SERBISYO NG MGA AHENSYA NG GOBYERNO sa publiko. GOVERNMENT EMPLOYEE COMPLAINT hotline lalo na sa SSS, PAGIBIG, PSA AT MGA KAPULISAN. Ito ay para ma assess ang kalidad ng trabaho na kanilang ginagawa. Public service satisfaction survey para hindi abusado, tamad at bastos ang nga nagttrabaho sa mga ahensya ng gobyerno!",2021-12-07 00:00:00,,negative,neutral,neutral,neutral
Salute to you Sir ❤️🇵🇭❤️ #BBM2022 MY next President ❤️❤️,2021-12-07 00:00:00,,neutral,positive,positive,positive
"Outstanding debate! Your the best bbm ,
Ilocanos pride!",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats Sir were proud of you ❤❤❤ Godbless sir Bongbong Marcos ❤❤❤,2021-12-07 00:00:00,,positive,positive,positive,positive
Watching from Riyadh ksa god bless bbm Marcos pa rin talaga solid from mindoro,2021-12-07 00:00:00,,positive,positive,positive,positive
"CONGRATULATIONS
! TO OUR FUTURE PRESIDENT BBM WE'RE PROUD OF U IT WAS A GREAT AND WITH HIGHLY RESPECTED DEBATE ,THANKS GOD AND THANKS TOO FOR SMNI FOR THERE LIVESTREAM . GOD BLESS U AND PROTECT U AS WELL AS UR FAMILY'S AND EVERYONE'S AMEN 🙏❤️❤️❤️🇵🇭🇵🇭🇵🇭",2021-12-07 00:00:00,,positive,positive,positive,positive
"Excellent 👏👏👏‼️ We are truly proud of you😊You’re the best 🤗 Keep shining our dear president to be🙏 Thank you so much for your candidacy. We can feel the love and sincerity of our late president, President Ferdinand Marcos and the gorgeousness of your mother, The First Lady, Imelda R. Marcos ♥️♥️♥️ Sama sama tayong babangong muli✌️
#MahalinNatinAng
Pilipinas
#BBMSARA2022
❤️❤️❤️💚💚💚🥰",2021-12-07 00:00:00,,positive,positive,positive,positive
"congratulations
our soon to be President BBM...✌️🇵🇭❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
You are welcome BBM and GOD bless you today and for always.,2021-12-07 00:00:00,,positive,positive,positive,positive
"The BEST of the Best... Brilliant 👏👏👏
Godbless our future president BBM",2021-12-07 00:00:00,,positive,positive,positive,positive
The best debate so far to the highest level,2021-12-07 00:00:00,,positive,positive,positive,positive
God blessed Mr. Fedinand Bong bong Marcos for President 2022 be strong God is our strength.🙏♥️,2021-12-07 00:00:00,,positive,positive,positive,positive
You are more qualified! We support you. God bless you Mr Marcos Jr,2021-12-07 00:00:00,,positive,positive,positive,positive
"Undoubtedly, BBM is brilliant, diplomatic, logical and a good statesman!!!! Highly-qualifie
d to lead a struggling nation in these trying times. Go for the win, my President!!!! #BBMSARA2022 ❤💚❤💚❤💚❤💚",2021-12-07 00:00:00,,positive,positive,positive,positive
"BBM, u gave ah good answer, well said ,salute to you Mr. President.",2021-12-07 00:00:00,,positive,positive,positive,positive
Proud uniteam supporter here. From Leyte,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
our future president✌️✌️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
Galing mo tlga my president bbm,2021-12-07 00:00:00,,neutral,positive,neutral,positive
Maraming salamat po Papa Lord at nasagot po ng boong puso at pagmamahal sa kapwa ang lahat ng tanong ni BBM kaya magiisip na po tayo ng mabuti para sa pagkakaisa ng bansa natin,2021-12-07 00:00:00,,negative,neutral,neutral,neutral
Praying for your victory our next president.,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
SMNI job well done. Congratulations
to the 4 presidential participants (BBM, Leody, Gonzales & Abellana) you did your best to answer the difficult questions thrown by the professional panelists.

The SMNI Presidential debate will boost & increase the voters trust for BBM.

Mabuhay BBM solid po tayo, sure winner na, whether you like it or not.🙏🇵🇭❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
I watched the debate n was impressive. BBM Sara Uniteam.. Mabuhay n praying for the win Uniteam.,2021-12-07 00:00:00,,positive,positive,positive,positive
We are proud of you sir✌👊🇵🇭❣,2021-12-07 00:00:00,,positive,positive,positive,positive
"Philippines 17th President.....O
ur very own BBM, hail from the NORTH....Proud ilocana here ...brilliant, humble, kind and God fearing....can'
t wait to see u sir back in Malacañang....G
od bless U and VP- SARAH🇵🇭🇵🇭🇵🇭✌️✌️✌️ 👊👊👊💖",2021-12-07 00:00:00,,positive,positive,positive,positive
"We love you BBM, sana maipagpatuloy mo ang mga plano ni Tatay Digong, we love UNITEAM 😊",2021-12-07 00:00:00,,positive,positive,positive,positive
"Good job SMNNI..proud of you our future President BBM...you've made it.CONGRATULATI
ONS!!!",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
our next president BBM ❤️🙏",2021-12-07 00:00:00,,positive,positive,positive,positive
"My Pres. BBM, brilliant like his late father Pres.FEMarcos✌️🇵🇭",2021-12-07 00:00:00,,positive,positive,positive,positive
The best brilliant man ❤️💚,2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats 🎉 ninong,2021-12-07 00:00:00,,positive,positive,positive,positive
Bbm sara team God bless po,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
sir BBM, we love you 🙏❤️🇨🇿✌️👊",2021-12-07 00:00:00,,positive,positive,positive,positive
BBM congrats. Stay and healhty. You're g,2021-12-07 00:00:00,,positive,positive,positive,positive
God bless you our up coming President Marcos!!,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
apo lakay your excellent my president BBM ❤️❤️❤️✌️💚💚💚",2021-12-07 00:00:00,,positive,positive,positive,positive
The best ka tlga president🐅🇵🇭✌️❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
Bbm very proud here pilipino here in milan italy. Pinuyat nyo ako sa panonood galing ng future president ko very cloud and clear mga sagot. Mapa english man or tagalog galing sumagot. Kahit ang hirap ng mga question.❤️💚✌️👊,2021-12-07 00:00:00,,positive,positive,positive,positive
"Im so proud of you President BBM.❤
✌❤",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats Dad ❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
"Proud of you Sir BBM our next future President.. God bless you and Uniteam, 💖💚✌👊💖✌🇵🇭🇵🇭🇵🇭",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
my president ♥️💚",2021-12-07 00:00:00,,positive,positive,positive,positive
The best ang SMNI NEWS KUDOS dapat ganito ang manga debates walang siraan kundi plataporma at mga plano para sa ating bansang pilipinas ❤ congrats Candidates Salute❤❤,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
too our new President ❤️❤️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"Para sa amin Bongbong Marcos (BBM) for President, eto lng ang natatanging magpapatuloy ang sinumulan ng kanyang yumaong ama the late, the great president ever in history of the Philippines (Sir Ferdinand MarcosSr) Sama sama taung magtutulungan para maihaon tau sa kahirapan, marami ciang plano para sa bayan at para sa mamayang Pilipino. Once a again, it is a great honor and pleasure to have Bongbong Marcos to be the next president of the Republic of the Philippines this coming election on May 2022, Solid North Solid OfW solid Ilocano Solid Filipino., Mabuhay po taung lahat and Godbless you sir Bongbong Marcos, good health always at ipagdasal ka nmn lagi na ikaw na ang manalo at pahabain pa buhay nyo po. We love and we takecare of you.,❤️🎉🎊🙏🥰💪🥳😍🍾✌️OFW from Dubai ❤️❤️❤️❤️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"Mabuhay 👍👍👍👍 UNI-TEAM
GODBLESS 🙏🙏🙏 Philipines 🇵🇭
BBM 🇵🇭 Bring Back Muli 🇵🇭🇵🇭🇵🇭
To MLKNYANG PALACE 🇵🇭🇵🇭🇵🇭
BBM 🇵🇭 next PRESIDENT BBM 🇵🇭",2021-12-07 00:00:00,,neutral,positive,positive,positive
"Congratulations
po sir 👍🏻👏🏻",2021-12-07 00:00:00,,positive,positive,positive,positive
I am so proud of you Sir.,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
my president! ❤️💚",2021-12-07 00:00:00,,positive,positive,positive,positive
"SMNI is not a bias real or true news broadcasting
BBM BBM SARAH UNITEAM 👊✌️👊✌️",2021-12-07 00:00:00,,positive,negative,neutral,neutral
Congrats BBM🥰Solid BBM🙏✌️💪,2021-12-07 00:00:00,,positive,positive,positive,positive
so proud of you my dear next President of the Rep. of the Phil. Bbm❤❤💚💚,2021-12-07 00:00:00,,positive,positive,positive,positive
Ilove you sir Bbm Godbless,2021-12-07 00:00:00,,neutral,positive,positive,positive
"congratulations
sir BBM our next PRESIDENT✌❤",2021-12-07 00:00:00,,positive,positive,positive,positive
We're so proud of you Mr. BBM our next President ❤️💚❤️💚,2021-12-07 00:00:00,,positive,positive,positive,positive
we're so proud of you😇❤❤💚💚,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congrats po sir BBM... good luck po and godbless...UNIT
EAM✌️❤️✌️❤️✌️❤️✌️❤️✌️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"We proud of you Sir Bongbong Marcos 🤗
Our next President ❤️❤️
solid #BBMSARA2022 ✌️👊❤️💚
from Quezon City",2021-12-07 00:00:00,,positive,positive,positive,positive
"Stand out talaga ang mga plano mo para bayan, kaya di ako nagkamaling iboto kita last election at siyempre ang suporta ng aming buong pamilya sayo. Gabayan at Ingatan ka nawa lagi ng Dios",2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
"Congratulations
po BBM God bless po",2021-12-07 00:00:00,,positive,positive,positive,positive
"Kahit saan daanin, ikaw ang da best at alam lahat kung paano didiskartehan ang mga situwasyon. The best future President of the Phils. Forever President rather. Congrats sir.",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats paps ♥️✌🏻💚👊🏻,2021-12-07 00:00:00,,positive,positive,positive,positive
God bless UNITEAM✌🏻👊🏻 🌹We love you❤️❤️❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
Mabuhay ka bbm ikw Ang pina ka best # bbm Sara uniteam we love you ♥️♥️♥️,2021-12-07 00:00:00,,positive,positive,positive,positive
You nailed it with confidence my dear President✌️❤️💚,2021-12-07 00:00:00,,positive,positive,positive,positive
"THR BEST FROM THE NORTH
ILOKANO DAYTA❤️❤️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"WE ARE SO PROUD OF YOU OUR PRESIDENT BBM....
CONGRATULATIONS
PO WE LOVE YOU BBM",2021-12-07 00:00:00,,positive,positive,positive,positive
"An impromptu answer to questions ask only during the debate, only shows he has the right solutions and not from anybody else. I think you are right person for this position sir.",2021-12-07 00:00:00,,positive,negative,positive,positive
Kudos to you my President! congrats also to the other 3 candidates which I think after the debate can now be 2nd placer in the presidential survey!,2021-12-07 00:00:00,,positive,positive,positive,positive
"We r so proud of u Pops ..Ang galing mo Pops!!🥺🥰 We will support u until the end..
❤️💚✌🏻👊🏻",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats sir Bongbong marcos you’re the best president mabuhay Philippines,2021-12-07 00:00:00,,positive,positive,positive,positive
"A sensible debate worth watching!💕
✌️👊❤️💚🇵🇭",2021-12-07 00:00:00,,positive,positive,neutral,neutral
Thank you BBM ikaw talaga ang karapat dapat maging pangulo ng bansa. Kapakanan ng pilipinas ang una sa lahat.,2021-12-07 00:00:00,,positive,positive,positive,positive
good job si bbm.,2021-12-07 00:00:00,,positive,positive,positive,positive
stay safe and healthy po!🙏🏻🙏🏻🙏🏻🙏🏻,2021-12-07 00:00:00,,positive,positive,positive,positive
"You are the best among them all Sir BBM, truly our next President!! <3 <3 <3",2021-12-07 00:00:00,,positive,positive,positive,positive
Dante A. de Leon,2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
Dante A. de Leon 👍👍👍,2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
God bless you always our Beloved President Bongbong Edralin Marcos Jr,2021-12-07 00:00:00,,positive,positive,positive,positive
We will always support you Sir #BBM 🙏🏻❤️ proud to have you as My Next President. ❤️🙏🏻,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
po Sir ❤️❤️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
"Kudos to the 4 presidentiables
galing niyong lahat",2021-12-07 00:00:00,,positive,positive,positive,positive
Te bat magkamukha tayo avatar,2021-12-07 00:00:00,,neutral,neutral,neutral,neutral
We love you BBM... ✌️❤️🇵🇭.. God bless you po,2021-12-07 00:00:00,,positive,positive,positive,positive
"KUDOS Mr. Pres. You did a good job, also the two men behind you kudos 👋👋👋in God's will hopefully yong 2 Po na nkadebate nyo give them chance kc Po mapi feel din yong pagiging mkabayan nila 2❤️❤️",2021-12-07 00:00:00,,positive,positive,positive,positive
Our Future President we are so proud of you 🇵🇭,2021-12-07 00:00:00,,positive,positive,positive,positive
So proud of you. Our future President ❤️🥰,2021-12-07 00:00:00,,positive,positive,positive,positive
The best debate ever!,2021-12-07 00:00:00,,positive,positive,positive,positive
"congratulations
po Sir BBM✌❤🙏🇵🇭 You deserved to be the President of the Philippines, just like your father Pres. Ferdinand E. Marcos- The BEST.",2021-12-07 00:00:00,,positive,positive,positive,positive
Yes Bbm lang ang qualified to be our president. God bless the Phils,2021-12-07 00:00:00,,positive,positive,positive,positive
So proud of you Pops✌️❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
That's my president! Congrats ❤❤❤,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
to my President 😀",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats sir bbm god bless you always and your family ❤️❤️❤️❤️💚💚💚💚✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️👊👊👊👊👊👊,2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats po BBM at Mam SARAH,2021-12-07 00:00:00,,negative,positive,positive,positive
Truly proud of you our future president👏👏,2021-12-07 00:00:00,,positive,positive,positive,positive
BBM our next President good luck God bless you always,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
mr president",2021-12-07 00:00:00,,positive,positive,positive,positive
"Congratulations
Sir❤️💚",2021-12-07 00:00:00,,positive,positive,positive,positive
"Outstanding debate
Like the format",2021-12-07 00:00:00,,positive,positive,positive,neutral
BBM talaga solid,2021-12-07 00:00:00,,positive,neutral,neutral,neutral
Congrats Sir BBM,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congrats ✌🇵🇭
Yong napangiti mo ang prof sa sagot mo 😅",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats po ... keep safe and stay healthy BBM-SARAH SOLID👊🇨🇿✌️,2021-12-07 00:00:00,,positive,positive,positive,positive
"Congrats po sir, ❤️💚🇵🇭🙂 godbless.",2021-12-07 00:00:00,,negative,positive,positive,positive
"BBM you are the most qualified candidate for the position, ready enough to be our next President #BBMSARA2022",2021-12-07 00:00:00,,positive,positive,positive,positive
"They heard Pres.BBM the impressive answers coming from yours in which it is very smooth in ears to hear and exactly what the counries needed today.I hope that the SALARY DECENTRALIZATIO
N came to your mind soon when you are sitting as president.stay safe and Good bless",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats sir👏👏👏 ❤️💚✌️👊,2021-12-07 00:00:00,,positive,positive,positive,positive
My President BBM keep Safe Always SA Mga lakad Mo.. God Bless you Always....💕💕,2021-12-07 00:00:00,,positive,positive,positive,positive
"tough questions, great answers, fierce panelists, outstanding participants...",2021-12-07 00:00:00,,positive,positive,positive,positive
Good job po 💖,2021-12-07 00:00:00,,negative,positive,positive,positive
"Congratulations
SMNI and to all 4 candidates who show their bravery and sincerity in answering all the questions. We enjoyed much. Can,t wait for another round of PRESIDENTIAL debates.",2021-12-07 00:00:00,,positive,positive,positive,positive
Proud of you PBBM!,2021-12-07 00:00:00,,positive,positive,positive,positive
Good job our dearest PRESIDENT 💗💗💗,2021-12-07 00:00:00,,positive,positive,positive,positive
Eto ang totoong Presidential Debate! Interesting panuorin.. 😍🥰 Salute to all of you Sir and to SMNI Network and to the moderator Prof. Carlos i wish hopefully isa ka sa maging Secretary of DepEd and Foreign Affairs soon madam.. Good job well done and keep it up! 🇵🇭✌️❤️,2021-12-07 00:00:00,,positive,positive,positive,positive
"Yes Sir Nanuod po kami mga supporters nyo ang Galing mo talaga sir our Future president your answer is Brilliant you deserve na maging Presidente namin Para sa pag babago ng ating Bansa ,Congratulation
s po",2021-12-07 00:00:00,,positive,positive,positive,positive
Congrats future president napahanga mo kami saiyong mga plano sa bansa solid bbm lang matalino at makabayan♥️💚,2021-12-07 00:00:00,,positive,positive,positive,positive
"Mel Villarin OMG 😱 LIBO LIBONG BBM SARA SUPPORTERS SA AMARANTO SPORT COMPLEX JOY BELMONTE HINDI MAKAPANIWALA IYA K SILA DITO!
MGA KA BBM SARA SUPPORTERS PA WATCH AND SUBSCRIBE AKING Channel BIG THANKS ✌️👊❤️💚
https://
youtu.be/
yp0HxOp3_QM",2021-12-07 00:00:00,,positive,neutral,neutral,neutral
BBM s the Best at all Ans.veey well perfectly he s a Brilliant Mind ..,2021-12-07 00:00:00,,positive,positive,positive,positive
"BBM the Next President of the Philippines❤️❤️❤️💚💚💚🇵🇭🇵🇭Congratz and Godbless po,Mag ingay din po kayu palagi😊😊😊",2021-12-07 00:00:00,,negative,positive,positive,positive
