text,timestamp,likes,sentiment,,,,,
"I've never imagined that Bagong Lipunan will be played again. As if Martial Law didn't happen. As if it didn't kill Filipinos.   Marcos winning is a blatant disrespect to you, to everyone of us. MARTIAL LAW KILLED US. MAMAMATAY TAO SILA.",2022-02-08 10:50:41,247,,,,,,
"Grabe parang bumabalik yung 1986 Snap Elections! Marcos Vs. Biyuda! Father God, ipanalo Nyo po si Leni Robredo! In Jesus' name. AMEN.🙌 #KulayRosasAngBukas",2022-02-08 12:07:03,2982,,,,,,
"In terms of numbers, the son of Ferdinand Marcos and the daughter of Rodrigo Duterte won the campaign kickoff mobilisation game,  no ifs nor buts. If we talk about unity, that bludgeoning with the Marcos martial law anthem tells us the silence of the graveyard is their end game.",2022-02-08 14:29:25,189,,,,,,
"This makes me sad, Colors of flower. Can't we fight the same battle? That's why I want Bongbong Marcos to win the Presidency, because someone like him will treat you as a friend and a Filipino citizen and not an enemy no matter who you are. #UniteamPHarena2022 #OrasNaMarcosNa https://t.co/JHEocUpSrB",2022-02-08 06:22:38,234,,,,,,
"Hindi lang sa Naga nagkakaroon ng pink explosion today kundi sa buong bansa! 🌸🌸🌸  Photos from Kick Off Caravan in Banga, Aklan ng mga volunteers mula sa Banga for Leni.   #RosasAngKulayNgBukas  #AngatBuhayLahat  #DapatSiLeni  #HusayAtTibay https://t.co/P8XkU7MGcs",2022-02-08 04:29:22,815,,,,,,
Hearing Leni speak in Bikol is music to my ears. She speaks it with the fluency of someone growing up in the streets playing with fellow children. A true native.  Too bad Marcotics can't say the same about Bobong Marcos -   fraud through and through.,2022-02-08 11:28:19,269,,,,,,
"“She is not the lesser evil. She is the sincere good we deserve and have long been yearning for.”  Kathy Bersola, Medical Intern at UP-PGH and former UP Fighting Maroon, talks about why Leni Robredo is an easy choice as the next President of PH. #theywriteforleni @KB08_  1/2 https://t.co/W805jgb2k4",2022-02-08 13:02:39,2668,,,,,,
"Analysis ko lang naman:  Ang Bicolano at Ilonggo votes ni VP Leni ay pantapat sa Ilocano at rural Tagalog votes ni Marcos.  Pag-aagawan nila ang urban Tagalog votes, Waray votes (Samar versus Leyte), at Cebuano votes.  Ang battleground talaga ay Mindanao dahil hindi pa sigurado.",2022-02-08 03:15:44,188,,,,,,
"LOOK: A kalesa caravan in support of the presidential bid of VP @lenirobredo was held in Ilocos Sur, a stronghold of the Marcos family.  Several Leni support groups were formed in Regions 1 &amp; 2, shattering the ""Solid North"" myth. #Halalan2022  📷: Ilocos Sur for Leni @ABSCBNNews https://t.co/roM9f4aLgM",2022-02-08 03:57:03,465,,,,,,
"With a candidate like Leni, it's ok for people's first experience with her to be in the form of mockery - her team is rightly confident that the endearment will build the more they get to know her.  Unlike Bobong, the more you learn abt him the less you like him.",2022-02-08 02:53:16,210,,,,,,
"Bongbong Marcos, ang nakatadhanang maging ika-labimpitong Pangulo ng Republika ng Pilipinas.✌ https://t.co/g4Lm1xMzS3",2022-02-08 00:29:07,430,,,,,,
"Marcos: Ang aking layunin, ang aking pangarap para sa ating bansa ay ipagkaisang muli ang sambayanang Pilipino.  Asked in interviews how he can convince martial law victims to reconcile, he said he will offer his plans and that's all he can do.",2022-02-08 10:59:17,716,,,,,,
"Story 2: The only thing that can potentially shatter the projected image of unity is his running mate Sara Duterte, who has her own senatorial picks https://t.co/OHFrXV6H25",2022-02-08 15:20:18,268,,,,,,
"Nagaueños are screaming their lungs out as Robredo’s senatorial bets go up on stage one by one. First to speak are Chel Diokno, Leila de Lima through a video and her rep Atty Dino de Leon, and Sonny Trillanes. #PHVote https://t.co/kahHRzf2KJ",2022-02-08 10:11:59,232,,,,,,
"EARLIER: VP @lenirobredo kicked off her presidential campaign at the Angat Buhay Village in Lupi, Camarines Sur. 📸 Screenshot from ""VP Leni Robredo"" Facebook page https://t.co/sMJzE9FqFW",2022-02-08 02:02:29,417,,,,,,
"The live video cuts away to Sandro, garnering applause from the arena. Sandro, Marcos' eldest and running for 1st District congressman of Ilocos Norte, has been packaged as a hearthrob. Their events always include a segment for fans gushing over Sandro, branding Marcos as ""pops""",2022-02-08 11:04:19,309,,,,,,
'ROCKSTAR BONGBONG'  The scene when Presidential candidate @bongbongmarcos took his turn to speak before sea of supporters inside the Philippine Arena during their proclamation rally with his running mate Davao Mayor @indaysara. | @smninews @DZAR1026 https://t.co/ZQmMfXU2PW,2022-02-08 13:40:02,555,,,,,,
Bongbong Marcos for President 2022 Campaign Begins.....  #AkoParaKayMarcos ✌🏻🇵🇭 #BBMforPRESIDENT https://t.co/LAdO0S5NGu,2022-02-08 00:36:27,436,,,,,,
"Marcos: Kapag nakamtan ang pagkakaisa, makikita po natin ang ating kababayan na makabalik sa trabaho, may pera ulit, mapakain ang kanilang mga anak, mapaganda ang tinitirahan.  This is the most he's talked about platform in this speech, so far filled with message of unity.",2022-02-08 11:13:58,354,,,,,,
"Marhay na aga, Camarines Norte!  #AngatBuhayLahat #LeniKiko2022 https://t.co/iiQHMklNKO",2022-02-09 01:19:04,10211,,,,,,
"For the 15 minutes he spoke during his proclamation rally, dictator's son Ferdinand “Bongbong” Marcos Jr. repeated the word “pagkakaisa” or some variation of it more than 20 times.  Concrete plans towards that unity were lacking in his speech.  READ: https://t.co/Bn0tLlvF56 https://t.co/WMl0qq1qCO",2022-02-09 09:20:00,5552,,,,,,
"I had the opportunity to express to the crowd why i should vote for Leni yesterday. This is how you do it. Hindi yung “ah basta, BBM kami!”🤭  Screen recorded on an FB Live Video during yesterday’s Leni Robredo’s Albay Province Rally.   #KulayRosasAngBukas https://t.co/NWcbQXj1ZJ",2022-02-09 22:50:21,501,,,,,,
"WATCH: During her proclamation rally, VP Leni Robredo said that leaders—especially presidents—should be honest, caring for their constituents, and always prepared to help. #BilangPilipino2022 https://t.co/Mqga1sqadu",2022-02-09 23:23:06,488,,,,,,
Pinipili ko personal na iboto si VP Leni Robredo.🌷,2022-02-09 11:53:04,35376,,,,,,
LOOK: Pink-clad supporters of VP Leni Robredo and Sen Kiko Pangilinan gather here inside the Sorsogon Provincial Gymnasium. Gov Chiz Escudero is a guest senatorial candidate in their ticket. | @MB_RAntonio https://t.co/OFly684u3A,2022-02-09 03:08:35,3678,,,,,,
"mareng irene said ""huwag bumoto ng tanga!!"" #KakampinkWednesdays #KulayRosaAngBukas https://t.co/Pa3JmzGbbv",2022-02-09 05:18:10,1389,,,,,,
The pic speaks a thousand words. It begins with Leni-Kiko. https://t.co/yDiOd5GNOw,2022-02-09 00:51:53,7488,,,,,,
Xi Jing Ping and the CCP want LBM/Sara. The European Union wants Leni. What does that tell you?,2022-02-09 04:27:57,5262,,,,,,
CEBU is for @lenirobredo-@kikopangilinan! 💗  Grabe itong FB post. 15 towns at 8 cities ang may campaign kickoff activities nung Feb 8.  Ang focus ng Cebu campaign ay #LeniGihapon (#LeniPaRin) para ulitin ang panalo ni Leni sa Cebu in 2016 w/ 800k votes. https://t.co/bfH7RSncM3,2022-02-09 17:13:46,3378,,,,,,
"If she wins the presidency, Vice President Leni Robredo vows for an honest government to uplift the lives of Filipinos.   READ: https://t.co/myQ0mkRakb https://t.co/mpOOdB43Pg",2022-02-09 01:00:01,986,,,,,,
let's give them the bright future they deserve 🎀🌹✨  #KulayRosasAngBukas  #LeniForPresident2022 https://t.co/DeoNE8Rmo2,2022-02-09 13:04:38,232,,,,,,
The camp of presidential aspirant Ferdinand “Bongbong” Marcos Jr. believes that critics have actually helped the former senator maintain his lead in the surveys.  READ: https://t.co/yPUrlZVME0 https://t.co/oUfbi7QFmY,2022-02-09 11:32:03,1622,,,,,,
"Mayor Maria Isabelle “Beng” Climaco brushed aside the possibility of her supporting the presidential bid of Ferdinand “Bongbong” Marcos Jr., saying her family was a victim of the Marcos regime. #PHVote #WeDecide   READ: https://t.co/05g5kLAK7F https://t.co/mc9pa04mtX",2022-02-09 14:40:17,716,,,,,,
"""KUNG MAGPAPABUDOL PO TAYO, TAYO DIN 'YUNG LUGI SA KAHULI-HULIHAN""  VP Leni Robredo on Wednesday appealed to the public to be critical of candidates making lofty promises, saying unfulfilled ones will hurt the voters rather than those aspiring political posts. #Eleksyon2022 https://t.co/yq22f5odr3",2022-02-09 10:26:35,682,,,,,,
Nalulungkot ako sa iba ano. Same reasoning lang na sinabi ni LeaSalonga kung bakit gusto niya mga Marcos — kasi wala naman daw ginawa sa kanila na masama.   I feel so angry for the victims of Martial Law.,2022-02-09 01:31:56,8829,,,,,,
WATCH: VP Leni Robredo's supporters await for her arrival at the Sorsogon provincial capitol in Sorsogon City.  #OurVoteOurFuture #VotePH | @GabrielLaluINQ https://t.co/rFJjXuD9t8,2022-02-09 02:24:15,1091,,,,,,
"Isang nag-uumapaw na pasasalamat sa lahat ng dumayo, nakiisa at nanood online sa aming Proclamation Rally sa Philippine Arena.  Nagsimula lang sa bulong pero ngayo'y dumadagundong na sigaw ng sambayanan para sa pagkakaisa! Sama-sama tayong babangon muli! https://t.co/MJqflI6XHd",2022-02-09 06:18:26,10477,,,,,,
"Toni Gonzaga will no longer return to host the reality show Pinoy Big Brother, handing over the reins to Bianca Gonzales.  Gonzaga hosted the proclamation rally of dictator's son Ferdinand ""Bongbong"" Marcos Jr. and his running-mate Sara Duterte-Carpio. https://t.co/OaKI7JyrXi",2022-02-09 07:58:41,604,,,,,,
""" LIGHTSTICK FOR LENI""  candy bong,a lightstick from a famous group ""twice"" was spotted together with Pink Flag and LGBTQ+  Flag in Leni-Kiko's proclamation. https://t.co/gQxkB6v1so",2022-02-09 10:02:47,1021,,,,,,
"WILL MARCOS JR. ATTEND PRESIDENTIAL DEBATES?  In his interview with ANC, Vic Rodriguez, the spokesperson of Bongbong Marcos, said they will ""check"" first the format of the presidential forum or debates before joining said programs. https://t.co/puFC5q5s1V",2022-02-09 01:41:29,359,,,,,,
"""HINDI KAMI SASALI DIYAN""  Ferdinand ""Bongbong"" Marcos Jr. will not join presidential forums that will have candidates debate each other, his spokesperson said Wednesday. #Eleksyon2022 https://t.co/mIsyXn51aT",2022-02-09 07:22:21,401,,,,,,
"A motorcade organized by supporters of VP Leni Robredo and her running mate, Kiko Pangilinan, called 'Ronda ng Pag-asa' passes along A. Pichon Street in Davao City on Wednesday, February 9. #PHVote #WeDecide   Photo by Manman Dejeto/Rappler  ICYMI: https://t.co/cnInlx14oZ https://t.co/y0oKWL2qLy",2022-02-09 06:46:49,461,,,,,,
Binisita natin kahapon ang Angat Buhay Village na proyekto ni @lenirobredo.  May mga nagpapakalat ng fake news pero hindi nila mababago ang katotohanan na may mga Pilipinong may sariling bahay ngayon dahil sa serbisyo ni Ma’am Leni.   #AngatBuhayLahat https://t.co/4GdeBfeqhd,2022-02-09 05:50:20,5452,,,,,,
"""PALUSOT""  Presidential candidate labor leader @LeodyManggagawa took a swipe at fellow candidate @bongbongmarcos after the latter's camp said the former senator will not join forums that will have candidates debate each other. #Eleksyon2022   READ: https://t.co/Dr7ZKCPdLZ https://t.co/MgQhYwf8t8",2022-02-09 23:10:18,785,,,,,,
"Ate Vi, nasa Batangas bukas si VP Leni.   Naku ha. Huling pagkakataon na ito ha.   Pag naman ikaw. Juskodai.",2022-02-09 13:17:33,1953,,,,,,
"WATCH: Presidential aspirant Leni Robredo, speaking in the local tongue in an event in Albay on Wednesday, February 9, thanks Bicolano officials who cut through political lines to support her candidacy.  Full story: https://t.co/cguROal2qK https://t.co/nheoLIUh3V",2022-02-09 13:59:18,1013,,,,,,
🌈👏👏👏💗 Mindoro is for Leni. #KulayRosasAngBukas https://t.co/r8ZmLQkVU9,2022-02-09 21:12:26,2977,,,,,,
"Comparing the campaign season to a romantic courtship, presidential aspirant Vice President Leni Robredo asked the ladies here to get to know their suitors first and not to listen to their empty promises.  READ: https://t.co/RuC7vgzbc6 https://t.co/mXDEGL6Grm",2022-02-09 12:10:00,546,,,,,,
"I liked LENI’s tenacity. She was the VP but she was ostracized. She did not give up. She still worked as much as she can. She was challenged to hold a position. She called it! When she was effective, she was terminated. Anyone would have melted away. But not Leni! Swell!",2022-02-09 23:40:18,6047,,,,,,
Supporters from Team Robredo – Pangilinan (TRoPa) drum up support and energize their base in Quezon City as the tandem kicked off its proclamation rally this week. #TheFilipinoVotes   📸 Team Leni Robredo https://t.co/V4oz4uHpiY,2022-02-09 02:56:35,580,,,,,,
"Leni Robredo gave herself a title as mother for everyone. But in her camp she can't even discipline the kakampinks who is the origin of cancel culture. I have idea of what kind of Pres. she is, if your against her, they'll all cancel us. STOP CANCEL CULTURE #UnbotheredQueenToniG https://t.co/V5bW4RLaH8",2022-02-09 08:13:37,1631,,,,,,
Hype beast!!! 😂💖 This is HOW you should introduce the next PRESIDENT of the PHILIPPINES 🇵🇭  LENI ROBREDO!!!!!!!!!   Kudos to Red Ollero who intro our Madam Leni.  #AngatBuhayLahat #KulayRosasAngBukas @guingonabart @lenirobredo @lakwatsarah @oslecjunior @PinoyAkoBlog https://t.co/i9Ho9qnkZo,2022-02-09 05:20:49,1873,,,,,,
Presidential candidate Ferdinand “Bongbong” Marcos Jr. is not keen on attending presidential interviews or forums that will only engage the participants in a “debate”.  READ: https://t.co/55r3gmZjCx https://t.co/8VPwThxE0f,2022-02-09 04:42:53,231,,,,,,
Toni shares the stage with Marcoleta AND glorifies Marcos Sr. all in one event. The hypocrisy and audacity of this woman. A big slap to the face of ABS CBN and a bigger slap to the victims of Martial Law. Kadamak lg gd ya.,2022-02-09 02:37:24,179,,,,,,
"ICYMI: On the first day of campaign season, the OVP changed its profile picture from a photo of Vice President Leni Robredo in the countryside, promoting her signature Angat Buhay anti-poverty program to a plain logo. #PHVote #WeDecide   READ: https://t.co/W1duMvRoiA https://t.co/HmLOv8DnPT",2022-02-09 00:30:38,184,,,,,,
"Presidential candidate @bongbongmarcos will not join presidential forums that will have candidates debate each other, his spokesperson said Wednesday. #Eleksyon2022  https://t.co/QtVbG3e1GB",2022-02-09 04:21:01,565,,,,,,
Gobyernong Tapat Angat Buhay Lahat 💖💖💖 #TRoPangAngat  #KulayRosasAngBukas #LeniKiko https://t.co/g4MRU5okGn,2022-02-09 01:11:48,218,,,,,,
"LOOK. Riders for Leni, beauties for Leni, and human icons (?) for Leni — part of a crowd of 5,000 to 7,000 Robredo supporters in Borongan, Eastern Samar that held their own kickoff event on February 8. Photos by RJ Ablay via @lanceuylim @rapplerdotcom https://t.co/GpulQhgtJW",2022-02-09 11:41:56,6749,,,,,,
"I remember Bianca Gonzalez tweeting on how she was trying her best to educate that woman. Naalala ko 'yun eh. So, if that happened, we can conclude na may mga kaibigan talagang kahit i-educate mo or bigyan mo ng diskurso, hindi talaga papalag. Marcos kung Marcos pa rin. Kadiri.",2022-02-09 05:51:16,17261,,,,,,
WATCH: Sorsogon provincial gymnasium is packed with supporters of the Leni-Kiko tandem. @cnnphilippines https://t.co/CzZuQFvExE,2022-02-09 02:37:23,456,,,,,,
"Hindi man aminin ng mga iyan, nagulantang na naman silang lahat kahapon sa lakas ng suporta ng mga tao kay Leni Robredo — mula Aparri hanggang Jolo. It's the same feels when she announced her candidacy but this time multiplied ten-fold.   Quingina niyo ha.  #RosasAngKulayNgBukas",2022-02-09 06:22:46,2845,,,,,,
"Isko: 39 years ng walang asenso ang bayan: 21 yrs under Marcos + 12 yrs under 2 Aquinos + 6 yrs under VP Leni  Wow Yorme,'di mo talaga alam na si Du30 ang Pangulo nitong nakaraang 6 yrs at hindi si VP Leni?  Nahiya nmn ako sa pagka cheap ng sipsip mo kay du30",2022-02-09 03:29:30,8672,,,,,,
"Leni Robredo. The name of the woman that irks the hell out of the corrupt, inutile, thieves, and murderers. Di pa 'yan prayer of Exorcism ha. Gives you a picture how simple honesty, competence, intelligence, and service are already threats to the evils around us.",2022-02-09 01:49:04,1814,,,,,,
"@nicoquejano I hope Bea, Angel, Shaina and Enchong share one stage in support of Leni hahahahaha",2022-02-09 02:37:24,213,,,,,,
"Presidential candidate Vice President Leni Robredo has secured the endorsement of fellow Bicolano politician Joey Salceda, who believes she is the best person for the country's economy.  Read the story: https://t.co/OEDkLmLMaz https://t.co/IeMEAvtH36",2022-02-09 15:22:05,432,,,,,,
"Despite still being chairperson of the once-ruling Liberal Party, Robredo decided to run as an independent to show her willingness to work with others.  https://t.co/H0rvhHUZXR",2022-02-09 00:00:00,186,,,,,,
PUV Drivers for Leni in Baguio and North Luzon! Agbyag kayo! #KulayRosasAngBukas https://t.co/P8PFIpqVsC,2022-02-09 04:10:02,191,,,,,,
"Convo with mga nanay sa area after mtng: Nanay 1: Padre, may nakita akong post mo na binastos kayo. Me: From BBM supporter po. Mga nanay: huh? Totoo ba padre? Me: (showed them more screenshots and read some from twitter)  To cut the story short,yung 6 na BBM  ay naging Leni na.",2022-02-09 14:05:13,4182,,,,,,
"Post-proclamation rally good news!  Per LAYLO SURVEY (conducted January 17 to 23, 2022), BBM maintains a whopping sixty-four percent (64%) lead.  The recycled attacks by partisan media and dilawans against BBM, prior to the said survey period, appear to be ineffective. https://t.co/bkopKy0lIE",2022-02-09 12:36:26,683,,,,,,
LOOK: People clad in Vice President Leni Robredo’s signature pink line up outside the Sorsogon Provincial Gymnasium where she is set to make a campaign stop. | @XaveGregorio #BilangPilipino2022   Get live updates of the 2022 elections campaign trail here: https://t.co/W6VDksuFBq https://t.co/i83Ykprmsy,2022-02-09 02:23:07,185,,,,,,
Medyo naiintindihan ko na ang Bikol kakakinig kay VP Leni. Hehehe.,2022-02-09 14:07:55,267,,,,,,
"Albay prays for &amp; in solidarity w/ our next President @lenirobredo  Prayer is huge in Bikolano culture. After Ina &amp; Cam Sur's blessing last night, Albay naman  And we will continue to pray &amp; campaign hard in the next 88 days.  Kasama mo po ang Albay, VP Leni. Ilalaban natin to ❤️ https://t.co/9KPSjflN0B",2022-02-09 12:32:11,1009,,,,,,
"“Tara na. Ipanalo na natin ito.”  Hinikayat ni presidential bet VP Leni Robredo ang mga Pilipino na magkaisa sa darating na #Halalan2022. Aniya, hindi siya natatakot na gisingin ang natutulog pang lakas ng bansa.  BASAHIN: https://t.co/jFWkcXrOYm https://t.co/KULGhzfD5E",2022-02-09 03:30:00,933,,,,,,
"Nope. He didn't pass. He got a piece of paper that only recognises he was enrolled in the course. He didn't make an effort | Bongbong Marcos insists: I'm an Oxford graduate - yeah, right. https://t.co/80g6atPCsz",2022-02-09 10:22:23,564,,,,,,
"Just saw this on VP Leni's Facebook post recently, Yaaaas  lezzgoo Onceuuuu  @KPOPSTANS4LENI https://t.co/tHgdnBLBCy",2022-02-09 09:19:27,365,,,,,,
"I am not also a fan of cancel culture. But my problem with the Marcos fan base is they callout cancel culture but they attack by mob and randomly call people “bobo”, “tanga”, and other demeaning names if one offers a legit discourse and correction.",2022-02-09 11:31:28,546,,,,,,
Bobong Marcos’ solution to pandemie ? Unity. To natural calamity ( like Odette)? Unity. To unemployment and poverty? Unity. To our dwindling economy? Unity. To the Chinese incursion at the West Philippine Sea? Unity pa rin.  UNITYL! 😣🤯🤯 #TeamRobredo2022 #KulayRosasAngBukas,2022-02-09 11:50:02,514,,,,,,
Supporters of presidential candidate VP Leni Robredo are now waiting for her outside the Sorsogon Provincial Gymnasium. #PHVote @rapplerdotcom https://t.co/GSWtIZawbS,2022-02-09 02:33:28,869,,,,,,
"https://t.co/EOU122YZTT   Dami na namang nauto sa edited Tiktok vid. May sumigaw daw “BBM pa rin” sa Bicol?! 😂  I was there. Ang sinigaw ng mga tao is “ipasok si dick” after Leni introduced Dick Gordon. Check his reaction sa dulo.😅  Napakadali po mag-edit ng audio, Wag uto-uto.",2022-02-09 17:44:02,220,,,,,,
Feb 8: Leni Robredo Kick-off campaign In Cavite. https://t.co/HOBgI2EiiU,2022-02-09 07:55:27,715,,,,,,
"Honasan fought to oust the Marcoses. Now he’s a senator in their slate; James Layug, was with Magdalo who rebelled against GMA, now he’s speaking for Honasan in a campaign rally for the Marcoses funded by GMA, that includes the son of Estrada, whom she ousted. Saya. #PinasKayapa?",2022-02-09 03:09:40,1782,,,,,,
"Pag-asa, pakikiisa, pagkakaisa. Dito tayo tumataya. Dito tayo tumitindig. Ihanda na ang mga bisig, dahil tinitiyak ko: Walang kayang tumumbas sa pinagbigkis nating lakas. Tara! Ipanalo na natin ito!   -Leni Robredo #KulayRosasAngBukas https://t.co/ur8pOIozvy",2022-02-09 12:17:32,193,,,,,,
Albay lawmaker Joey Salceda on endorsing fellow Bicolano VP/presidential bet Leni Robredo for 2022 elections: She's good for economy. Not many people know that she is the author of the Tax Incentives Management and Transparency Act (TIMTA) (https://t.co/jtmR7F09e2 video) @gmanews https://t.co/wSuvSexwjo,2022-02-09 11:30:21,254,,,,,,
Basahin natin ang full text ng makabagbag-damdaming speech ni VP @lenirobredo kagabi sa Naga na nasa link sa baba.  Ma inspire. Magkwento. Kumilos.  Tara. Ipanalo na natin ito.    #angatbuhaylahat #kulayrosasangbukas #lenikiko2022,2022-02-09 05:13:27,706,,,,,,
"Dear Kakampink Supporters  If I were you guys instead of cancelling Toni G you better focus on promoting Madumb Leni, imagine She's the Vice President and her latest satisfaction rating is plus one (+1) now that she's running for the highest position.  #UnbotheredQueenToniG",2022-02-09 06:17:06,267,,,,,,
"THE Laylo survey, conducted last January 17 to 23, showed Marcos voters’ preference leapfrogging to 64 percent, an increase of 6 percent compared to the 58 percent he got last November 2021. There were 3,000 respondents in the said survey.  #BBMSara2022 🇵🇭 https://t.co/OnVobYXbJW",2022-02-09 20:10:46,179,,,,,,
"Sa mga Christian friends kong kung maka callout ng kritisismo kay Ton/i Gonza/g/a eh wagas, itago niyo na yung mga shared posts, posts, at liked posts niyo ng “Leni lugaw” or “Leni bobo” sakin. Pakita ko lang gaano tayo ka ipokrito",2022-02-09 13:34:42,686,,,,,,
Basta ang adbokasiya ko ngayon ay hindi isuko ang rural areas ng Mindanao kay Marcos o Isko. Bahala na kayo sa rural areas sa Luzon at  Visayas. Hindi talaga matunog si VP Leni sa kabukiran sa Mindanao. Baka naghihintay lang ng mga mag-oorganisa ang mga tao gaya sa mga poblacion.,2022-02-09 06:25:41,292,,,,,,
Hindi matahimik ang loob ko mula kahapon nang mapanood ang pagsamba sa diktador na Ferdinand Marcos at ngayon sa anak niya.   Dalawang pangalan ang naalala ko: Ruben Manog at Joey Faustino. Biktima ng martial law. Mga hindi nakalimot. Heto ang kwento nila: https://t.co/U4QQs2CMYi,2022-02-09 09:12:55,502,,,,,,
"Teka nga. Bakit nga pala lutang ang batikos nila kay leni? Eh sa lahat ng interview na napanuod ko, si bongbong yung sabog at lutang kung sumagot.",2022-02-09 09:16:02,182,,,,,,
True and true. Mga walang modo kasi karamihan sa mga Leni supporters. Mga feeling elite at matapobre kala mo nman kung sino. Wag ganern.  Ctto: Prof. Antonio P. Contreras https://t.co/txwcli13Q1,2022-02-09 01:30:25,510,,,,,,
"MGA SIS AT SISTERETTE! GISING-GISING! 📢 Our Hosts for the Martsa para sa Pag-Ibig on Feb 14 are QUEENS themselves! 👑✨ Miss Mela Habijan (@missmelahabijan), Ms. Trans Global 2020 and Pipay (@pipaykipayy), TikTok Star and Social Media Content Creator! https://t.co/ZZo6YlV00n",2022-02-09 13:31:00,410,,,,,,
"Supporters of VP Leni Robredo and Sen. Kiko Pangilinan held a Calesa Parade around the heritage city of Vigan, Ilocos Sur, as the official campaign period kicks off on Tuesday, Feb. 8. 📸: Charlie Gaston, Ilocos Sur Para Kay Leni Robredo FB Page | @lumasangeirenne #INQVolunteer https://t.co/QFrIz0XIv0",2022-02-09 06:00:52,219,,,,,,
Para sa mga BBMSaraUnithieves engots: Babangungutin ka ng mga katagang ito gabi-gabi   Ikaw ay langaw sa tae... Ikaw ay langaw sa tae... Ikaw ay langaw sa tae... Ikaw ay langaw sa tae... Ikaw ay langaw sa tae... Ikaw ay langaw sa tae...  #NotoMarcosDuterte2022,2022-02-09 05:35:33,229,,,,,,
"Streets decorated with pink flaglets, ribbons, balloons, pink banners, and a sea of supporters wearing pink shirts welcomed presidential candidate Vice President Leni Robredo and her running mate Sen. Kiko Pangilinan in Tabaco Albay 📸 VP Leni Media Bureau @News5PH https://t.co/eExd3Uznfw",2022-02-09 21:34:23,531,,,,,,
"Hindi si Baby M ang makakapag unite ng lahat ng Pilipino, kundi si President Leni Robredo!",2022-02-09 13:36:47,481,,,,,,
HISTORY WAS MADE AT THE PHILIPPINE ARENA 8th Of February 2022 #BBMSARA2022 https://t.co/UqSCbLNNHw,2022-02-09 02:49:12,345,,,,,,
"Kapag nanalo si BBM, confirmation lang yan na hindi talaga si Leni ang nanalo nung 2016. Yan ngayon ang pinapangambahan ni Leni dahil alam niya sampal sa mukha niya ang pagkapanlo ni BBM. Hindi niya napatunayan yung pinagmamalaki niyang 14 million supporters KUNO niya.",2022-02-09 03:48:04,172,,,,,,
"As of today, all 18 mayors, the Governor, the whole Sangguniang Panlalawigan, and the entire Congressional delegation of Albay is for Leni. Sorry CamSur, that makes us her home province now.",2022-02-09 12:14:11,9042,,,,,,
"WATCH: Members of KPOP STANS 4 LENI illuminated the crowd using their fandom light sticks during the proclamation rally of presidential candidate and incumbent Vice President Leni Robredo. | 📹: @raymundxoxo via @lainepomer, @INQVolunteers https://t.co/wWoFj84uAD",2022-02-09 12:23:55,2014,,,,,,
Legazpeños giving us the fiesta vibes as they welcome the next president of the Philippines!  🎥: Agnesians for Leni https://t.co/bP0uCiSfUZ,2022-02-09 07:03:24,303,,,,,,
The Daughters of Charity of St. Vincent de Paul Province of St. Louise de Marillac-Asia Philippine Mission declared their support to presidential candidate Vice President Leni Robredo in the May 2022 polls.  https://t.co/LN0IRPY2UR,2022-02-09 07:45:00,191,,,,,,
"No hate, pls. I’ve been receiving lots of messages regarding our support for presidential aspirant VP Leni. Sorry but not sorry,  this page was created by people who believe in HER capabilities. 😊  #KulayRosasAngBukas #AngatBuhayLahat",2022-02-09 00:54:44,234,,,,,,
"Too many to mention in a proclamation rally speech, but we all heard it in his interviews...modern agri, digital infra, BBB, more hospitals, water &amp; electricity, irrigation, etc etc.. Only anti-Marcos are clueless of his platform.  @bongbongmarcos #Halalan2022 #BBMSARA2022",2022-02-09 23:39:49,395,,,,,,
"❗❗ DO NOT JUST CONSIDER LENI, BUT VOTE FOR HER ❗❗  she is the only leader who's competent and compassionate enough to see and gave out ( &amp; is still currently giving out ) concrete actions for the betterment of our country &amp; as well as our lives. #RosasAngKulayNgBukas 🎀 https://t.co/LB9eEFu5g0",2022-02-09 11:04:04,586,,,,,,
"But you know what’s sad here?  People won’t dare call him bobo or lutang for making these mistakes. He gets a pass. Why? Is it because he’s a man? Pero pag si Leni, fair game and biglang taas ng standards?   Gaguhan.",2022-02-09 04:30:31,547,,,,,,
OPLAN SWITCH - IF THEY WIN (AND THAT IS A BIG IF)  SOME PEOPLE WILL PUSH THE DQ CASE ON BM TO PUT SD AS PRESIDENT. COMELEC NA NAGSABI NA MAY RULES ON SUCCESSION.   KAYA WAG KAYONG PAKAMPANTE SA UNITY NIYO. MAY IBA DIYAN TRAYDOR.,2022-02-09 15:07:33,206,,,,,,
"Dear @bongbongmarcos,   Nanawagan po kayo ng UNITY and I do believe that such unity must come from mutual respect. Paki-orient ng ayos po ng iyong mga supporters/“troll” na huwag bastos. They are not helping your campaign, they are ruining your name.",2022-02-09 13:42:53,457,,,,,,
I’m very excited to join pag prinoklama na si Ma’am Leni Robredo as the 17th President of the Republic of the Philippines!!!! It’s going to be a massive celebration. Manifesting. ✨💖🙏🏻🇵🇭🌹  #AngatBuhayLahat #KulayRosasAngBukas #LeniKiko2022   📷 credits to its rightful owners https://t.co/NSxot00f3A,2022-02-09 03:33:20,274,,,,,,
