text,timestamp,like_count,trueSentiment,,,,,
@jillrobredo @jpgrobredo @aikarobredo @lenirobredo Sayang ng boto ko kay VP leni bukas Hindi ako mkakauwing bicol,2022-05-07 23:47:07,0,,,,,,
what if i come out to my family if ma'am leni won hmmmmmm,2022-05-07 23:47:04,0,,,,,,
Grabe yung anxiety na binibigay nitong election 2022.  Hindi ako ganito dati. Thank you VP Leni sa paggising sa mga Pilipino. Ilaban natin to para sa Pilipino at sa bansng Pilipinas! 💓💪,2022-05-07 23:47:03,4,,,,,,
"@barrrrre I have my own stories to tell too.. since the first time i voted in 1992, there never was anything like this movement of support, people's initiative and camaraderie.. and this is the only time that i came out and stood with VP Leni...and good thing, my family stood with me. 💗",2022-05-07 23:46:59,949,,,,,,
Happy Mothers Day to Leni Robredo! #Ipana7oNa10ParaSaLahat,2022-05-07 23:46:59,0,,,,,,
"yung mga blengblong supporters ang mga sinasabi puro kabataan lang(yung iba di raw botante) daw supporters ni Leni, balikan ko to pag tinalo sila ng sinasabi nilang kabataan lang",2022-05-07 23:46:57,1,,,,,,
"I AM SUPER EXCITED TO VOTE TOMORROW!!!! AND I AM VERY PROUD TO SAY THAT MY FIRST VOTE WILL BE FOR LENI AND KIKO!!! 🌷🌸 THE FUTURE IS FEMALE, I'M CLAIMING IT! 🙏🌷  ANY TIPS FOR THE FIRST TIME VOTERS? GOD BLESS, PILIPINAS!!! 🇵🇭  #LeniKikoAllTheWay2022 #KulayRosasAngPilipinas",2022-05-07 23:46:57,3,,,,,,
"yesterday, i left my boller sa cashier saying these words ""kuya iwan ko to baka maisipan mo mag leni-kiko ha"" 😭",2022-05-07 23:46:39,0,,,,,,
@AwraBriguelaaa @vicegandako I'm literally crying right now...leni-kiko for the win...,2022-05-07 23:46:39,4,,,,,,
MY DAD WILL VOTE FOR LENI!!!!   Si BBM gusto nyang iboto pero para daw sa akin si Leni daw iboboto nya!!!! Nakakahiya naman daw kasi sakin. 😂 Huhuhu. My heart is so happy!!!! Promise daw si Leni  iboboto nya!!!! 🌸💕 #ipana7ona10toparasalahat,2022-05-07 23:46:32,5,,,,,,
"@lostxnotfound Miting de avance nya, puro leni ang topic. Mayor namin trying hard maging relevant. Super turn off.",2022-05-07 23:46:30,1,,,,,,
"@inquirerdotnet Spot on Mam Leni, pak na pak talaga!",2022-05-07 23:46:23,0,,,,,,
@reyna_elena SI Leni yata! Sobrang hirap na kasi siya sa pagsulat ng concession speech n’ya! 😂😂😂,2022-05-07 23:46:17,0,,,,,,
"she just said ""leni bobo"" ""leni lutang"" just now but ok lol happy mothers day",2022-05-07 23:46:10,0,,,,,,
"Yung pari sa church kanina straight up told the ppl to vote for leni. He started the homily with ""Don't vote for theives"". GAGEEE YAN FATHERR I LOVE YOU NAAA I RESPECT YOUR BRAVERY",2022-05-07 23:46:09,3,,,,,,
"It's so funny how when I changed my dp to leni-kiko last Wed, my angkan started to change their DPs as well to 88M. Lmao 😹",2022-05-07 23:46:00,0,,,,,,
leni robredo the 17th president of the philippines cutie,2022-05-07 23:45:51,1,,,,,,
Mga hindi paboritong anak for Leni!! #IpanaloNa10ParaSaLahat,2022-05-07 23:45:41,6,,,,,,
samani papa damayon jd ako mama para mag leni na HAHAHH,2022-05-07 23:45:38,0,,,,,,
"y'all be like i respect you po but y'all can't accept they're not voting for leni instead they're voting other president, the rest bullying, mocking and saying insensitive things happened.",2022-05-07 23:45:37,0,,,,,,
@gmanews GMA News and its parent company are pro Leni Kiko.,2022-05-07 23:45:35,0,,,,,,
"basta ang alam ko lang 'pag nanalo si vp leni at sen kiko, itong volunteerism na nakikita natin sa mga rally ngayon eh mas lalala pa, ngayon tayo makakakita nang isang pamumuno na may malaking suporta ng mga tao na nadala ng pag-asa at hindi ng takot #PilipinasIsPink",2022-05-07 23:45:35,5,,,,,,
mga kulang sa tulog for leni-kiko 😔,2022-05-07 23:45:34,1,,,,,,
"Only seeing tweets of Leni’s MDA today and grabe 🥹 Lord, please let it be Leni-Kiko 🙏🏻",2022-05-07 23:45:31,2,,,,,,
"@bhevzkyren Tumpak,,, ngayon mulang ba nalaman yan, apply your self madam leni. 😂😂😂",2022-05-07 23:45:30,0,,,,,,
ANG SAMA NG LOOB KO HA DI KO NA NGA NAKITA SI VP LENI TAPOS DI PA UMAKYAT SA STAGE DONBELLE KAHIT ANDON PALA SILA 😭 @donnypangilinan @bellemariano02 bat kayo wala sa program hmp,2022-05-07 23:45:27,0,,,,,,
"Lord pls, i dont want Leni to be ""the best pres we never had"" pt. 2. She is our country's hope",2022-05-07 23:45:04,4,,,,,,
"@makewayforADI Tapos si Leni nyo gusto pa I put on hold ang pag modernize sa transportation eh puedi naman palang gawin ng sabay, isipin nyo yan..",2022-05-07 23:45:04,0,,,,,,
"@Ramivipsagel @KanchiNiKamote @KEMBSfuneral Bbm or leni pink or red or green This is very very wrong  Sna inisip ang kalusugan ng patient Welcome infection, sepsis",2022-05-07 23:44:53,0,,,,,,
nakauwi na ba ang lahat?? mga matutulog palang for Leni!! haha #PilipinasIsPink #Ipana7oNa10ParaSaLahat,2022-05-07 23:44:51,3,,,,,,
@perlahumot nag walk for leni u???,2022-05-07 23:44:51,0,,,,,,
@lenirobredo Mahal na namin President Leni for the first time in my entire life that I am so concerned about this election.Ang buong sambayanan ay umaasa na ikaw ang tamang mamumuno sa ating bansa.,2022-05-07 23:44:48,1,,,,,,
@shiyenahh wag ka sanang maging leni huhuhuhu,2022-05-07 23:44:41,1,,,,,,
"Happy mother's day sa mama, papa, ate, kuya, tita, tito, lola, lolo, at kay madam leni💗💗🌸🌸",2022-05-07 23:44:39,0,,,,,,
@marksy74055418 @helixdemeter @InaReformina Oh cge na  para nde kau iiyak madami na kau MGA leni pero 50 % lang registered  samantala Kay bbm solid botente 90 % 😂😂😂,2022-05-07 23:44:39,0,,,,,,
SAYOHA PAS BUNTAG OY AKO PAPA SEG PATUKAR LENI,2022-05-07 23:44:13,0,,,,,,
@krish4lenikiko Totoo yan. Dapat sana naipakita yan sa mga event ni Iskoterte. Kasi hanggang ngayon walang maibato si Iskoterte against VP Leni kundi yung labanan daw ng pula at dilaw. 😂🤣,2022-05-07 23:44:00,6,,,,,,
@realedumanzano Pero yung batang bulag na nag post sa fb na supporter ni BBM. Ano sinabi ng mga kakampink ang tinde ah  diko kayang ulitin buti  nalang nakita ng nanay. At nakapag salita. Pero yung isang batang nag pakamatay dahil bi nully ng teacher na leni supporter  pano po ang justice nya.,2022-05-07 23:43:56,1,,,,,,
"pinaguusapan ng pamilya ko na ako lang Leni supporter sa pamilya. sabi ng kuya ko it's bc of the colleges daw. they taught us na masasama ang mga marcos ""kahit di naman"" daw🙄🙄 naging kasalanan pa talaga ng mga colleges ang pagturo satin ng KATOTOHANAN🥲",2022-05-07 23:43:47,2,,,,,,
"MAY NAG OPLAN KABIT KAGABI SA AREA KO, NG LENI KIKO TARPS.  HALOS LAHAT NG POSTE MERON.  MAY ACCROSS THE ROAD PA.  YUNG IBANG TAHIMIK LANG DATI, MAY LENI KIKO NA RIN SA GATES AT PINTO NILA.",2022-05-07 23:43:46,223,,,,,,
"@makewayforADI Masarap sumakay sa libre ano, naisip nyo Kaya yan? Na pag si Leni mananalo balik tirik ang MRT 😂😂😂😂",2022-05-07 23:43:32,1,,,,,,
Sabi nung solid BBM na officemate ko na hindi naman pala botante na puros mga kabataan naman daw yung pumupunta sa mga rally ni Leni.   Me: alam mo bang lapgas kalahati ng registered voters ngayon ay kabataan. Yung energy sa rallies dadalhin yan sa May 9. So…😉😉,2022-05-07 23:43:28,8,,,,,,
Gusto ko din mag post ng raised by a strong woman like Leni since mother’s day ngayon kaso bbm nanay ko. 😅,2022-05-07 23:43:26,1,,,,,,
@bamaquino Happy Birthday sir @bamaquino ! Salamat sa pagtulong kay VP Leni,2022-05-07 23:43:23,0,,,,,,
"If Leni loses, who would be more hated, Ping or Isko?",2022-05-07 23:43:20,0,,,,,,
@inquirerdotnet @melvingasconINQ Wow. Si ma’am Leni pa ha? E si Marcos jr? Karindi tong lalaking to. 🙄🙄🙄,2022-05-07 23:43:12,6,,,,,,
"@PhilstarNews For me, This confirms what i suspected all along -  that maybe he ran para lang pang bawas sa votes ni Leni. Bec Why wasn't he criticizing the supposed frontrunner? Doesn't make sense at all.",2022-05-07 23:43:11,72,,,,,,
"As everybody knows, I created this acct to support Leni-Kiko since I could not support them using my real acct because I am a national government employee.   Isang karangalan ang makasama po kayo sa laban na ito 😭 #PilipinasIsPink",2022-05-07 23:43:11,64,,,,,,
mga tumakas at nahuli ng magulang for leni &lt,3,2022-05-07 23:43:09,1,,,,,
Saw a video on Tiktok that Duterte endorsed Leni in a speech 🤭👌,2022-05-07 23:43:03,0,,,,,,
Got stuck in Makati last night but it was fine kasi its for Leni. 🎀 #ipana7ona10toparasalahat,2022-05-07 23:42:57,1,,,,,,
I'm so ready to castigate the administration of (soon to be Pres.) Leni and (soon to be V.P.) Kiko,2022-05-07 23:42:57,0,,,,,,
"@sejoalzir Bumoto ng tama para hindi mainvalidate, look what happened ng ni-recount votes nila VP Leni in 2016, may votes sya na hindi na count. 16K din yon. Kaya ingat and be careful so that your vote will be counted.",2022-05-07 23:42:53,4,,,,,,
"@Aprilrosedequi1 @raissawriter Yung mga hakot at bayarang yaan ang magluluklok kung sakali ng mali na namang president. Hay, kawawang Pilipinas🤦🏻‍♀️ Kaya please, Leni Kiko tayo!",2022-05-07 23:42:48,0,,,,,,
Videos of Leni-Kiko's Makati Miting De Avance is giving me goosebump #MakatiIsPink #PilipinasIsPink #LeniKiko2022,2022-05-07 23:42:41,0,,,,,,
@Nikkiza_ pero what if si Leni madaog😳,2022-05-07 23:42:32,0,,,,,,
@gabvalenciano @DocHappy95 @GaryValenciano1 Maraming salamat po 😭😭😭😭🌸🌸🌸🌸,2022-05-07 23:42:31,0,,,,,,
pagmanalo si leni iiyak talaga ako... BBM tangina mooo,2022-05-07 23:42:27,0,,,,,,
Grabe yung hagulgol namin kagabi lalo na nung pinasalamatan ni VP Leni lahat ng nag H2H. 😭,2022-05-07 23:42:11,1,,,,,,
Kay Leni tayoooooo,2022-05-07 23:42:04,0,,,,,,
"I just got home, Good Morning everyone 🌄🌞❤️ I am so proud of my self, and so happy to be part of 950,000+ people last night, last campaign rally of Mami Leni🌸💖 I had so so much fun😭 This is it pilipinas let's vote wisely and #ipanalona10to #LetLeniLead #LeniKiko2022",2022-05-07 23:41:58,2,,,,,,
kahit di kayo matulog mananalo si leni,2022-05-07 23:41:55,4,,,,,,
"Ay ang lakas mang provoke ni ateng BBM to Leni(?) to Isko ah. Tapos pag nag comment ako sa post niya, gagalet yung asawa tapos di-delete yung post? Para sa kanya, away na yung pag-engage sa discussion about candidates? 😬 Last ko na to amp tama na busog na siya sa clout.",2022-05-07 23:41:54,14,,,,,,
Potangina pag d nanalo Leni-Kiko iiyak ako ng 6years,2022-05-07 23:41:50,0,,,,,,
"mag loren legarda challenge nalang si mama, mga may mommy issue for madam leni",2022-05-07 23:41:48,1,,,,,,
"@gerviccespinar Yessss, hubaderos for Leni",2022-05-07 23:41:47,0,,,,,,
"Good morning ulet, LENI KIKO !!! 👆🎀🌸🌷💝",2022-05-07 23:41:46,1,,,,,,
president leni &amp, vice president kiko 🌷 i-claim na natin 'yan,2022-05-07 23:41:44,0,,,,,
@_jhobie Wala namn or waive nmn cguro most companies namn are for leni,2022-05-07 23:41:41,187,,,,,,
"@brod78 @minterwinjeong Baliktad tayo. Reverse ako. Dati si Leni ang gusto ko (2016). Ayaw na ayaw ko si BBM. Kase ayaw na ayaw ko rin ang mga Marcos. Kaso ngayon, anyone but Leni na ako. Mas ayaw ko na si Leni kesa kay BBM. Anyway, I respect your choice. Hope you respect mine. We all have our reasons.",2022-05-07 23:41:30,0,,,,,,
tangina talaga ng tito q na bbm pati yung 9yrs old na pinsan ko inaasar ng Leni lugaw lampa just bc HE IS FAVOR OF MADAM. its so funny to me na mas may utak pa yung bata compared sa kaniya na mag k-kwarenta na palamunin pa rin.,2022-05-07 23:41:25,0,,,,,,
"Good morning sa grab driver kong nasakyan na nagsabing, ""Leni tayo, ma'am! Leni lang tayo!"" pagkakita niya ng tarp sa gate namin 😭💗🎀",2022-05-07 23:41:17,7,,,,,,
@nababaha The only difference is that Duterte wasn't a target of massive disinformation. It could be that people are searching for Leni's edited and misleading videos.  But I hope I am wrong.,2022-05-07 23:41:12,177,,,,,,
"sa appointed officials na responsible for tomorrow's big event are under Duterte and some are even related to Marcos. I don't trust that PRRD is really gonna ensure a clean and fair election. I never trusted his words, he's always lying. I just hope this time, it's for real.",2022-05-07 23:41:08,1,,,,,,
"Meron akong kaunting pagkabahala sa kung anong pwede mangyari bukas. COMELEC is failing to gain my trust this time. Imagine, mga sasakyan na gamit nila to deliver materials for the election tomorrow ay may mga tarp ng Uniteam. Nakakabahala. Dagdag mo pa na most #PilipinasIsPink",2022-05-07 23:41:07,1,,,,,,
Ahh Hoping for Leni to win huhu,2022-05-07 23:40:59,0,,,,,,
"@theninaellaine Relax, when Leni wins, please hug your friends again. Let them realize you made the best choice for them and the country.",2022-05-07 23:40:56,0,,,,,,
haha nakakahawa si mama leni😔,2022-05-07 23:40:55,0,,,,,,
@TwiceForLeni E di iboto nyo si Leni .Papansin pa e peke naman,2022-05-07 23:40:50,1,,,,,,
"My Dad is so cute, he's super excited for Leni's Victory Party and he asked me to take a leave in advance so we can go together 🥺💕 Please Philippines, be wise.",2022-05-07 23:40:41,12,,,,,,
@lumpialogic @pinoyanghang Ano daw? Kunumpara pa si Leni Kay Zelensky Patawa talaga kayong pinklawan 😂😂😂,2022-05-07 23:40:35,0,,,,,,
"Happy Mother's Day to all Single Moms out there like Mama, VP Leni at Sen Risa! Salute to all of you! 🥰💝",2022-05-07 23:40:23,5,,,,,,
HOY NGAYON KO LANG NALAMAN MAY TIKTOK PALA SI VP LENI *hides*,2022-05-07 23:40:22,0,,,,,,
"@barrrrre Tulad nyo, naniwala kame sa Leni/Kiko tandem dahil mahal namin ang Pilipinas. We need to reclaim our country. We need a leader we can truly trust. I'm proud na kahit simpleng mamamayan ako naging parte ako nito. At patuloy na susuporta hanggang matapos nila ang 6 years. 🌷🌷🌷",2022-05-07 23:40:16,88,,,,,,
"Para sa minimithing kaayusan sa pamahalaan at mapayapang kinabukasan, Leni-Kiko na ho tayo sa araw ng bukas! 💗",2022-05-07 23:40:06,0,,,,,,
Not me crying this early in the morning after seeing a highlights of VP Leni's campaign. 😭😭😭,2022-05-07 23:40:04,3,,,,,,
"Yung mga nasa MDA ng Leni-Kiko kagahapon, mostly naka-open Twitter nila😂. Pansin ko lang.",2022-05-07 23:39:55,0,,,,,,
Paos na paos for Leni 🥺✊🏻🥵💓,2022-05-07 23:39:53,2,,,,,,
"para sa bayan, madam leni and sir kiko sa inyo ang tiwala namin 🌷💚🌸   #Ipana7oNa10ParaSaLahat",2022-05-07 23:39:41,1,,,,,,
"Good morning @pnppio what's your official count po for the BBM, Leni and Isko rallies po?",2022-05-07 23:39:37,0,,,,,,
"According sa ate kong solid dutertard at lbm supporter, galit sila kay leni kasi tuta ng puti, mas okay daw tuta ng china at least asian 🙃 sa dami ng asian countries, china pa tlga ewan ko ba 🤦🏽‍♀️ galit sa cpp-npa pero model country nila CHINESE COMMUNIST PARTY?! NASAAN ANG UTAK??",2022-05-07 23:39:31,0,,,,,,
Was busy sa shift kanina but omg grabee after watching clips/ series of videos in Leni-Kiko #MeetingDeAvance! Wow! Lord sana mananalo sila sa Monday ang Tropang Pink. 💗💗,2022-05-07 23:39:27,4,,,,,,
"@lenirobredo kung kaya ng babae, bakit hndi si leni ang uupo sa upuan ng Malacañang? Slay madam!!!🌸🌸",2022-05-07 23:39:25,0,,,,,,
"Isang magandang balita. Yung kapitbahay kong solid 88M, sabi, ""tinanggap ko yung 500 mula dun sa kandidato, pero syempre babaeng gov ang iboboto ko, pati si Leni"" 🥲 yung pagse-share ko sa FB, it works. 🥲 #LeniKiko2022 #LetLeniLead #KikoIsOurVP",2022-05-07 23:39:22,0,,,,,,
"After all the hatred, bullying, and mockery of Leni's kakampwets, the despair of knowing that BBM will be the next president is slowly killing them.",2022-05-07 23:39:08,2,,,,,,
@clangserrano @annecurtissmith Thank you Anne Curtis for showing your full suport for vp Leni &amp, sen kiko meeting de avance. Gobyernong tapat angat buhay Lahat. Ipanalona10to🙏🌸♥️🇵🇭,2022-05-07 23:38:57,1,,,,,
"@JervisManahan Kayo po ang nakapunta sa bawat rally, kayo ang nakarinig ng bawat pangako, plataporma, project, sana po kayo mismo ang nakumbinsi na tunay ang inooffer na serbisyo ng Leni-Kiko tandem, di n'yo man pwedeng ipahayag publicly sana ay ibonoto n'yo po sila #MakatiIsPink",2022-05-07 23:38:54,4,,,,,,
@superjanella Take Care Vote Leni i sure @COMELEC to confirmed cheater that toxic people @bongbongmarcos supporter. I sure this survey is fake 58% for Marcos Jr the real survey is Leni Robredo the counted OFW is Kakampink is now join around the world. #LetLeniKikoLead2022,2022-05-07 23:38:53,0,,,,,,
@pingot_alfin @rapplerdotcom Leni: Abogado. Ekonomista. Public servant  Manok mo:  Walang itlog. 🤣 #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳,2022-05-07 23:38:50,0,,,,,,
"Babati kayo ng happy mothers day. Tapos makalait kayo kay maam Leni na isang mabuting ina, wagas. Tang ina niyo. Mahulugan sana kayo ng niyog.  Eneweys, Happy Mudrakels dei",2022-05-07 23:38:47,0,,,,,,
So isang oras lng tulog ko kaka isip ano mangyayari sa lunes. Pero hindi ako nawawalan ng pag-asa LENI-KIKO mananalo oo ako na nag dedesisyon HAHAHA,2022-05-07 23:38:41,0,,,,,,
i’ll go home with leni as president,2022-05-07 23:38:32,7,,,,,,
@kasmot_07 @rapplerdotcom lutang c leni tulad mo!,2022-05-07 23:38:22,0,,,,,,
pag gising na pag gising ko inisip ko agad pano ako makakapunta sa leni-kiko victory party 🥹💖,2022-05-07 23:38:17,0,,,,,,
"Hahahhhaa yung tita kong ni hindi ata nagbukas ng libro, chiismis lng ang reference sinisiraan ni Leni sa mga magulang ko, tong mga to naman paniwalang paniwala",2022-05-07 23:38:11,1,,,,,,
"Threatened kaayo Kay VP Leni, Diba 24% lang man mi???",2022-05-07 23:38:07,0,,,,,,
"@VerNgojo @minterwinjeong Kahit news ng mainstream media, nanunuod ako. Same effect e. Siguro pag nagbago style niya na pa epal, pa photo ops at di mapanira sa iba, baka magustuhan ko pa ulit siya. Nung 2016 siya rin ang bet ko.",2022-05-07 23:38:01,0,,,,,,
@tinemagpayo Mga di naging teacher si Sir Dormiendo for Leni 🌸🎀🙋🏻‍♀️,2022-05-07 23:37:38,0,,,,,,
mga pauwi pa lang for leni,2022-05-07 23:37:26,1,,,,,,
antagal kong naging undecided hanggang naging si Ping Lacson ang napili kong iboto para presidente hanggang naging undecided uli pero ngayon alam kona kay #Leni ang boto ko sa May 9💗,2022-05-07 23:37:24,8,,,,,,
"@sarauroraa Mau saldo dana kak,, semoga lancar rejekinya",2022-05-07 23:37:16,0,,,,,,
Manifesting President Leni Robredo cutieeee,2022-05-07 23:37:12,0,,,,,,
"Happy Mother's Day po sa lahat except sa mga nanay na nagsasabing ""walang chance manalo si leni kasi babae lang sya""",2022-05-07 23:37:11,0,,,,,,
mga walang tulog for leni kiko,2022-05-07 23:37:09,0,,,,,,
@lenirobredo S Inyo na lng Ang Leni ninyo,2022-05-07 23:37:04,0,,,,,,
@Ajun_Fish 好胖哦,2022-05-07 23:37:02,0,,,,,,
"my lolo switching from bbm to leni, then to bbm, then to pacquiao 😩  at least hindi si marcos jr despite being one of marcos' guards before",2022-05-07 23:36:57,10,,,,,,
Liyag Para Kay Leni &gt,&gt,&gt, Busina and Walk For LeniKiko &gt,&gt,&gt, Miting de Avance Watch Party 🌷  Pero bangon gihapon kay duty today!!! ✊🏼,2022-05-07 23:36:52,2
@marowenj @interaksyon Makinig ka sa sinabi ni Leni during the interview.  Anong Fake News?,2022-05-07 23:36:50,0,,,,,,
@nabunturanguy sure po bang hindi namimigay si leni ? 🤭,2022-05-07 23:36:44,0,,,,,,
"@lenirobredo Happy mother's day Mama Leni.Wala man po ako sa makati,pero yong puso ko andun para makiisa sa Laban natin.Grabe po yong pagmamahal at malasakit nyo sa ating bayan.Mahal po namin kayo.Laban nyo po ay Laban ng bawat Pilipino.Ipapanalo po Natin Ito.",2022-05-07 23:36:44,0,,,,,,
@suzy899 LABAN PILIPINAS.MANANALO ANG PILIPINO.LET LENI WIN🙏🙏🙏,2022-05-07 23:36:35,0,,,,,,
@KimIndar Leni from the start was the one saying negative things in her campaign she’s fake,2022-05-07 23:36:30,0,,,,,,
Mananalo si Leni at Kiko.  Makakapagpahinga tayo.,2022-05-07 23:36:24,4,,,,,,
@tr04WhhERfwI6Gf He's a god boy 🥺,2022-05-07 23:36:22,1,,,,,,
@pipaykipayy @lenirobredo Bat po may kasamang aso si VP Leni,2022-05-07 23:36:18,2,,,,,,
"Tinanong ako, nakatanggap daw ba ko ng 1k sa pag-attend sa mda? Sabi raw ng katrabaho nya, may natatanggap daw mga umaattend ng rallies ni leni. Kung kailangan nyo pa ng proof, ito na po ako oh, hindi kami bayad, tumindig kaming lahat para sa kinabukasan natin, para sa bayan 🌷🎀",2022-05-07 23:36:13,1,,,,,,
"@kasmot_07 @rapplerdotcom 4 x 40 = 1600, isla ng pinas 1700...ako kc....tanga kc c leni!",2022-05-07 23:36:01,0,,,,,,
"@JervisManahan @ABSCBNNews Nasunog ang battery pack? Mabuti at na-recover pa. Napagod na rin siguro sa kakaikot sa Ayala. Anyway, nakapag served na mabuti ang drone para maipakita sa mga Pinoy kung gaano ka-massive ang mga event ni VP Leni. 👍👏",2022-05-07 23:35:47,14,,,,,,
@kikopangilinan @vicegandako @ShrineofStJude please pray that Kiko Pangilinan will win as our next Vice President of the Philippines and Leni Robredo will win as our next President of the Philippines In Jesus name!🙏,2022-05-07 23:35:42,0,,,,,,
"i am proud to say that i am 1 of those 750,000 people in Leni's meeting de avance",2022-05-07 23:35:41,1,,,,,,
"@AngeliPV Salamat po kay Gab, simula umpisa hanggang huli nandyan sya to initiate the energy of the crowd at hanggang ngaun, na-LSS pa dn ako sa Leni-Kiko chant 😁  Alam ko po sobrang proud kayo sa kanya at tlgang masaya mother's day mo ngaun 🥰  Greet na din po kita, Happy mother's day!",2022-05-07 23:35:41,3,,,,,,
Manifesting Leni sunbaenim 2nd Win tomorrow 🌸,2022-05-07 23:35:28,1,,,,,,
"Day8/9 Prayer for the Philippine Elections 2022 Lord, please let the good &amp; qualified people win the Presidential &amp; Vice Presidential seats. Let Madam Leni Robredo &amp; Sir Kiko Pangilinan win thru the intercession of our Virgin Mary. Claiming it in Jesus name, Amen.",2022-05-07 23:35:13,2,,,,,,
Tawang tawa ako sa Afam for Leni. Sshhshshshskakaka,2022-05-07 23:34:41,0,,,,,,
matatapos na campaign ni leni grabe mamimiss ko tong era na to   #LetLeniLead  #LetLeniKikoLead2022  #Halalan2022,2022-05-07 23:34:35,5,,,,,,
"Trust sharlene's choice, pero I'm not choosing leni bcoz of shar I'm choosing her bcoz she's less evil than the other candidate, if I'm wrong d ko sya itolerate. I'll stand up for my nation not for the sake of the president. So VP Leni, don't break our trust.",2022-05-07 23:34:34,0,,,,,,
"@pipaykipayy There's nothing wrong if you have a preferred candidate. That's your right. Marami akong friends who are voting for Leni, but I see them posting na hindi katulad ng sayo. Why post like that when you can just focus on why you are voting for VP Leni? Pwede namang ganun db?",2022-05-07 23:34:25,0,,,,,,
"@lenirobredo Salamat VP Leni sa pagbibigay ng dahilan kung Bakit kami lumaban, lumalaban at patuloy na lalaban!  PS:  Hindi ko akalain na magsusuot ako ng ganito kadaming pink sa edad kong ito 💕",2022-05-07 23:34:04,0,,,,,,
@helixdemeter @InaReformina 😂😂 wag tau naglokohan kitang kita alam mo yan halos Wala pa 18 year old  Ang suporters ni nanay Leni nyo  Ang bibig ginagamit sa mabuti nde sa puro  toxic,2022-05-07 23:34:02,0,,,,,,
@lenirobredo sino ba kasing SINUNGALING yung nagsabing wala siyang planong tumakbo sa pagkapangulo? 🤔  Kasi ang daming galit sa SINUNGALING.,2022-05-07 23:33:54,0,,,,,,
@kikopangilinan @vicegandako Ang Presidente #Leni Robredo Bise Presidente #Kiko Pangilinan,2022-05-07 23:33:51,0,,,,,,
may 8 na nga pala bawal na mangampanya kaya tinanggal ko na yung leni-kiko frame ko HASHHSAASASHSS,2022-05-07 23:33:24,1,,,,,,
@ReyVelasc1 @cnnphilippines @RexRemitio Why is COMELEC silent about this?,2022-05-07 23:33:23,0,,,,,,
"@leni_kotik Стоп... Я давно ещё видела что у этих двоих какие-то тёрки, но не вникала. Если они до сих пор, то там что-то серьёзное. Кто-то может рассказать? Желательно без ссор, просто ситуацию и свою точку зрения",2022-05-07 23:33:14,4,,,,,,
@IvanaAlawi yes love. Slayyyy!!!!🌸🌸,2022-05-07 23:33:05,0,,,,,,
mga mabilis malobat kaka-ml for leni,2022-05-07 23:32:55,0,,,,,,
"Lord, ipanalo nyo na po si VP Leni para sa amin 🙏🙏🙏",2022-05-07 23:32:29,0,,,,,,
@baekksong mga magdarasal para kay Leni,2022-05-07 23:32:26,0,,,,,,
Solid ng crowd kagabi sa Miting de avance ni Leni at Kiko. 🥺,2022-05-07 23:32:11,0,,,,,,
Ready na ba ang manga hackers ni leni? Malaki kita niyo ano?,2022-05-07 23:32:10,0,,,,,,
Yung ibang leni lumipat kay Bbm dahil dun sa ginawa nilang kabastusan sa harap pa ng kapilya,2022-05-07 23:31:58,1,,,,,,
"again, I respect each and everyone of them/you. pero yung mga tumatawa ng walang lang about sa plataporma ni Leni-Kiko, mga may imaginary haters, pangungutya ang ginagawa sa Leni-Kiko matic unfriend, mga baluktot sumagot kasi walang wala na sila. matic unfriend hehe",2022-05-07 23:31:45,6,,,,,,
"NAYSHSHAHSHHAHAHA MAY NAGSABI NA BATA ""LENI LUGAW"" PIGILIAN NYO KO MG beh ANG AGA",2022-05-07 23:31:41,0,,,,,,
"Thank you sa lahat ng tumindig. Now I know na may pag asa pa ang mga Pilipino. Kung sakaling hindi manalo si Leni, Kiko, at ang tropa, sigurado ako na sa susunod, mas marami pa ang titindig. Filipinos are still worth fighting for #PilipinasIsPink #LeniKiko2022",2022-05-07 23:31:34,0,,,,,,
Dumb reasons why they won't vote for Leni 🤩,2022-05-07 23:31:27,0,,,,,,
"context of household: the atmosphere ka really getting intense. it doesn’t help na sa bawat galaw mo ngayon, may mga patutsada sila kay leni. went home tired around 1 AM and the first thing i did is to delete my photos from last night’s mda (they know about the hidden feature +",2022-05-07 23:31:15,1,,,,,,
@helixdemeter @InaReformina Oo nga botante ka din pero alam mo yan madami  kabataan na nde botante Kay Leni  na Wala pa 18 year old wahahah,2022-05-07 23:31:12,0,,,,,,
"@InaReformina Congrats Ms. Ina, salamat naman, matatapos na yang Uniteam! Masusugpo isa-isa ang kasamaan. Mananalo si VP Leni. #KapamilyaForever",2022-05-07 23:31:01,3,,,,,,
"@joeytrenas77 Hope this sends a message to the Marcos campaign that no one needs to cheat for a Leni and kiko win, and to pulse asia that they’re out of touch",2022-05-07 23:30:48,1,,,,,,
"sana sa susunod na pagbalik ko sa makati as a professional, sina leni at kiko na ang namamahala ng bansa 😭",2022-05-07 23:30:44,14,,,,,,
"Someone asked me who I'm voting for and when I told her Leni Robredo, she literally said ""giatay man diay ka war freak"" ate gurl what?????? HAHAHAHAHA",2022-05-07 23:30:41,8,,,,,,
grabiha’s miting de avance ni Leni oy. mura mag ASAP natin to 🌟,2022-05-07 23:30:34,2,,,,,,
