text,timestamp,like_count,sentiment
congrats po sir bong bong god bless you all po bbm,2021-12-07 0:00:00,,positive
bbm the next president of the philippines.. your the best. god bless uni team,2021-12-07 0:00:00,,positive
"we're so proud of you our future president!, ingat palagi, god bless po",2021-12-07 0:00:00,,positive
you made your supporters proud bbm. bravo!! iamforbbm iamforuniteam,2021-12-07 0:00:00,,positive
soon to be our president very smart and brilliant!,2021-12-07 0:00:00,,positive
"no bias but the four presedential candidate present at smni debate were all smart and confident. congratulations bbm i hope if you win as president, you will include mr. gonzales, mr. abella, as one of your team in your administration. they were good, as good as their intention for the filipino people, especially mr. gonzales.",2021-12-07 0:00:00,,positive
vilma damasing bulawan except that leftist teody .,2021-12-07 0:00:00,,neutral
man of dignity and knowledge salute bbmsara2022,2021-12-07 0:00:00,,positive
congratulations bbm!!,2021-12-07 0:00:00,,positive
proud supporter of bbm. you rock bbm!! go go go!! canada is cheering for you.,2021-12-07 0:00:00,,positive
were very proud as dabawenyos to have our dear pres. duterte and now our coming vp also frm davao duterte pa rin,2021-12-07 0:00:00,,positive
you did great pops i wonder what would be mds reaction if she is alive today. she must be happy as your mentor. your barong looks good on you,2021-12-07 0:00:00,,positive
divina gracia pambansang fatherin law kaya pops dapat tawag,2021-12-07 0:00:00,,neutral
bbm the best among all. god bless and stay safe,2021-12-07 0:00:00,,positive
proud supporter here,2021-12-07 0:00:00,,positive
"worth to watch congrats smni social ang venue, ang mga participants wow the panels, the host basta lahat perfect congrats",2021-12-07 0:00:00,,positive
go bbm.. you are my president because for me you are the only qualified for that position and i love your vision for our beloved country.. you really loved your fellow filipino's. pinklawan always bashing you and your family but you never talked back. any bad words to them. i salute you bbm.,2021-12-07 0:00:00,,positive
congrats po sir bbm ang galing nyo po talaga kayo na ang next president ng bansa natin.god bless po keep safe always..we love you!,2021-12-07 0:00:00,,positive
congrats bbm!!,2021-12-07 0:00:00,,positive
so proud of you po apo bbm,2021-12-07 0:00:00,,positive
god bless the next president of the philippines,2021-12-07 0:00:00,,positive
"you really made us very proud, pbbm! 🙂",2021-12-07 0:00:00,,positive
"allow me to share my insight and intuition. bong bong marcos is ""the universe choice"". he is meant to be the next president of the philippines. it is his destiny to lead. to bring the philippines to where his dad originally wanted us to be. we are fortunate because it in our lifetime that it will happen. just like what his dad saidcan you argue with destiny? so be it! bbm is just as surprise as you are that so many people are rooting for him for presidency. we are not saying that other presidential candidates are a bad choice or not capable to lead. all candidates are equally capable. but out of a million chance to bring the philippines out of hardship, we only have 1 and only chance. allow destiny to take its own course. spread love. not hate. a decade ago, one elderly woman whom i met said ""if the philippine heal.the world heal."" this i long to see to save the future of our children and children's children. ..god bless philippines..pl ease respect my opinion.. mother said we have divine justice.. farther said do not argue the destiny.. son sings let it be.. berry bongbongmarcosf orpresident2022",2021-12-07 0:00:00,,positive
god bless you sir! our family is behind you and sara!,2021-12-07 0:00:00,,positive
congrats po my future president..may the almighty guide and bless u..,2021-12-07 0:00:00,,positive
we also congratulate other candidates with their bravest appearances sa kanilang debate .. grabi kayo .. ganda ng debate very friendly..,2021-12-07 0:00:00,,positive
congratulations pops i am so proud of you po,2021-12-07 0:00:00,,positive
congratulations sir!,2021-12-07 0:00:00,,positive
"congratulations sir bbm, looking forward for another debate, galing nyo po mypresidentbbm2 022",2021-12-07 0:00:00,,positive
congratulations my president,2021-12-07 0:00:00,,positive
m very kappy for u sir bbm u attended n made good at the smni presidential debate n m so proud of u sir bbm congrats sir. go go go onward for ur victory sir u will be our next presudent 2022😍😍,2021-12-07 0:00:00,,positive
you did a great job sir! i salute you you prove to all of your fans how realistic and action driven your answers are. just wow! laban bbm!,2021-12-07 0:00:00,,positive
karapat dapat po talaga kaung mamuno po sa buong bansa pres.bbm soon..kasama nio po kmi sainyong pagsulong ng pagkkaisa ..maraming salamat po sa mga positibo po niong pinakkita para sa bayan,2021-12-07 0:00:00,,neutral
"congratulations my bbm, galing talaga sumagot",2021-12-07 0:00:00,,positive
"you all nailed it, but you outshone them with your pragmatic solutions.",2021-12-07 0:00:00,,positive
i al satisfied with the way you interpolate the questions and excellent composure of a true leader so my precious vote is for you,2021-12-07 0:00:00,,positive
"i have watched pres.ferdinand marcos on youtube,how he delivered his speech.. he sounds like bbmhe is destine to be our next pres.. like his father, pres.fem",2021-12-07 0:00:00,,positive
a very big congratulations to my upcoming president bbm.,2021-12-07 0:00:00,,positive
god bless you always bbm from pangasinan ilocano kami,2021-12-07 0:00:00,,positive
mama len len cooking even in difficult times whehen prest thats what she will do in diffivult times,2021-12-07 0:00:00,,neutral
congratulations sir bbm wala ka talagang kapantay down ko earth ka parin kagaya ng inyo g father hindi mo kinalimutan ang mga mahihirap gusto ko pong mabalik ang masagana at kadiwa para sa amin mahihirap we proud of you is kaya ako nag paregesterd dito sa hongkong para maka boto para sa bansa po po natin,2021-12-07 0:00:00,,positive
congratulations to my becoming president bbm ..godbless po,2021-12-07 0:00:00,,positive
congratulations sir bbm,2021-12-07 0:00:00,,positive
"answered prayer. bbm for president .thank you lord,amen",2021-12-07 0:00:00,,positive
proud of you sir. simply the best,2021-12-07 0:00:00,,positive
"my vote is for bbmhe answered related to the questions and clearly address present the solution to the problem of our country. bbm is the one! let's vote for a leader who has the vision of our nation's progress, development a unifying president among its people.. that is why ""i am proud that bong bong marcos is my president""",2021-12-07 0:00:00,,positive
solid apo bbm landslide .we are proud ilocanos.godble ss philippines,2021-12-07 0:00:00,,positive
congratulations,2021-12-07 0:00:00,,positive
congratulations po sir bbm!!,2021-12-07 0:00:00,,positive
congratulations bongbong marcos i am rooting for you because i am confident that you can carry the country especially with regards to foreign relations. whatever issues your family had i believe it when you said that you will comply with the court's decision. be safe and perform your duties once elected.,2021-12-07 0:00:00,,positive
congratulations my president,2021-12-07 0:00:00,,positive
"please prioritize nyo din po ang maayos na serbisyo ng mga ahensya ng gobyerno sa publiko. government employee complaint hotline lalo na sa ss, pagibig, psa at mga kapulisan. ito ay para ma assess ang kalidad ng trabaho na kanilang ginagawa. public service satisfaction survey para hindi abusado, tamad at bastos ang nga nagttrabaho sa mga ahensya ng gobyerno!",2021-12-07 0:00:00,,neutral
"outstanding debate! your the best bbm , ilocanos pride!",2021-12-07 0:00:00,,positive
congrats sir were proud of you godbless sir bongbong marcos,2021-12-07 0:00:00,,positive
watching from riyadh ksa god bless bbm marcos pa rin talaga solid from mindoro,2021-12-07 0:00:00,,positive
"congratulations ! to our future president bbm we're proud of u it was a great and with highly respected debate ,thanks god and thanks too for smni for there livestream . god bless u and protect u as well as ur family's and everyone's amen",2021-12-07 0:00:00,,positive
"excellent we are truly proud of youyoure the best keep shining our dear president to be thank you so much for your candidacy. we can feel the love and sincerity of our late president, president ferdinand marcos and the gorgeousness of your mother, the first lady, imelda r. marcos sama sama tayong babangong muli mahalinnatinang pilipinas bbmsara2022",2021-12-07 0:00:00,,positive
congratulations our soon to be president bbm..,2021-12-07 0:00:00,,positive
you are welcome bbm and god bless you today and for always.,2021-12-07 0:00:00,,positive
the best of the best.. brilliant godbless our future president bbm,2021-12-07 0:00:00,,positive
the best debate so far to the highest level,2021-12-07 0:00:00,,positive
god blessed mr. fedinand bong bong marcos for president 2022 be strong god is our strength.,2021-12-07 0:00:00,,positive
"undoubtedly, bbm is brilliant, diplomatic, logical and a good statesman!! highlyqualifie d to lead a struggling nation in these trying times. go for the win, my president!! bbmsara2022",2021-12-07 0:00:00,,positive
"bbm, u gave ah good answer, well said ,salute to you mr. president.",2021-12-07 0:00:00,,positive
proud uniteam supporter here. from leyte,2021-12-07 0:00:00,,positive
maraming salamat po papa lord at nasagot po ng boong puso at pagmamahal sa kapwa ang lahat ng tanong ni bbm kaya magiisip na po tayo ng mabuti para sa pagkakaisa ng bansa natin,2021-12-07 0:00:00,,neutral
praying for your victory our next president.,2021-12-07 0:00:00,,positive
"congratulations smni job well done. congratulations to the 4 presidential participants bbm, leody, gonzales abellana you did your best to answer the difficult questions thrown by the professional panelists. the smni presidential debate will boost increase the voters trust for bbm. mabuhay bbm solid po tayo, sure winner na, whether you like it or not.",2021-12-07 0:00:00,,positive
i watched the debate n was impressive. bbm sara uniteam.. mabuhay n praying for the win uniteam.,2021-12-07 0:00:00,,positive
we are proud of you sir,2021-12-07 0:00:00,,positive
"philippines 17th president..o ur very own bbm, hail from the north..proud ilocana here ..brilliant, humble, kind and god fearing..can' t wait to see u sir back in malacañang..g od bless u and vp sarah",2021-12-07 0:00:00,,positive
"we love you bbm, sana maipagpatuloy mo ang mga plano ni tatay digong, we love uniteam",2021-12-07 0:00:00,,positive
"my pres. bbm, brilliant like his late father pres.femarcos",2021-12-07 0:00:00,,positive
the best brilliant man,2021-12-07 0:00:00,,positive
congrats ninong,2021-12-07 0:00:00,,positive
bbm sara team god bless po,2021-12-07 0:00:00,,positive
"congratulations sir bbm, we love you",2021-12-07 0:00:00,,positive
bbm congrats. stay and healhty. you're g,2021-12-07 0:00:00,,positive
god bless you our up coming president marcos!!,2021-12-07 0:00:00,,positive
bbm very proud here pilipino here in milan italy. pinuyat nyo ako sa panonood galing ng future president ko very cloud and clear mga sagot. mapa english man or tagalog galing sumagot. kahit ang hirap ng mga question.,2021-12-07 0:00:00,,positive
im so proud of you president bbm.,2021-12-07 0:00:00,,positive
"proud of you sir bbm our next future president.. god bless you and uniteam,",2021-12-07 0:00:00,,positive
congratulations my president,2021-12-07 0:00:00,,positive
the best ang smni news kudos dapat ganito ang manga debates walang siraan kundi plataporma at mga plano para sa ating bansang pilipinas congrats candidates salute,2021-12-07 0:00:00,,positive
congratulations too our new president,2021-12-07 0:00:00,,positive
"para sa amin bongbong marcos bbm for president, eto lng ang natatanging magpapatuloy ang sinumulan ng kanyang yumaong ama the late, the great president ever in history of the philippines sir ferdinand marcossr sama sama taung magtutulungan para maihaon tau sa kahirapan, marami ciang plano para sa bayan at para sa mamayang pilipino. once a again, it is a great honor and pleasure to have bongbong marcos to be the next president of the republic of the philippines this coming election on may 2022, solid north solid ofw solid ilocano solid filipino., mabuhay po taung lahat and godbless you sir bongbong marcos, good health always at ipagdasal ka nmn lagi na ikaw na ang manalo at pahabain pa buhay nyo po. we love and we takecare of you.,😍ofw from dubai",2021-12-07 0:00:00,,positive
mabuhay uniteam godbless philipines bbm bring back muli to mlknyang palace bbm next president bbm,2021-12-07 0:00:00,,positive
congratulations po sir,2021-12-07 0:00:00,,positive
i am so proud of you sir.,2021-12-07 0:00:00,,positive
congratulations my president!,2021-12-07 0:00:00,,positive
smni is not a bias real or true news broadcasting bbm bbm sarah uniteam,2021-12-07 0:00:00,,neutral
congrats bbmsolid bbm,2021-12-07 0:00:00,,positive
so proud of you my dear next president of the rep. of the phil. bbm,2021-12-07 0:00:00,,positive
we're so proud of you mr. bbm our next president,2021-12-07 0:00:00,,positive
we're so proud of you,2021-12-07 0:00:00,,positive
congrats po sir bbm.. good luck po and godbless..unit eam,2021-12-07 0:00:00,,positive
we proud of you sir bongbong marcos our next president solid bbmsara2022 from quezon city,2021-12-07 0:00:00,,positive
"stand out talaga ang mga plano mo para bayan, kaya di ako nagkamaling iboto kita last election at siyempre ang suporta ng aming buong pamilya sayo. gabayan at ingatan ka nawa lagi ng dios",2021-12-07 0:00:00,,neutral
congratulations po bbm god bless po,2021-12-07 0:00:00,,positive
god bless uniteam we love you,2021-12-07 0:00:00,,positive
mabuhay ka bbm ikw ang pina ka best bbm sara uniteam we love you,2021-12-07 0:00:00,,positive
you nailed it with confidence my dear president,2021-12-07 0:00:00,,positive
thr best from the north ilokano dayta,2021-12-07 0:00:00,,positive
we are so proud of you our president bbm.. congratulations po we love you bbm,2021-12-07 0:00:00,,positive
"an impromptu answer to questions ask only during the debate, only shows he has the right solutions and not from anybody else. i think you are right person for this position sir.",2021-12-07 0:00:00,,positive
kudos to you my president! congrats also to the other 3 candidates which i think after the debate can now be 2nd placer in the presidential survey!,2021-12-07 0:00:00,,positive
we r so proud of u pops ..ang galing mo pops!! we will support u until the end..,2021-12-07 0:00:00,,positive
congrats sir bongbong marcos youre the best president mabuhay philippines,2021-12-07 0:00:00,,positive
a sensible debate worth watching!,2021-12-07 0:00:00,,positive
thank you bbm ikaw talaga ang karapat dapat maging pangulo ng bansa. kapakanan ng pilipinas ang una sa lahat.,2021-12-07 0:00:00,,positive
stay safe and healthy po!,2021-12-07 0:00:00,,positive
"you are the best among them all sir bbm, truly our next president!! 3 3 3",2021-12-07 0:00:00,,positive
god bless you always our beloved president bongbong edralin marcos jr,2021-12-07 0:00:00,,positive
we will always support you sir bbm proud to have you as my next president.,2021-12-07 0:00:00,,positive
congratulations po sir,2021-12-07 0:00:00,,positive
kudos to the 4 presidentiables galing niyong lahat,2021-12-07 0:00:00,,positive
te bat magkamukha tayo avatar,2021-12-07 0:00:00,,neutral
we love you bbm.. .. god bless you po,2021-12-07 0:00:00,,positive
"kudos mr. pres. you did a good job, also the two men behind you kudos in god's will hopefully yong 2 po na nkadebate nyo give them chance kc po mapi feel din yong pagiging mkabayan nila 2",2021-12-07 0:00:00,,positive
our future president we are so proud of you,2021-12-07 0:00:00,,positive
so proud of you. our future president,2021-12-07 0:00:00,,positive
"congratulations po sir bbm you deserved to be the president of the philippines, just like your father pres. ferdinand e. marcos the best.",2021-12-07 0:00:00,,positive
yes bbm lang ang qualified to be our president. god bless the phils,2021-12-07 0:00:00,,positive
so proud of you pops,2021-12-07 0:00:00,,positive
that is my president! congrats,2021-12-07 0:00:00,,positive
congratulations to my president,2021-12-07 0:00:00,,positive
congrats sir bbm god bless you always and your family,2021-12-07 0:00:00,,positive
congrats po bbm at mam sarah,2021-12-07 0:00:00,,positive
truly proud of you our future president,2021-12-07 0:00:00,,positive
bbm our next president good luck god bless you always,2021-12-07 0:00:00,,positive
congratulations sir,2021-12-07 0:00:00,,positive
outstanding debate like the format,2021-12-07 0:00:00,,positive
congrats sir bbm,2021-12-07 0:00:00,,positive
congrats yong napangiti mo ang prof sa sagot mo,2021-12-07 0:00:00,,positive
congrats po .. keep safe and stay healthy bbmsarah solid,2021-12-07 0:00:00,,positive
"bbm you are the most qualified candidate for the position, ready enough to be our next president bbmsara2022",2021-12-07 0:00:00,,positive
they heard pres.bbm the impressive answers coming from yours in which it is very smooth in ears to hear and exactly what the counries needed today.i hope that the salary decentralizatio n came to your mind soon when you are sitting as president.stay safe and good bless,2021-12-07 0:00:00,,positive
my president bbm keep safe always sa mga lakad mo.. god bless you always..,2021-12-07 0:00:00,,positive
"tough questions, great answers, fierce panelists, outstanding participants..",2021-12-07 0:00:00,,positive
"congratulations smni and to all 4 candidates who show their bravery and sincerity in answering all the questions. we enjoyed much. can,t wait for another round of presidential debates.",2021-12-07 0:00:00,,positive
proud of you pbbm!,2021-12-07 0:00:00,,positive
eto ang totoong presidential debate! interesting panuorin.. 😍 salute to all of you sir and to smni network and to the moderator prof. carlos i wish hopefully isa ka sa maging secretary of deped and foreign affairs soon madam.. good job well done and keep it up!,2021-12-07 0:00:00,,positive
"yes sir nanuod po kami mga supporters nyo ang galing mo talaga sir our future president your answer is brilliant you deserve na maging presidente namin para sa pag babago ng ating bansa ,congratulation s po",2021-12-07 0:00:00,,positive
congrats future president napahanga mo kami saiyong mga plano sa bansa solid bbm lang matalino at makabayan,2021-12-07 0:00:00,,positive
bbm s the best at all ans.veey well perfectly he s a brilliant mind ..,2021-12-07 0:00:00,,positive
"bbm the next president of the philippinescongratz and godbless po,mag ingay din po kayu palagi",2021-12-07 0:00:00,,positive
great job sir!,2021-12-07 0:00:00,,positive
proud of you our next philippine president.keep safe always bbm uniteambbmsara,2021-12-07 0:00:00,,positive
very proud of you our next president ferdinand bongbong marcos keep safe and god bless always. make philippines be proud again,2021-12-07 0:00:00,,positive
san diego for bong bong he is the man !!,2021-12-07 0:00:00,,positive
"we are very proud of you sir bong bong marcos ..our next president.. ikaw ang leader na kailangan ng sambayanang pilipino, para sa tunay na pagbabago.. god bless you po sir.",2021-12-07 0:00:00,,positive
congrats po apo ferdinand bong bong marcos the next president god bless you po sir bbm.,2021-12-07 0:00:00,,positive
"kudos to the 4 gentlemen the debate gave us lots of insights and realizations. adding up to my firm belief that bbm is more than ready to be the next president is the admiration for the other 3 candidates. well done smni and brilliant panelists, the bar is set high for the next debates, big challenge for cnn, i hope you can do the same",2021-12-07 0:00:00,,positive
"i humbly ask the future president bongbong marcos to give subsidies financial support for the salary of struggling private school teachers from government fundings, our family owns a struggling private grade school.please help the struggling private school too",2021-12-07 0:00:00,,neutral
yana diaz mostajo yes driks. mahalin nating ang pilipinas para sama sama tayong babangon muli. ganun dpat,2021-12-07 0:00:00,,neutral
the 4 candidates who didnt attend the debates are obviously doesnt want to take the risk of losing their votes. because they know the questions will be harder and intense. they have to show knowledge and intelligence live to people with impromptu follow up questions from panelists which i doubt they all have. these panelists are not celebrities or journalists who can just ask easy peasy kindergarten questions. their skills are specialised in political science. every words from the candidates are analysed and measured.,2021-12-07 0:00:00,,negative
mabuhay !! bong bong marcos god bless you,2021-12-07 0:00:00,,positive
thanks president bongbong for making us proud.. god bless.,2021-12-07 0:00:00,,positive
you are the best among the rest bbm,2021-12-07 0:00:00,,positive
joyjoy sion carna bbm,2021-12-07 0:00:00,,positive
this is the kind of debate that we need thank you for your father who shaped and taught you pops,2021-12-07 0:00:00,,positive
"congrats sir, the next president!",2021-12-07 0:00:00,,positive
congratulations,2021-12-07 0:00:00,,positive
congratulations sir bbm your the best,2021-12-07 0:00:00,,positive
congratulations sir bbm,2021-12-07 0:00:00,,positive
god bless you always sir bongbong marcos and keepsafe always,2021-12-07 0:00:00,,positive
yes very very strong leader next,2021-12-07 0:00:00,,positive
congratulations paps,2021-12-07 0:00:00,,positive
good job sir. looking forward to hear more of this kind of debate sensible!,2021-12-07 0:00:00,,positive
solid po here my mom and my family po,2021-12-07 0:00:00,,neutral
congratulations sir bbm! you did a good job! ..and i also want to express my congratulatory to the three brave candidates as well for having the guts to show up! bbm4president20 22 mayorindaysarah 4vicepresident2 022,2021-12-07 0:00:00,,positive
the last man standing!,2021-12-07 0:00:00,,neutral
a very tough question with a great answercannot wait to see him raise our flag representing our country for the filipinos sa pinas man or sa ibang bansa,2021-12-07 0:00:00,,positive
we love u bbm.ingat ka palage,2021-12-07 0:00:00,,positive
we love you! my president!,2021-12-07 0:00:00,,positive
balita ko hinihingi daw ata ng kampo ng kabila yung kopya ng questions.meron bang ganon😂.anyway mas may key naman sumagot si sir abella kesa sa mga d dumalo kya ok lang..bbm does proves that he has the guts and wisdom to be the next president of the republic of the philippines.als o kudos to prof. carlos and the panel list of smni.bravo,2021-12-07 0:00:00,,positive
congratulations you deserved my vote mypresidentferd inandemarcorjr uniteambongbong saraandparty,2021-12-07 0:00:00,,positive
"sir ferdinand "" bongbong "" marcos at ma'am inday sara duterte, alam po naming mga kapwa ko pilipino na kayo pong dalawa ang makakapagpatulo y ng magandang pagbabago ng ating bansa. kasama nyo po kami sa inyong laban. mag iingat po kayo palagi we love you",2021-12-07 0:00:00,,positive
we love you our next president bbm god bless you always and you always protect him to both of you vp sara,2021-12-07 0:00:00,,positive
congratulations,2021-12-07 0:00:00,,positive
"bongbong marcos i and my grandparents used to watching apo marcos speeches, especially the one he addressed the american nation under president reagan, he was so full of admiration your dad was, for 6 years old and that was me weve grown up in the philippines under martial law never we felt like being a victim by it but in fact, we were fully secured then after 52 years later, there was you delivering the most admired debate on your own mission to lead our nation and push to progress not just us your supporters but to all filipinos inside and outside the philippines tara na inang bayan kung pilipinas gisingin mo na ang buong taong bayan upang magkaroon na ng peace and prosperity hint way to progressive nation, create affordable housing, create jobs with fair wages, create modern technology, get rid of the greedy companies such as water, energy and minimise imports that can be processed and produced locally a creative nation will lead its people to creativity mayor inday sara duterte for vice president of the philippines 2022 uniteambbmsara2 022 unitedwestand dont",2021-12-07 0:00:00,,positive
so proud of you my president bbm,2021-12-07 0:00:00,,positive
"we love u bbm ,..god bless po sa lahat ng oras",2021-12-07 0:00:00,,positive
best presidential interview so far!,2021-12-07 0:00:00,,positive
proud moment in philippine history. same feelings with fem sr.,2021-12-07 0:00:00,,positive
now we know the intellectual level and preparedness of the president that we will vote on may 2022 election. salute to the staff behind smni debate for doing this with class. worth to watch. but i wonder where are the other president aspirant?? answering the line of questions here seems like defending your thesis salute to bbm !! and those other gentlemen. very smart!!,2021-12-07 0:00:00,,positive
"majority are excited to see this awesome leaders to lead our country highly salute to uniteam unbreakable god bless mam maharlika at atty glen chong, congreman pulong duterte, toni gonzaga soriano, benhur abalos, atty rodriguez, mam mj quimbao reyes sa pagsuporta sa uniteam unbreakable",2021-12-07 0:00:00,,positive
congrats mr. president.. ang lakas ng mga sagot tagos hanggang puso yung may mas diin.. abella and gonzalez kudos din sa inyo ang gaggaling niyo rin pareho mas matalino pa kayo kaysa sa natira,2021-12-07 0:00:00,,positive
"salute to all the presidential candidates who participated to the smni debate. sec gonzales, ka leody and gen abella made their own parade especially gen abella but .. your parade our future president bbm stood out among the 3! you made us all proud!",2021-12-07 0:00:00,,positive
thank you smni for raising the bar on how we'll better know the national candidates on how can they handle any situation or crisis that might happen during their reign. and the panelist are tough enough on their questions only smart intellectual can comprehend. the venue was cool spectacular. good job smni!,2021-12-07 0:00:00,,positive
congratulations bbm,2021-12-07 0:00:00,,positive
kudos! kudos! kudos! kudos! you made us confirm that you are the rightful president for pinas and its people. we will support you all the way and cooperate to your mission of unity. we pledge our loyalty to the uniteam and it is vision. yahweh bless us in jesus name amen.,2021-12-07 0:00:00,,positive
jocelyn quejamiguel amen i agree in the mighty name of jesus,2021-12-07 0:00:00,,positive
my family and friends support you sir bbm.. kahit mga friends kung taga bicol kayo po ang iboboto.. god bless always sir stay healthy ..,2021-12-07 0:00:00,,positive
truly impressive debates..,2021-12-07 0:00:00,,positive
the best po kau mr bong bong marcos,2021-12-07 0:00:00,,positive
"great job, my president.. bbmforpresident 2022",2021-12-07 0:00:00,,positive
you nailed it!,2021-12-07 0:00:00,,positive
"hehehe..yee ss to bbm. god bless bbm, god bless philippines. mabuhay!",2021-12-07 0:00:00,,positive
soon to be president god bless you po,2021-12-07 0:00:00,,positive
tindig ni apo lakay..,2021-12-07 0:00:00,,neutral
"sec gonzalez sec abella deserves to have a position in the next administration, high respect to them both. bbmsara",2021-12-07 0:00:00,,positive
"you nailed it bbm, asan yung mga, nagpaparatang na wala ka natapos na degree, sila ang umatras sa intellectual debate. i stand by you our next commander in chief, you have the heart, the knowledge and the capacity to rule our country. philippines will be great again.",2021-12-07 0:00:00,,positive
congratulations mr. president. claim it,2021-12-07 0:00:00,,positive
"grabe po ang dami lalo ang humanga sa inyo. si usec lorraine na anti marcos ay pro bbm na ngayon, she is soo proud of you sir bbm and also ka eric , napahanga sila sa sagot nyo about npa at sa iba pang tanong na nasagot po ninyo ng maayos, kayo po ang hinangaan nila at naramdaman nila sa puso at isip ninyo na may sagot sa kahirapan at problema ng bansa.",2021-12-07 0:00:00,,positive
my heart is with you future pres bbm. lets make this nation great again.,2021-12-07 0:00:00,,positive
congrats goodluck and godbless bbm and sarah duterte,2021-12-07 0:00:00,,positive
congratulations my pres,2021-12-07 0:00:00,,positive
you nailed it sir,2021-12-07 0:00:00,,positive
congratulations president bbm,2021-12-07 0:00:00,,positive
"mas magaling pa ang mga bagong station sa pag ho host nang ganyan d tulad nang iba na kulang nalang hubaran at sampalin ang kanilang bisita sa programa , sila ba ang salamin nang mga pilipino na nakilala natin nakakalungkot.",2021-12-07 0:00:00,,neutral
we love you bbm pride of ilocos region,2021-12-07 0:00:00,,positive
godbless my president bbmsara2022,2021-12-07 0:00:00,,positive
congrats bbm!,2021-12-07 0:00:00,,positive
"congratulations sir bongbong marcos, very smart, so intelligentyou re a true leader in heart, mind spiritgodbless you more",2021-12-07 0:00:00,,positive
anne bayon yes ate anne yan yun kinukutya nila anti na my utak hindi litaw isip😂 siraan man nila si bbm still marami my gusto..bbm,2021-12-07 0:00:00,,neutral
"mona bayon truei know , im following his activities",2021-12-07 0:00:00,,neutral
you nailed it as always,2021-12-07 0:00:00,,positive
congrats sir ferdinand!,2021-12-07 0:00:00,,positive
congratulations you did very well apo bongbong!,2021-12-07 0:00:00,,positive
"yes sir!! good job po, future president!! kudos to smni news for their amazing presidential debate last night. and also to all the panelists, napakaganda ng mga tanong at pagdeliver.",2021-12-07 0:00:00,,positive
bbm u are the best!congratula tions! we love youu marcosloyalisth ongkong,2021-12-07 0:00:00,,positive
congrats and keep safe po may future president bbm,2021-12-07 0:00:00,,positive
i am proud of you bbm you are the best,2021-12-07 0:00:00,,positive
so smart bbm. praying for you.,2021-12-07 0:00:00,,positive
my president bilang isang ofw sana mayroon din kaung mas pinagandang plataporma para sa mga katulad namin,2021-12-07 0:00:00,,neutral
congrats sir bong bong.soon to be president,2021-12-07 0:00:00,,positive
may the leading of the godsholy spirit always be w you to guide protect you..our future president in 2022bbmarcos.,2021-12-07 0:00:00,,positive
",pag kayo po naging pangulo sana maisama sa gagawin niyong pag angat s kahirapan mga taong nasa kalye na ginagawa ng bahay ang side walk,park, overpass,etc s buong bansa, , ilocanoak bbmsara2022",2021-12-07 0:00:00,,neutral
ni el ni el syempre hindi yan magagawa dahil pangunahing gagawin ay magnakaw sa kaban ng bayan,2021-12-07 0:00:00,,neutral
i hold an ma in ed fr teachers college. columbia univ. msy i send you an opiniom paper on how to improve the quality of our education?,2021-12-07 0:00:00,,neutral
mabuhay our future leader bongbongsara unstoppable mabuhay uniteam,2021-12-07 0:00:00,,positive
congratulations mr.marcos 😍,2021-12-07 0:00:00,,positive
bbm solid you're the bestcongrats to our soon president..pray ing for your gudluck sir,2021-12-07 0:00:00,,positive
"yes, congratulations bbm you really did well",2021-12-07 0:00:00,,positive
congratulation sir bbm ingat po kayo plagi,2021-12-07 0:00:00,,positive
proud of you future beloved president.,2021-12-07 0:00:00,,positive
""" you're absolutely correct"" congratulations po future president marcos!",2021-12-07 0:00:00,,positive
we love you bbm godbless po always take care!!,2021-12-07 0:00:00,,positive
yan ang bbm nmin my malasakit sa bayan.,2021-12-07 0:00:00,,neutral
were so proud of you bbm your really our president for 2022 solid po kami,2021-12-07 0:00:00,,positive
brilliant and rising up and shine the next president of the philippines bbm.,2021-12-07 0:00:00,,positive
"your the true leader , love watching you",2021-12-07 0:00:00,,positive
"ang galing mo mr president, just stay humble, and we will continue supporting you.",2021-12-07 0:00:00,,positive
we are really proud of you my president,2021-12-07 0:00:00,,positive
"sir bbm pls watch smni night lune news feb 17, 2022 re bri, build back better, quad and aukus as explained by atty. arnedo valera an international lawyer. this might be touched by prof carlos in your next debate. goodluck. fyi. god bless my president.",2021-12-07 0:00:00,,positive
the best! for the win !,2021-12-07 0:00:00,,positive
round 2 please..congr ats to smni panelists..goo d job..,2021-12-07 0:00:00,,neutral
"""ang humihingi ng advance question na candidato mga bobo yan"" prof. clarita carlos da best kudos our next president ferdinand romualdez marcos jr. god bless philippines",2021-12-07 0:00:00,,positive
the best debate ever!,2021-12-07 0:00:00,,positive
"good job sir bongbong marcos.. congratulations .. hindi ka na rin utal utal magsalita gaya ng batikos sa'yo ng karamihan at napansin ko rin na ganon ka nga noon sa mga una mong interviews pero nasasaktan kami sa tuwing naririnig namin yong mga ganong batikos.. tinapos ko talaga ang buong session.. again, congratulations .. lahat ng bagay pweding mabago basta gugustohin at determinado.. thank you sir.. salute.. god bless philippines..",2021-12-07 0:00:00,,positive
"very intelligent, brilliant answers yan ang dapat namumo sa bansang pilipinasgod bless bbm",2021-12-07 0:00:00,,positive
you gave the best answer among them all our president. 2nd abella 3.gonzales 4.ka leody row 4 bagsak leni pacman lacson isko,2021-12-07 0:00:00,,positive
im proud of you bbm my president.,2021-12-07 0:00:00,,positive
bbm congratulations po mabuhay po kyo !,2021-12-07 0:00:00,,positive
