text,created_at,like_count,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
bongbong marcos still preferred election 2022 presidential bet pulse asia survey,2022-02-13 08:13:25,303,,,,,,
pinkclad supporter lined street qc showing different poster robredo waving flashing l sign campaign vehicle passed,2022-02-13 01:29:34,202,,,,,,
watch pink sunday grand rally supporter leni robredokiko pangilinan tandem quezon memorial circle sunday feb 13 2022 jun sepe abscbn news,2022-02-13 03:15:00,825,,,,,,
multisectoral group showed campaign rally vice president leni robredo running mate kiko pangilinan affirmed support respective candidacy may 2022 poll read,2022-02-13 13:02:32,214,,,,,,
pangilinan met sea pink answered people cry support vow stand alongside hardworking filipino presidential aspirant vice president leni robredo win upcoming poll,2022-02-13 08:20:00,246,,,,,,
presidential candidate vice president leni robredo express gratitude supporter saying love receiving push work 18 hour read story,2022-02-13 06:51:16,557,,,,,,
presidential candidate leni robredo running mate kiko pangilinan lead pink rally quezon memorial circle,2022-02-13 02:40:16,232,,,,,,
presidential bet leni robredo alludes lenlen series mocking work ethic say draw strength kakampinks continue working 18 hour day campaign,2022-02-13 05:00:35,263,,,,,,
thanks organizer bfp pnp qc lgu fine thanks also turning lenikikos car front u well worth wait suspenseful omg moment passed nice,2022-02-13 05:10:19,798,,,,,,
qc robredo alludes lenlen series really putting together know work lot love give u give u strength work 18 hour every day,2022-02-13 02:09:54,5390,,,,,,
magnanakaw motorcade cavite,2022-02-13 02:43:41,3883,,,,,,
read vp leni robredos camp release statement quezon city lgus reminder comply campaign protocol acknowledge concern quezon city government extend thanks vigilance take full responsibility say,2022-02-13 06:10:03,471,,,,,,
look thousand supporter clad pink greet presidential candidate vice president leni robredo running mate sen francis kiko pangilinan team campaign rally quezon memorial circle sunday,2022-02-13 21:00:00,404,,,,,,
bp related leni clean track record achievement exemplary credential proven woman action lot people cant accept reason porridge lmao dont want woman lead country turn blind eye instead,2022-02-13 08:14:51,305,,,,,,
good morning happy support 2022 200 attended lenikiko tandem pink sunday abscbn news,2022-02-13 23:21:10,732,,,,,,
plan presidential candidate bongbong marcos win may 9 rally mandaluyong city say fix agri sector fix healthcare system revive tourism industry reiterates call unity,2022-02-13 11:28:19,166,,,,,,
never let false asia dictate may 2022 election people vote let u focus campaign goal work harder persevere keep momentum far good bicol batangas laguna bataan zambales olongapo today qc,2022-02-13 11:10:06,248,,,,,,
much hardworking enthusiastic campaign vp robredo hope kiko candidate chose senate imagine instead diokno trillanes hontiveros et al gadon padilla roque senate know,2022-02-13 15:08:36,2770,,,,,,
look thousand supporter clad pink greet presidential candidate vice president leni robredo running mate sen francis kiko pangilinan team campaign rally quezon memorial circle sunday,2022-02-13 21:00:01,233,,,,,,
went around depressed area house hung leni kiko poster leni campaign team distribution obv design different selfmade bought shopee funny,2022-02-13 06:09:21,202,,,,,,
sister climbed tank put one tarp going road see leni niece hung another tarp window going see hopeful sight havent taken pink lantern la trinidad benguet,2022-02-13 13:28:37,319,,,,,,
hear manalo velarde quiboloy criticize leni ping pacman candidate yes endorse insult kill honor person annoying cpp npa ndf,2022-02-13 14:49:16,488,,,,,,
look thousand supporter clad pink greet presidential candidate vice president leni robredo running mate sen francis kiko pangilinan team campaign rally quezon memorial circle sunday,2022-02-13 06:40:00,205,,,,,,
listen promise must find receipt leni robredo hahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,2022-02-13 01:57:46,919,,,,,,
survey win election vote cast election day leni winning ground shes reached status already,2022-02-13 11:09:29,1309,,,,,,
vp leni revived patriotic heart many filipino thank hope u lenlens throughout philippine well ofws everywhere world seeking good change,2022-02-13 06:12:15,277,,,,,,
sagada resident mostly churchgoer st mary turned day pink sunday wearing pink forming leni posing standee senator leila de lima,2022-02-13 10:13:26,1293,,,,,,
city inasal smile volunteer bacolod city joining today organized tibay husay bike fest show support,2022-02-13 00:14:17,550,,,,,,
robredo matter high economy doesnt make sense something left behind,2022-02-13 02:25:53,656,,,,,,
read quezon city lgu issue reminder pink sunday rally presidential bet vp leni robredo violated several restriction mutually agreed upon thousand flocked quezon memorial circle today amid pandemic,2022-02-13 05:33:14,232,,,,,,
ferdinand bongbong marcos jr skip 3rd major presidential forum time debate citing conflict schedule running mate mayor sara duterte also skip cnn vp debate provide reason,2022-02-13 23:03:18,556,,,,,,
robredo recapping first week campaign camarines sur camarines norte albay sorsogon batangas laguna bataan zambales love give u strength wake every day work 18 hour,2022-02-13 01:54:46,381,,,,,,
look makabayan coalition came full force presidential bet vp leni robredo pink sunday rally senatorial bet neri colmenares quezon memorial circle wasnt able go stage isnt officially part robredos slate,2022-02-13 05:43:33,800,,,,,,
presidential aspirant bongbong marcos topped 2022 election first choice presidential preference survey conducted pulse asia marcos jr got 60 followed presidential aspirant vice pres leni robredo got 16,2022-02-13 10:24:59,579,,,,,,
presidential candidate vp leni robredos spox barry gutierrez unfazed latest pulse asia survey say jan 1924 field work poll done way early capture gamechanging presidential interview forum robredo performed well,2022-02-13 11:30:05,257,,,,,,
one watch people warm happy welcome vp leni tear eye tear really low drama real like bottom see hope vp leni,2022-02-13 03:13:11,2160,,,,,,
love show give strength wake early every day work 18 hour leni robredo set fiire,2022-02-13 01:52:42,1329,,,,,,
methinks possible mindanao somewhere visayas always luzon leni still big vote vismin 2016,2022-02-13 07:37:05,250,,,,,,
fave moment ago everybody say say magic word leni work 18 hour everybody woohoo im lenlen im lenlen,2022-02-13 05:22:07,398,,,,,,
even without promised box bread entire quezon memorial circle flooded pink today one pink fight number people stood town,2022-02-13 08:00:18,2645,,,,,,
camp presidential candidate vp leni robredo owns health protocol violation qc rally attended thousand today,2022-02-13 08:29:43,315,,,,,,
true really give amount support sir kiko pangilinan chosen maam leni reason met day way smiled u even initiated fist bump felt really warm say lot character,2022-02-13 10:16:15,251,,,,,,
read camp pres candidate comment latest pulse asia survey result,2022-02-13 11:29:00,326,,,,,,
robredo opponent preparing long time dont resource dont machinery dont strength fight said sen kiko fight belief clean honest management,2022-02-13 02:12:48,327,,,,,,
robredo alludes lenlen series describing ovp going beyond mandate shown ovp even though power given u small job 18 hour day,2022-02-13 02:19:39,293,,,,,,
watching live streaming feel energy sincerity desire good leadership goosebump see seems like coming back filipino worth dying variation filipino hungry good sincere leadership pls lord,2022-02-13 04:22:31,228,,,,,,
joined vp lenis grand rally qc circle today able see close hold hand witnessing amount support knowing one stayed start confidently say good hand,2022-02-13 03:05:52,485,,,,,,
bbm made heat love burn even add vote leni style havent learned insult trample bbm people love,2022-02-13 06:08:30,602,,,,,,
sorry guy im insulting overdoing bbm doesnt deserve treated like bbm marcos family kind matter insulting dont reciprocate sometimes get annoyed kind,2022-02-13 15:06:59,579,,,,,,
second highest official country vp leni robredo safeguard protects interest people territory independence,2022-02-13 11:32:22,579,,,,,,
whole day,2022-02-13 02:41:36,263,,,,,,
apparently bongbong marcos makati today let see binays welcome,2022-02-13 02:35:03,331,,,,,,
im curious platform marcos jr know share also attend debate coward,2022-02-13 23:51:48,239,,,,,,
60 pulse asia survey thank much continuing support team bongbong marcos long live philippine,2022-02-13 16:48:24,265,,,,,,
crowd excitement palpable waved pink ribbon balloon poster air kakampinks showed qc across metro manila nearby province chanting one name leni,2022-02-13 06:25:47,716,,,,,,
far secondlenlen need miracle,2022-02-13 09:06:04,446,,,,,,
presidential candidate vp leni robredo running mate sen kiko pangilinan wont attending debate hosted smni pastor apollo quiboloy fbi wanted list sex trafficking tandem already set visit panay island feb 1516,2022-02-14 06:05:24,4639,,,,,,
honored humbled stand shoulder shoulder national artist virgilio almario ben cab joined u virtually baguio ryan cayabyab alice reyes ramon santos great honor get support artist different field,2022-02-14 22:45:06,35253,,,,,,
leni lacson pacquio giving many valid reason wouldnt attend meanwhile bbm sara would attend since close personal relationship smnis owner cant believe people still support bbm,2022-02-14 06:31:58,1679,,,,,,
presidential candidate vp leni robredo receives rose volunteer group mga gwapo leni valentine day feb 14 lenikiko headquarters along katipunan ave quezon city vplr medium bureau via,2022-02-14 12:56:01,7745,,,,,,
presidential candidate ferdinand bongbong marcos jr running mate davao city mayor sara duterte attend cnn philippine debate february 27 network announced,2022-02-14 00:19:24,1177,,,,,,
bishop teodoro bacani spiritual adviser el shaddai say bro mike velardes endorsement marcosduterte sanctioned group wrong anyone voted president bongbong marcos bacani said radyo veritas today,2022-02-14 07:14:56,2990,,,,,,
robredo receives pink rose mga gwapo leni,2022-02-14 09:19:02,2356,,,,,,
team leni robredo strongly condemns attack volunteer call comelec authority take immediate action protect democratic value electoral process violence intimidation place civilized world,2022-02-14 05:44:54,4100,,,,,,
look vice president leni robredo visit pnp national headquarters meet pnp chief gen dionardo carlos vp leni medium bureau,2022-02-14 06:23:12,4376,,,,,,
vic rodriguez confirms bongbong marcos wont attend cnn debate participate smni debate tuesday smni owned pastor apollo quiboloy endorsed uniteams bid via kristine patag,2022-02-14 01:57:27,618,,,,,,
im almost braintired wont miss venomous lie pseudointellectual marcos propagandist like thea tan fool filipino people 1 marcoses stole public treasury pnb stock share pldt central bank,2022-02-14 15:34:46,499,,,,,,
watched marjorie barretos vlog vp leni spoiler alert cried hahaha 1 everything said marjorie barretto julia barretto dani barretto take back apologize even saying 2 vp leni authentic genuine love,2022-02-14 12:11:16,7773,,,,,,
leni ping isko manny let set bongbong leody sure,2022-02-14 20:44:48,3858,,,,,,
regardless vp lenis standing survey remains shes best option get shit hole created duterte administration,2022-02-14 14:45:33,2309,,,,,,
presidential candidate vp leni robredo attend pusuan ang sining kultura state heart national artist leni declare support national artist include ryan cayabyab virgilio almario alice reyes bencab ramon santos,2022-02-14 07:16:14,2484,,,,,,
look presidential candidate bongbong marcos jr hold campaign rally tuguegarao city cagayan today feb 14 via daniel manalastas,2022-02-14 03:12:46,966,,,,,,
fandom coming one leni robredo make unity happen,2022-02-14 06:02:47,1054,,,,,,
63300 tweet 6400 leni biased nope,2022-02-14 15:01:46,593,,,,,,
abubakar mangelen founder partido federal ng pilipinas carried bongbong marcos presidential bid file motion reconsideration dismissed dq case v marcos insists bbm authorized party run candidate,2022-02-14 09:19:41,666,,,,,,
friend bbm sara already lost philatelist leni next lepidopterologist leni numismatist leni skull collector leni plangonologists leni mortician leni necromancer leni size political base,2022-02-14 23:24:07,512,,,,,,
presidential candidate vp leni robredo skip smni presidential debate tuesday feb 15 spokesperson said smni owned pastor apollo quiboloy founder kingdom jesus christ spiritual adviser president duterte via,2022-02-14 06:06:03,1514,,,,,,
presidential candidate vice president met philippine national police chief gen dionardo carlos pnp official today february 14 2022 photo vp leni robredo fb page,2022-02-14 07:48:54,439,,,,,,
unlikely situation improve mr marcos could easily get worse capital economics emerging asia economist alex holmes said former senator ferdinand bongbong marcos jr win president,2022-02-14 05:26:53,353,,,,,,
happening miriam college vp leni five national artistsalice reyes bencab rio almario ryan cayabyab ramon santos followed launch 100 pink poem leni live,2022-02-14 07:43:34,3191,,,,,,
leni sunbaenim set debut next president philippine let widen gap get daesang may 9,2022-02-14 08:20:45,20052,,,,,,
angatbuhay accomplishment angat tanga,2022-02-14 01:19:04,176,,,,,,
bongbong marcos said looking unity family regret previous martial law looting occurred say el shaddai spiritual adviser read,2022-02-14 13:09:59,1159,,,,,,
presidential candidate panfilo lacson said unity best accomplished leader lead example apparent swipe campaign message tandem presidential candidate ferdinand marcos jr running mate mayor sara duterte,2022-02-14 06:32:28,190,,,,,,
leni beautiful credit edited still marcos,2022-02-14 13:09:50,984,,,,,,
look presidential candidate vice president leni robredo visit hq philippine national police meet police top brass led pnp chief gen dionardo b carlos vp leni medium bureau,2022-02-14 06:22:57,4210,,,,,,
vow love 560 religious priest lay missionary signed statement support candidacy vp leni sen elbow happy valentine day,2022-02-14 08:44:23,1758,,,,,,
short message robredo thanked officer service filipino people also reassured pnp remaining day vice president office ready provide assistance organization vp leni medium bureau,2022-02-14 06:24:01,322,,,,,,
said along marcos return malacanang slap face foreigner intervened 1986 try everything stop winning careful duterte serious ph sovereignty ask military guard vote,2022-02-14 03:49:21,207,,,,,,
bbm supporter pickon caravanned davao yelled leni lugaw bbm kami well shout back magnanakan spirit campaign fun fund money stop bbm supporter manila truth hurt,2022-02-14 23:21:09,1911,,,,,,
look supporter vp leni robredo gathered outside airport roxas city capiz waiting arrival according capiz leni facebook scheduled arrival 7 yet arrive posting john patrick jaen,2022-02-14 23:47:17,398,,,,,,
lgbtqia leni concludes march love lenikiko volunteer hq sign covenant upholding human right lgbtqia filipino robredo,2022-02-14 09:52:05,489,,,,,,
disinformation propaganda playing part marcos popularity among lowincome group analyst say,2022-02-14 03:00:01,461,,,,,,
13 last vp leni doesnt take presidency probably live best life yet daughter already established shes already welloved highly respected individual w title want win even country,2022-02-14 12:11:19,4455,,,,,,
marcos spokesperson vic rodriguez said attend live debate hosted smni network owned pastor apollo quiboloy wanted fbi sex trafficking child quiboloy endorsed marcos sara duterte via,2022-02-14 01:17:42,276,,,,,,
ferdinand bongbong marcos jr skip 3rd major presidential forum time debate citing conflict schedule running mate mayor sara duterte also skip cnn vp debate provide reason via,2022-02-14 00:41:48,575,,,,,,
watch kakampinks show force leni robredo pink sunday rally report,2022-02-14 04:47:06,814,,,,,,
presidentiables also declined smni debate yall chose attack leni refused acknowledge series red flag posed marcos please make make sense know coward duh,2022-02-14 08:24:03,270,,,,,,
tricycle driver see call leni one nov said blengblong brought last month called leni said let go contd,2022-02-14 12:09:49,2491,,,,,,
look presidential bet bongbong marcos hold campaign sortie tuguegarao city cagayan valentine day february 14 screenshot uniteam bbmsara fb live video,2022-02-14 03:05:54,367,,,,,,
true arrested jailed u failing pay debt contempt judgment mother u disobeying u court directed marcoses pay 2b damage victim human right violation 13,2022-02-14 05:39:20,861,,,,,,
bongbong maroc jr top sw latest survey bongbong marcos got 50,2022-02-14 04:48:08,386,,,,,,
bbm v ka leody ka leody de guzman confirms attend smni debate tomorrow feb 15 along fellow presidential aspirant bongbong marcos,2022-02-14 07:52:06,923,,,,,,
5 lunch conversation stunted growth inequality gap amazing marjorie asked volunteerism help question bourgeois vp leni answered like pro problem systemic therefore system changed help child,2022-02-14 12:11:18,1090,,,,,,
vice president leni robredo today visited pnp national headquarters meet pnp chief gen dionardo b carlos vp leni medium bureau,2022-02-14 06:17:48,571,,,,,,
vice presidential bet vice president leni robredo said shes making mere promise campaign got receipt prove done public servant via,2022-02-14 00:47:37,288,,,,,,
team leni robredo strongly condemns attack volunteer call comelec authority take immediate action protect democratic value electoral process violence intimidation place civilized world,2022-02-14 05:43:49,1137,,,,,,
bishop teodoro bacani spiritual adviser el shaddai say bro mike velardes endorsement marcosduterte sanctioned group wrong anyone voted president bongbong marcos bacani said radyo veritas today,2022-02-14 07:13:52,702,,,,,,
presidential candidate bongbong marcos jr hold campaign rally tuguegarao city cagayan today feb 14 qc bbmsara,2022-02-14 03:28:27,495,,,,,,
makabayan coalition participation yesterday rally makabayan coalition participation yesterday pink sunday grand proclamation rally part commitment support tandem vice president leni robredo sen kiko pangilinan 16,2022-02-14 00:02:44,2766,,,,,,
since invited write pink poem even though supporter defender vp leni 2016 post poem marcos even nobody camp give break wont switch side ego cannot match dream better philippine,2022-02-14 22:43:46,442,,,,,,
sarrat marcos sr birthplace 4th class municipality laoag city capital ilocos norte marcos jr served governor 3rd class city batac site marcos sr mausoleum 5th class mun bangui site famous windmill 4th class mun,2022-02-14 11:56:31,355,,,,,,
went supermarket leni shirt people looked like judging haha people also looked happy saw wearing,2022-02-14 12:50:06,1481,,,,,,
former senate president juan ponce enrile raise hand senator bongbong marcos jr signify endorsement latter candidacy president tuesday,2022-02-14 12:39:31,377,,,,,,
presidential candidate vp attended gathering lgbtq community group quezon city today already expressed support lgbtq community promotion civil union screengrab vp leni fb live,2022-02-14 14:50:00,370,,,,,,
fellow supporter let improve argument let u resort calling people stupid stupid saw pinklawans bbm campaign still smiling whole time fighting unity peace let join battle,2022-02-14 09:10:10,1271,,,,,,
marcos lost 10 week leni gained 4 go survey survey date laziness cowardice reason 10 let drill,2022-02-14 03:23:43,2003,,,,,,
marikina para kay leni yesterday march started,2022-02-14 04:55:42,918,,,,,,
presidential candidate vp leni robredo attend pusuan ang sining kultura state heart national artist leni declare support national artist include ryan cayabyab virgilio almario alice reyes bencab ramon santos,2022-02-14 07:15:02,239,,,,,,
asked sister feel said im terrified boy lenis skill sincere feel intention town good shes mother speaks really penetrate heart said think boy23,2022-02-14 02:21:02,4889,,,,,,
today bahaghari community orgs w joined historic covenant signing national lgbtqia agenda vp leni robredo sealing promise pursue sogie equality bill civil union genderaffirming education school,2022-02-14 13:04:19,838,,,,,,
recently got ask vp leni robredo plan uplift life person disability care response full 13,2022-02-14 01:18:33,1015,,,,,,
waiting leni farmer belonging marayag farmer association libon town albay wait carabao along marayag road welcome vice president robredo team february 9 photo ramon sison via rhaydz barcia,2022-02-14 03:06:23,3791,,,,,,
election 2022 leni robredo president,2022-02-14 01:18:03,224,,,,,,
watch supporter await arrival presidential candidate bongbong marcos inside amoranto sport complex quezon city via,2022-02-14 06:54:47,204,,,,,,
bishop bacani bongbong old enough father raided country got rich longer speculation billion confiscated government earnings shouldnt via,2022-02-14 07:17:10,341,,,,,,
electing barumbadong may puso president 2016 ph realized theyve already enough decent politics ready choose leader despite flawed perpetually maligned unquestionable desire lead nation odds,2022-02-14 04:23:56,1824,,,,,,
dear friend mine inc shes pink shes even one gave leni tarp mom leni,2022-02-14 03:12:05,341,,,,,,
thank marjorie julia barretto supporting president leni robredo live,2022-02-14 01:14:00,351,,,,,,
robredos spox barry gutierrez smni invitation unfortunately vp already long standing commitment meet leader supporter panay island date event scheduled,2022-02-14 06:04:43,393,,,,,,
owe ka leody huge thank deciding square marcos blindsided bbm handler ka leody fighting worker right life fake bully use bbm chicken meet real bully,2022-02-14 15:59:02,414,,,,,,
lnp support vp leni robredo lnp mother community christ youth action ang lingkod ng panginou tahanan ng panginou cradle joy catholic progressive school pathway ministry lnp also started global movement like couple christ,2022-02-14 09:24:09,2515,,,,,,
60 filipino prefer bbmsara mainstream medium remains overwhelmingly antimarcos mainstream medium represent filipino simple,2022-02-14 01:54:05,620,,,,,,
look presidential candidate bongbong marcos joined exsenate president juan ponce enrile celebrating 98th birthday today campaign rally tuguegarao city morning bbm medium affair,2022-02-14 03:19:40,698,,,,,,
attend presidential interview gma 7 also attend kbp presidential forum also said attend cnn presidential debate attend quiboloys presidential debate wanted fbi clearly tell kind person marcos jr,2022-02-14 12:39:31,966,,,,,,
leody de guzman facing rival bongbong marcos presidential debate hosted pastor apollo quiboloys smni,2022-02-14 13:15:00,328,,,,,,
smuggled good like vegetable china someone make money someone get rich corruption vp leni becomes president stopping smuggling priority help farmer benguet,2022-02-14 13:00:24,3274,,,,,,
several lgbtq group shown support leni robredos presidential candidacy,2022-02-14 10:17:05,278,,,,,,
love overflowing valentine day tuguegarao president no7 bongbong marcos katrina ponce enrile birthday celebrant juan ponce enrile,2022-02-14 01:46:37,330,,,,,,
sorry bbm fan using leni declined attend debate organized criminal wanted logic leni coward bongbong marcos agree jr cowardly,2022-02-14 11:01:25,298,,,,,,
jessica soho interviewed like boy abunda kbp presidential forum kakamfenks strength say bbm coward mother suddenly withdraw front coward didnt copy question,2022-02-14 07:36:05,499,,,,,,
ready march love hosting today lgbtqia leni event lenikiko hq see later darling,2022-02-14 03:38:35,332,,,,,,
presidential contender vp robredo get rose volunteer group mga gwapo leni campaign hq quezon city vp leni medium bureau,2022-02-14 13:24:51,625,,,,,,
two face bbm supporter elder experienced marcos legacy witnessed accomplishment country young one want experience marcos legacy want witness rebirth nation,2022-02-14 09:41:00,397,,,,,,
look volunteer supporter incumbent vice president leni robredo aklan capiz began decorate neighborhood pink monday feb 14 preparation presidential candidate visit tomorrow team leni robredo fb,2022-02-14 06:41:30,190,,,,,,
presidential candidate vp leni robredo vp candidate sen kiko pangilinan set sign covenant senior citizen align platform sector mostly housebound pandemic,2022-02-14 08:28:38,220,,,,,,
neighbor hung lenikiko streamer response bought 20 bbmsara streamer lazada told neighbor connect gate done,2022-02-14 06:24:51,930,,,,,,
maid staunch marcos supporter ilocos norte say good done lot said good entering manila converted try convert family truth always trump fiction,2022-02-14 06:53:29,1996,,,,,,
watched jillians cover paraiso reading vp lenis caption made think could chosen go back quiet life child chose strong fight people let win,2022-02-14 13:41:29,1249,,,,,,
let focus lenikiko angat buhay senator sometimes also affected new news jr every time mention name post photo giving mileage let focus day double campaigning,2022-02-14 14:19:06,562,,,,,,
thought bongbong marcos running president turned running debate,2022-02-14 04:15:27,209,,,,,,
vp leni running mate sen kiko pangilinan expected capiz tuesday downtown roxas city already painted pink,2022-02-14 06:52:31,209,,,,,,
vp leni manny lacson sotto going go quiboloy wanted fbi already declared support bbm sara thats truly biased,2022-02-14 07:07:41,268,,,,,,
neutral coworker told marcosjr never attend debate didnt say jr coward negative comment got right away said he married leni marcosjr didnt say anything,2022-02-14 05:53:55,1230,,,,,,
vp lenis lala less week visited province activity tues camsur naga proclamation rally wed albay sorsogon thurs batangas fri laguna sat bataan sun qc circle mon today meeting w pnp peace order,2022-02-14 06:35:35,443,,,,,,
beat writing prize thrill got see nowa personal note thanks vp leni poem wrote late husband jesses point view wrote back say honor entirely mine thank live,2022-02-14 15:41:20,2480,,,,,,
cannot agree endorsement think wrong anyone voted president bongbong marcos bishop bacani said churchran station radyo veritas read,2022-02-14 09:01:00,424,,,,,,
stupid four attend hahaha owner smni wanted fbi endorser bobong marcos thats real biased,2022-02-14 11:45:03,264,,,,,,
icymi muntinlupeo supporter presidential aspirant incumbent vp leni robredo held caravan posadas avenue sucat westgate alabang pink sunday rally feb 13 youth vote leni muntinlupa city fb page,2022-02-14 09:53:26,222,,,,,,
let go jowang number 1 liar number 2 showing difficult moment everyone happy,2022-02-14 03:48:27,647,,,,,,
road mandaluyong turned red uniteam mayor inday sara thank much warm welcome,2022-02-14 07:10:08,252,,,,,,
let join fountain face love surround goodness love love flow choose honest love choose love chooses,2022-02-14 11:00:08,2547,,,,,,
84 day left election continue prepare big day tomorrow leni robredo visit roxas city capiz kalibo aklan continue boracay aklan san jose antique wednesday,2022-02-14 05:52:11,1332,,,,,,
thats tomboy ilocos trending people dont know meaning dh sandro marcos mean lot hinuthot,2022-02-14 23:01:19,352,,,,,,
leni robredo president care poorest poor help countryman hit hard typhoon earthquake volcanic eruption face hope future motherland tom choy bc lakays leni,2022-02-14 19:37:54,309,,,,,,
truly transformational leader understand love country love countryman bottom vp robredo talk coped bashing fake news leni really heart town god please make president,2022-02-15 16:23:53,3467,,,,,,
correct tact leodybongbong debate later calm leody cayetano already popular bongbong destroyed exposing antipeople position zinger 2016,2022-02-15 02:34:13,1295,,,,,,
fact bongbong marcos awarded special diploma social study degree oxford university 1978,2022-02-15 12:27:03,35090,,,,,,
may cause split binay lacsonsotto,2022-02-15 03:36:33,305,,,,,,
lenlen panay caravan mole provided photo report,2022-02-15 07:56:09,219,,,,,,
let win,2022-02-15 10:33:42,1430,,,,,,
taylor nation leni nation kay leni tayo officially reached itunes philippine making first political jingle history achieve feat vp leni robredo genuine swiftie among leading presidential candidate country,2022-02-15 09:55:07,7501,,,,,,
presidential candidate leody de guzman say release pagod lenlen video featuring senator imee marcos many netizens believed video made criticize vice president leni robredo said work average 18 hour day,2022-02-15 03:00:00,13066,,,,,,
miss leni robredo main pop girl,2022-02-15 07:13:55,353,,,,,,
isnt even debate lmao look like pity party bongbong leni said fool,2022-02-15 13:59:06,256,,,,,,
bongbong marcos say travel first class doesnt like traveling coach ofws u think care never want guy even plane flight cmon,2022-02-15 00:27:45,11496,,,,,,
free loving quezon city welcomed u amoranto stadium yesterday valentine day thank much u mayor inday sara entire uniteam,2022-02-15 06:56:29,7735,,,,,,
one panelist asking lopsided question pin ka leody unabashedly promarcos yet bongbong still think he tongue twister parlor game bongbong beyond help,2022-02-15 13:49:53,198,,,,,,
breaking news leni robredo greeted towering tree,2022-02-15 06:17:06,254,,,,,,
remember face redtagging criminal put many life activist human right defender even journalist lawyer harm way malevolent tongue ideology face dutertes legacy smirk laugh people suffering,2022-02-15 15:29:54,324,,,,,,
bongbong marcos feed 110m filipino study new variety crop harvest better aid fertilizer pesticide able buy cheaply loan including irrigation postharvest facility processing retail,2022-02-15 15:18:41,624,,,,,,
wow aklan thank much loving team leni robredo ctto,2022-02-15 11:58:38,3951,,,,,,
scene robredopangilinan stationary caravan roxas city monday feb 15 video vp leni medium bureau,2022-02-15 06:12:32,353,,,,,,
rousing welcome greeted motorcade lenikiko tandem campaign sortie roxas city capiz tuesday feb 15 vplr medium bureau,2022-02-15 09:01:38,684,,,,,,
look member leody de guzmans campaign team posed photo ferdinand marcos jr wearing shirt never print martial law 3240 killed 700 imprisoned 3400 tortured via youth leody,2022-02-15 12:15:16,15077,,,,,,
look hundred supporter vice president leni robredo flocked dinggoy roxas civic center capiz tuesday morning witness event organized robredos people council roxas lenifacebook,2022-02-15 03:04:15,1307,,,,,,
watch crowd pink capizeos welcome vp leni robredo sen kiko pangilinan tuesday roxas city capiz robredo thensenator bongbong marcos capiz 2016 vp poll 253290 vote marcos 43684 vote leni medium bureau,2022-02-15 07:46:32,1628,,,,,,
watch crowd kalibo lit cellphone liwanag sa dilim played presidential candidate vp leni robredos campaign rally,2022-02-15 11:19:30,5641,,,,,,
watch vice president leni robredo sen kiko pangilinan tuesday campaigned roxas city capiz expected campaign activity around panay island throughout week,2022-02-15 08:30:00,320,,,,,,
presidential candidate leody de guzman gave opening remark key point strenghtening agriculture boosting manufacturing sector improving healthcare worker condition,2022-02-15 11:43:00,1003,,,,,,
presidential aspirant vp leni robredo continues campaign sortie roxas city capiz tuesday feb 15 greeted supporter lined street motorcade city vplr medium bureau,2022-02-15 04:52:28,2825,,,,,,
airing presidential debate smni thanked minor major sponsor include rodante marcoleta juan miguel zubiri gringo honasan running marcos jr,2022-02-15 12:05:47,766,,,,,,
presidential aspirant vice president leni robredo running mate senator kiko pangilinan roxas city capiz 2016 province gave robredo landslide victory 253290 vote marcos 43684 vote,2022-02-15 05:29:21,5452,,,,,,
try best labor leader leody de guzman said try best engage debate fellow presidential candidate bongbong marcos told former comelec commissioner rowena guanzon show weak leader latter,2022-02-15 10:26:33,1118,,,,,,
bongbong marcos right snub interview debate attend one,2022-02-15 14:24:41,946,,,,,,
commented bongbong see speech pathologist loyalist attacked said leni see psychologist see bio know need see psychologist blengblong,2022-02-15 12:04:55,934,,,,,,
presidential candidate ferdinand bongbong marcos jr economist college graduate despite claim smni network predebate show tuesday read,2022-02-15 13:45:08,308,,,,,,
vp leni robredo senator kiko pangilinan arrive roxas city capiz immediately flanked supporter john patrick jaen via,2022-02-15 00:23:04,681,,,,,,
along uniteam caravan rally son simon went region vi visited youth group volunteer organization headquarters thank much warm welcome u,2022-02-15 03:53:56,6199,,,,,,
fandom coming one leni robredo make unity happen,2022-02-15 08:35:14,868,,,,,,
watch roxas city capiz mayor ronnie dadivas introduces vice president leni robredo make round panay island week,2022-02-15 02:25:20,662,,,,,,
vp leni robredo meet msgr cyril villareal administrator archdiocese capiz tuesday feb 15 first stop twoday visit panay island joined running mate sen kiko pangilinan vplr medium bureau,2022-02-15 06:43:27,381,,,,,,
morning tandem vice president leni robredo senator kiko pangilinan started campaign roxas city capiz roxas city leni fb page,2022-02-15 08:58:49,281,,,,,,
photo presidential candidate vp leni robredo robredo people council convention held dinggoy roxas civic center roxas city capiz tuesday feb 15 vplr medium bureau,2022-02-15 08:27:28,311,,,,,,
go ka leody debate bbm show weak marcos jr weak even president duterte said bbm weak,2022-02-15 00:49:19,23310,,,,,,
presidential candidate ferdinand bongbong marcos jr photographed member audience wearing statement shirt say never,2022-02-15 13:54:00,1809,,,,,,
