text,created_at,like_count,trueSentiment,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,2022-05-07 23:34:02,0,,,,,,
liar said plan run president lot anger towards liar,2022-05-07 23:33:54,0,,,,,,
president robredo vice president pangilinan,2022-05-07 23:33:51,0,,,,,,
turn 8 people allowed campaign removed lenikiko frame hashhsaasashss,2022-05-07 23:33:24,1,,,,,,
comelec silent,2022-05-07 23:33:23,0,,,,,,
someone tell,2022-05-07 23:33:14,4,,,,,,
yes love slayy,2022-05-07 23:33:05,0,,,,,,
fast malobat kakaml leni,2022-05-07 23:32:55,0,,,,,,
lord let vp leni win u,2022-05-07 23:32:29,0,,,,,,
people pray leni,2022-05-07 23:32:26,0,,,,,,
crowd solid last night leni kikos meeting de advance,2022-05-07 23:32:11,0,,,,,,
lenis manga hacker ready big,2022-05-07 23:32:10,0,,,,,,
leni moved bbm rudeness front chapel,2022-05-07 23:31:58,1,,,,,,
respect everyone themyou laugh nothing lenikikos platform imaginary hater make fun lenikiko matic unfriend crooked answer nothing left matic unfriend hehe,2022-05-07 23:31:45,6,,,,,,
nayshshashhahaha child said leni lugaw please hold mg beh morning,2022-05-07 23:31:41,0,,,,,,
thank everyone stood know filipino still hope leni kiko troop dont win im sure next time stand filipino still worth fighting,2022-05-07 23:31:34,0,,,,,,
dumb reason wont vote leni,2022-05-07 23:31:27,0,,,,,,
context household atmosphere really getting intense doesnt help every move make look leni went home tired around 1 first thing delete photo last night mda know hidden feature,2022-05-07 23:31:15,1,,,,,,
yes also voter know many young people voter leni yet 18 year old wahahaha,2022-05-07 23:31:12,0,,,,,,
congratulation m mom thank uniteam evil stopped one one vp leni win,2022-05-07 23:31:01,3,,,,,,
hope sends message marcos campaign one need cheat leni kiko win pulse asia theyre touch,2022-05-07 23:30:48,1,,,,,,
hope next time return makati professional leni kiko charge country,2022-05-07 23:30:44,14,,,,,,
someone asked im voting told leni robredo literally said giatay man diay ka war freak sister gurl hahahahahaha,2022-05-07 23:30:41,8,,,,,,
gravihas meeting de avance ni leni oy let asap,2022-05-07 23:30:34,2,,,,,,
side note hope leni fucking win rather pls,2022-05-07 23:30:33,0,,,,,,
gosh sister dick hahaha watched signed l heheh said time government honest everyone life skl,2022-05-07 23:30:28,2,,,,,,
support mother leni ayeeii heart stealer c bbm,2022-05-07 23:30:06,0,,,,,,
leni family bbm,2022-05-07 23:29:48,0,,,,,,
right hashtag kakampink leni pls even hashtag bbm eye tired every time open social medium see first,2022-05-07 23:29:15,0,,,,,,
really way around know natural jr wave image kunyare thats ace defiled remember telling truth defamation,2022-05-07 23:29:03,2,,,,,,
please let leni lead huhu,2022-05-07 23:28:52,0,,,,,,
going home limp headache leni,2022-05-07 23:28:40,0,,,,,,
shar proj ab shes supporting leni good governance station sadly yes different opinion choosing president based opinion choose right one try consider side listened bbyms side really,2022-05-07 23:28:15,0,,,,,,
leni im fighting,2022-05-07 23:28:08,0,,,,,,
happy mother day mom aunty grandmother cousin friend mom also happy mother day vp leni,2022-05-07 23:28:05,3,,,,,,
elys fault tweeted sensible president leni,2022-05-07 23:27:56,0,,,,,,
sorry im 34 year old ive registered long time see almost young people voter mother lenis rally admit fake news 50 registered noise,2022-05-07 23:27:47,0,,,,,,
cry leni gt,,2022-05-07 23:27:46,3,,,,,
thank much vp leni bravely standing goodness truth people happy mother day bless make people win,2022-05-07 23:27:25,0,,,,,,
jgh omg grand rally super solidyy,2022-05-07 23:27:16,3,,,,,,
miss made account support vp leni team hope time twitter meaningful love love country let focus regardless happens election,2022-05-07 23:27:09,7,,,,,,
leni lost kiko lost majority stand bbmsara right choice,2022-05-07 23:27:08,0,,,,,,
lot people pretend neutral bashed hopefully poll vp leni kiko also,2022-05-07 23:26:55,2,,,,,,
sorry legit cried leni kiko rally vids,2022-05-07 23:26:49,1,,,,,,
story time relative bbm first leni relative thats right vote right vision philippine right vision condemn killing npa cppnpandf front meeting lenis rally cricket sound,2022-05-07 23:26:48,52,,,,,,
inday sarah barong statement must driving yellowpink nut sleepless pity im sure feeling stress anxiety failing deliver crown hail leni failing recover political throne entitlement,2022-05-07 23:26:35,3,,,,,,
happy mother day mam leni tomorrow give gift win lose love whole family,2022-05-07 23:26:23,0,,,,,,
vote pres leni,2022-05-07 23:26:20,0,,,,,,
true leni may good person afraid behind say angat buhay lahat year power lp cohort progress trickle thats lp hard win rich get richer poor remain poor,2022-05-07 23:26:14,3,,,,,,
love ian lenikiko really fromis,2022-05-07 23:26:09,2,,,,,,
thing happened naga never left vp leni done,2022-05-07 23:25:53,13,,,,,,
funny tweeter leni tiktok bbmsara whats heart philippine,2022-05-07 23:25:46,0,,,,,,
ayo kita tunggu plot twistnya akan seperti apa,2022-05-07 23:25:42,0,,,,,,
plus voting lenikiko pajud haha apologist,2022-05-07 23:25:30,0,,,,,,
yes fact rich friend marcos crony sister boyfriend one biggest marcos apologist leni never forget video kadiri jowa ni jasmine good thing anne took stand became brave,2022-05-07 23:25:21,4,,,,,,
walk beginning guadalupe 1 hour hunger pain foot body prepared leni fight,2022-05-07 23:25:19,1,,,,,,
uff gute besserung,2022-05-07 23:25:12,1,,,,,,
bbm relative saw public post supporting vp leni pming one one oh naurr,2022-05-07 23:24:57,11,,,,,,
well said,2022-05-07 23:24:51,0,,,,,,
line start afams leni,2022-05-07 23:24:45,2,,,,,,
early morning debated family fight president leni robredo,2022-05-07 23:24:39,0,,,,,,
leni cheated dont put jail hahahahahqhqhqhq maybe evidence lolz,2022-05-07 23:24:32,0,,,,,,
leni,2022-05-07 23:24:32,0,,,,,,
yes solid leni first destroyed prrd tokhang lot dd repay prrd lutang,2022-05-07 23:24:15,0,,,,,,
happy mother day pres lenny,2022-05-07 23:23:57,3,,,,,,
raised sack full water leni,2022-05-07 23:23:53,0,,,,,,
leni motherland motherland pink,2022-05-07 23:23:53,1,,,,,,
never vote leni u,2022-05-07 23:23:49,0,,,,,,
tomorrow matter vote leni amp, Kiko is a step towards the future we aspire for our children! 💗🌸🫶   #PilipinasIsPink  #LeniKiko2022  #LeniKikoAllTheWay2022,2022-05-07 23:23:49,12,,,,,
cried watching video meeting de avance last night hope vp leni sen win kiko lord take care upcoming election let care country win,2022-05-07 23:23:38,0,,,,,,
thick playerssir arnel ignacio leni kiko,2022-05-07 23:23:28,3,,,,,,
un almost half go mother leni ndo registered tpos kay bbm 90 vote solid haha,2022-05-07 23:23:26,1,,,,,,
hair rising time im cry genuineness vp leni people huhu win,2022-05-07 23:23:22,0,,,,,,
let respect tonis decision respect kind criticism doesnt help vp leni,2022-05-07 23:23:18,16,,,,,,
let go home afternoon im vp leni sen kiko,2022-05-07 23:23:18,4,,,,,,
gonna playing leni kiko playlist otw grad shoot ty listening meet,2022-05-07 23:23:04,0,,,,,,
hahahahaha almost feverish leni huhuhuhu,2022-05-07 23:23:04,0,,,,,,
happy mother day forthcoming president republic philippine excellency leni robredo mother world,2022-05-07 23:22:53,0,,,,,,
lord please give leadership philippine leni tomorrow,2022-05-07 23:22:50,2,,,,,,
christmas tree lenikiko,2022-05-07 23:22:46,0,,,,,,
bbm saman came lot people attended watched support leni also based saw child wait there almost young people 1017 want vote bbm mostly adult especially senior,2022-05-07 23:22:45,0,,,,,,
banda darmozjadw leni mierdzcych mascara,2022-05-07 23:22:44,1,,,,,,
felt,2022-05-07 23:22:39,0,,,,,,
cried much morning video watched vp leni respect others vote im leni,2022-05-07 23:22:37,1,,,,,,
ab shadi kar leni chahye,2022-05-07 23:22:30,0,,,,,,
sorry hard bring home bias leni hahahshshsh,2022-05-07 23:22:29,1,,,,,,
blue whale khel leni chaiye thi,2022-05-07 23:22:28,20,,,,,,
hahahahaha good judge people hahaha pride high thought pinklawans educated word educated respect angry vp leni supporter insult building worship,2022-05-07 23:22:26,0,,,,,,
lenikiko tom im gon throw hand,2022-05-07 23:22:26,1,,,,,,
trust first vp leni elected im going watch every move going number one critic,2022-05-07 23:22:24,6,,,,,,
look like tired yesterday cry episode today thats leni kiko,2022-05-07 23:22:20,1,,,,,,
meltdown besties talked leni leody situation tbh would voted need right someone protect democratic space allow people like ka leody represent u future leni person,2022-05-07 23:22:12,8,,,,,,
ig story leni e maltman famous ig lbm supporter among follower,2022-05-07 23:22:01,0,,,,,,
rewatching touching moment meeting de avance sobbing especially vp lenis part really hope im right side history,2022-05-07 23:21:51,0,,,,,,
9pm thats shot hahaha amputa accept one million attend many bus pampanga cavite tarlac drone pilot photographer really good,2022-05-07 23:21:46,0,,,,,,
enough reason reject family leni porridge deeper case drawn pink one course parent side thief done nothing platform thats even embarrassing bbm even shocking,2022-05-07 23:21:30,0,,,,,,
bkt nmn ii edit time edit anymore hahaha thats people leni siksikans rally rally social distancing ok paid free ride neglected walked attend charge,2022-05-07 23:21:22,0,,,,,,
almost couldnt go home leni,2022-05-07 23:21:18,0,,,,,,
cyberbullying still bullying thats wrong never right dont associate politics vp leni nothing bullying took place mark bully,2022-05-07 23:21:11,0,,,,,,
maybe try following proleni page site dont get hate literally coming term behavior alone many people rougher attitude think shes offensive especially youre anything wrong,2022-05-07 23:20:58,0,,,,,,
let leni lead doc tricia,2022-05-07 23:20:55,2,,,,,,
whose survey survey expect result right leni going thats survey used false asia hahaha,2022-05-07 23:20:53,3,,,,,,
like throw tantrum rally presscon obsessed much vp leni,2022-05-07 23:20:48,0,,,,,,
vp leni elected critic,2022-05-07 23:20:46,0,,,,,,
unity people leni kiko,2022-05-07 23:20:42,0,,,,,,
allergic rhinitis attack lenikiko,2022-05-07 23:20:40,0,,,,,,
leni kiko win crowd number twitter trend google trend view rally leni,2022-05-07 23:20:27,1,,,,,,
liker lenirelatedmyday leni hahahaha anyway forget something,2022-05-07 23:19:59,0,,,,,,
need vp leni spend lot money firework help people need volunteer contribute rally cant even reach 100k tweet twitter youre lot troll,2022-05-07 23:19:59,0,,,,,,
please look please help philippine prevent vote buying dont sell everyones future mercy dont repeat past leni robredo president kiko pangilinan vice president,2022-05-07 23:19:54,0,,,,,,
huhu pres leni vp kiko cuties,2022-05-07 23:19:49,0,,,,,,
im maam work immigration said filipino still choose marcos said talk work filipino stupid stupid choosing president said stood vp leni,2022-05-07 23:19:49,1,,,,,,
vp leni declared would run president mda course also went one look forward known,2022-05-07 23:19:41,27,,,,,,
love vp leni thank bringing hope,2022-05-07 23:19:40,0,,,,,,
greatee want win leni ive experienced poor dont want sleep thinking much generation hard filipino maybe made right decision courage go another country praying god,2022-05-07 23:19:18,0,,,,,,
philippine good hand vp leni,2022-05-07 23:19:15,0,,,,,,
tp leni robredo president inday sara vp said ready printing date time omg sad true,2022-05-07 23:18:56,0,,,,,,
yes thats suck hope itll get better soonpiercings bitchy af jfkgk,2022-05-07 23:18:49,0,,,,,,
leni robredo president cutie,2022-05-07 23:18:47,0,,,,,,
good,2022-05-07 23:18:38,0,,,,,,
assumed grace poe endorse leni haha shes silent shes neutral haha,2022-05-07 23:18:22,3,,,,,,
vice president leni dont worry tomorrow shoot,2022-05-07 23:18:18,0,,,,,,
papa solid bbm im still vp leni son bbm leni,2022-05-07 23:18:16,6,,,,,,
anxiety election great know marcoses play dirty ensure vote safe watcher leni,2022-05-07 23:18:13,11,,,,,,
desprezvel pq prefere ver brasil na merda que votar lula novamente segundo turno,2022-05-07 23:18:01,1,,,,,,
please lord father give present leni win fleece,2022-05-07 23:17:57,4,,,,,,
solid bbmsara wife lenikiko simply tfc fanatic tease respect one choice wont disown respect word may 9 make coffee hard,2022-05-07 23:17:48,11,,,,,,
even 2 3 screen near stage lose audio sometimes video crowd shouting sound system first fixed 2nd 3rd time especially leni speaking sound disappeared forever disconnect flow prog oh well,2022-05-07 23:17:44,2,,,,,,
please let leni win,2022-05-07 23:17:43,0,,,,,,
asked mama could talk parent friend wanted go lenikiko mda yesterday friend wanted come adopt day thankfully friend parent decided go mda ive never proud,2022-05-07 23:17:41,1,,,,,,
mom said rally ok said wasnt really full many vacancy dark best friend wife lenis side said really isnt tree thats mine took fund spend much,2022-05-07 23:17:39,3,,,,,,
cabbie asking im voting tomorrow im really mood talk tell leni say making rest ride much easier,2022-05-07 23:17:38,39,,,,,,
saw vpleni cry remembered mom cried,2022-05-07 23:17:31,0,,,,,,
leni one im going vote tomorrow,2022-05-07 23:17:19,0,,,,,,
let leni lead,2022-05-07 23:17:12,0,,,,,,
soo scrolled long time fb today boring read fake news vp leni pls lord hope win,2022-05-07 23:16:57,0,,,,,,
hope also know fromis lending helicopter vp leni time support companya lot help,2022-05-07 23:16:54,111,,,,,,
final testing machine tomorrow total 10 u tested voted whether machine okay defect bos chairman tallying lenikiko tropang angat voted like,2022-05-07 23:16:27,3,,,,,,
cried leni kiko give,2022-05-07 23:16:24,0,,,,,,
miss universe actually lenis vote stupid gossip,2022-05-07 23:15:54,1,,,,,,
god bless vp leni,2022-05-07 23:15:30,0,,,,,,
tear akes every time see vp leni also tear,2022-05-07 23:15:23,0,,,,,,
lord give one lead make win mam leni sir kiko,2022-05-07 23:15:18,0,,,,,,
let leni kiko leave,2022-05-07 23:15:16,0,,,,,,
two pink prayer praying leni win could pray peace philippine unityyou praying candidate one want sit get revenge dutertes marcostsk tsk,2022-05-07 23:15:12,0,,,,,,
chika chika mama connection politics incumbent congresswoman bbm supporter biased towards u strong candidate ticket leni supporter dasurv kfnsksnsj,2022-05-07 23:15:05,1,,,,,,
happy mother day hope gift vp leni receives win,2022-05-07 23:15:04,5,,,,,,
lenis child,2022-05-07 23:14:58,0,,,,,,
watching ig story friend attending meeting de avance please lord let lenikiko election winnerss coz hungry good governancee,2022-05-07 23:14:46,9,,,,,,
thats logic left bopols teacher air making fun lutang better vote leni,2022-05-07 23:14:39,0,,,,,,
leni win cppnpandf ally,2022-05-07 23:14:30,0,,,,,,
vp leni loses one lose filipino continue serve country u idk condition im claiming good governance,2022-05-07 23:14:13,1,,,,,,
hnnghh cute marco yell kiko 2 year old doesnt know whether choose candidate,2022-05-07 23:14:12,1,,,,,,
happy birthday sherwin thank supporting vp leni sen kiko,2022-05-07 23:14:08,1,,,,,,
thanks joy ill spirit leni victory party,2022-05-07 23:13:54,0,,,,,,
want say proud brother wife even inc would vote leni,2022-05-07 23:13:48,8,,,,,,
im happy voted want leni win,2022-05-07 23:13:43,1,,,,,,
happened saf 44 vp lenis fault,2022-05-07 23:13:41,0,,,,,,
im going post anymore haha b b shared post,2022-05-07 23:13:30,0,,,,,,
leni igdis poster albay cutie korean look hahaha good morning,2022-05-07 23:13:26,0,,,,,,
good mother also lenikiko happy mother day,2022-05-07 23:13:19,1,,,,,,
onion last day election leni seeing kakampinks last lenikiko posting fb make teary eyed volunteer thanking reminiscing rally memory worth pink let win,2022-05-07 23:13:02,1,,,,,,
im sorry tiktoks fyp leni daga,2022-05-07 23:13:01,1,,,,,,
scolded leni,2022-05-07 23:12:52,1,,,,,,
know many lenikiko voter able join,2022-05-07 23:12:51,7,,,,,,
showed pic dad lenis rally baguio said wow straight face,2022-05-07 23:12:48,0,,,,,,
leni,2022-05-07 23:12:46,0,,,,,,
let goo leni marcos,2022-05-07 23:12:42,3,,,,,,
fastforward leni presidency,2022-05-07 23:12:27,5,,,,,,
dont fooled drawing enough lenis name punched pierce pen sure smarter smartmatic remember shade 7 pierce 10 vp,2022-05-07 23:12:22,0,,,,,,
leni kiko win election,2022-05-07 23:12:20,0,,,,,,
kudos lenikiko volunteer organizer thank much,2022-05-07 23:12:15,4,,,,,,
leni cutie kiko cutie,2022-05-07 23:12:14,1,,,,,,
true leader liar mike enriquezs interview said wont run president he ambitious president even doesnt capacity,2022-05-07 23:12:14,0,,,,,,
viviems supporter make noise lenikikos page dont page thats spread,2022-05-07 23:12:04,1,,,,,,
really cry leni win,2022-05-07 23:11:58,0,,,,,,
im voter yet saw pipays trending hope dont use god fight leni bbm supporter instead encouraging people go church stop hey nakoo,2022-05-07 23:11:54,0,,,,,,
first time join political related rally yesterday im proud leni kiko,2022-05-07 23:11:44,1,,,,,,
leave leni amp,. Kiko,2022-05-07 23:11:42,15,,,,,
mene side kiun leni,2022-05-07 23:11:32,0,,,,,,
lord please give philippine let leni kiko win,2022-05-07 23:11:31,7,,,,,,
happy mother day vp leni love,2022-05-07 23:11:21,0,,,,,,
feel good back albay lenikiko energy soo hot,2022-05-07 23:11:10,2,,,,,,
lord let leni lead,2022-05-07 23:11:08,86,,,,,,
youre deviating topic hahaha please look receipt vp lenis program see change topic haruuy lavaad,2022-05-07 23:11:05,0,,,,,,
god bless leni kid,2022-05-07 23:10:55,3,,,,,,
happy mother day mommy leni,2022-05-07 23:10:47,6,,,,,,
sleep leni,2022-05-07 23:10:34,1,,,,,,
new convert lenikiko,2022-05-07 23:10:29,0,,,,,,
spent last day campaign period campaignig lenikiko laurrl high wood inside road back pickup jad speaker w face fire heart full hope better brighter future,2022-05-07 23:10:28,0,,,,,,
happy mother day leni robredo,2022-05-07 23:10:06,0,,,,,,
im worried cousin might bring leni say hajahhsha,2022-05-07 23:09:58,0,,,,,,
danger jesus word sinned cast first stone leni binilin always state grace state say thing like pipay said question maybe beat cest la vie,2022-05-07 23:09:52,1,,,,,,
say leni,2022-05-07 23:09:49,0,,,,,,
watch party kgbi leni amp, Kiko!!!!! 🥰❤,2022-05-07 23:09:42,1,,,,,
aww also saw legazpi twin vp lenis rally franchise talk franchise gma artist vps rally always watch artist side leni lol patient artist,2022-05-07 23:09:28,12,,,,,,
dad shaming support leni least im like go church vote thief,2022-05-07 23:09:21,7,,,,,,
let make choice proud tell child childrens child choose good choose life choose lenikiko,2022-05-07 23:09:18,3,,,,,,
one many reason leni lose election,2022-05-07 23:09:06,0,,,,,,
yes ty mwah,2022-05-07 23:09:05,1,,,,,,
leni leaning huhuhu,2022-05-07 23:08:54,0,,,,,,
poisoned duty leni,2022-05-07 23:08:52,0,,,,,,
leni win wont jojowa year,2022-05-07 23:08:49,5,,,,,,
bading lenikiko,2022-05-07 23:08:43,1,,,,,,
right dont miss lenis name circle circle next bb em sarah name,2022-05-07 23:08:41,0,,,,,,
hello friend novena prayer rosary guide special intention vp leni please ask copy,2022-05-07 23:08:32,6,,,,,,
feel youre one take easy best believe leni,2022-05-07 23:08:31,0,,,,,,
nothing say used look,2022-05-07 23:08:28,0,,,,,,
good morning people awake leni,2022-05-07 23:08:27,0,,,,,,
ok leni lose dont let veveem win,2022-05-07 23:08:26,0,,,,,,
one single small step lead long journey go go leni destined become president republic philippine bring dictator son knee,2022-05-07 23:08:20,2,,,,,,
year happened mine cleaning didnt make better used tea tree oil morning evening like 1 2 week completely healed since,2022-05-07 23:08:04,0,,,,,,
,2022-05-07 23:08:03,3,,,,,,
prankster leni,2022-05-07 23:08:01,1,,,,,,
leni bagsak marcos told u overthrow bbm cheated lied,2022-05-07 23:07:52,0,,,,,,
pls im excited election hahahaha leni win pls pls,2022-05-07 23:07:49,0,,,,,,
leni hard sell worse realize made wrong choice impact career,2022-05-07 23:07:44,0,,,,,,
realized attending vp lenis meeting de avance bragging true giving food vibing people medic response etc,2022-05-07 23:07:41,1,,,,,,
people tarlac got dragged bus hahahahahahah leni paden,2022-05-07 23:07:41,11,,,,,,
ill def gonna miss posting leni,2022-05-07 23:07:39,1,,,,,,
final speech bongbongs campaign message hate final word vp lenis speech hope,2022-05-07 23:07:22,1,,,,,,
loner lenikiko,2022-05-07 23:07:21,1,,,,,,
omg samee cant explain dreamed everything pink last night go sleep even singing rose light dark head dont know handle anxiety next day praying handle leni win,2022-05-07 23:07:14,1,,,,,,
bbm idiot want country hand moron like leni,2022-05-07 23:07:12,22,,,,,,
first hoons standee hees standee really leni hahahahaha,2022-05-07 23:07:10,0,,,,,,
,2022-05-07 23:07:02,0,,,,,,
lost hope philippine past 6 year also left country leni kiko win heartbreaking give hope know something good look forward,2022-05-07 23:06:55,2,,,,,,
filipino must realize poor tired 3rd world rampant corruptionpoliticians happy isko bbm leni bring significant change becuz politician reform rotten system source power wealth 20283440 still like,2022-05-07 23:06:54,0,,,,,,
given payb hundred leni,2022-05-07 23:06:53,0,,,,,,
im nervous tomorrow election philippine hope leni robredo win,2022-05-07 23:06:50,0,,,,,,
stay strong brad next inauguration pres leni,2022-05-07 23:06:36,0,,,,,,
bwahahaha right,2022-05-07 23:06:29,2,,,,,,
blind child also bullied kkampink parent immediately saw comment mother father immediately spoke,2022-05-07 23:06:20,1,,,,,,
lenikiko pleaser,2022-05-07 23:06:14,3,,,,,,
next time alfred lol see rv con rv event hope leni kiko pres vp,2022-05-07 23:06:13,1,,,,,,
leche chat youre way home didnt get shirt trixie got anxious leni kiko,2022-05-07 23:05:58,0,,,,,,
become promathematicians try find percentage leni monday,2022-05-07 23:05:53,0,,,,,,
proud friend family campaigned maam leni hope win,2022-05-07 23:05:51,2,,,,,,
tea tree oil helped,2022-05-07 23:05:44,0,,,,,,
im also cry troll fighting pink one bashing vp leni dont even get look u look made plus im cry im one family stood vp said stand someone stand next,2022-05-07 23:05:40,0,,,,,,
option 1 like aquinos led 2 like marcos led leni bbm dont know anything history socmed source mother read book,2022-05-07 23:05:39,0,,,,,,
potaena cousin also stood went vp lenis rally funny many u family believe loyal government uplift life,2022-05-07 23:05:35,1,,,,,,
yep carbon trudeau want reduce poor sick disabled elderly fn top priority jab government care pretty sure jab take care sterilizing many course puberty blocker kid surgery already,2022-05-07 23:05:29,1,,,,,,
god made leni runaway winner,2022-05-07 23:05:04,0,,,,,,
proud mama leni even international news praised transparency hardworking,2022-05-07 23:05:01,1,,,,,,
laughed afams leni hahahaha,2022-05-07 23:04:57,0,,,,,,
truth tell official confirmed bbm president cheated sw survey wrong 58 kababayan ofw absentee voting must counted leni kiko vote 23 turn 60 let bbm called new pink color tomorrow,2022-05-07 23:04:32,0,,,,,,
people really dont like leni even wife initially didnt like varying reason isko ping oh well perspective changed shes ok u thats life really like well vote anyone except marcos,2022-05-07 23:04:28,0,,,,,,
best wish president leni,2022-05-07 23:04:24,0,,,,,,
mother left morning mda brought gv last night veeps dead mother lenis influence great hahahah,2022-05-07 23:04:19,0,,,,,,
brain president leni robredo vice president kiko pangilinan honest government life leni kiko leni kiko leni kiko light diliimm flag flag cant hear nothing sound system,2022-05-07 23:04:15,7,,,,,,
050722 ill leave leni loses post fb dont regret standing right know like people like fought candidate lost country,2022-05-07 23:04:11,0,,,,,,
indeed hearing leni kiko senatorial slate reassured u last night wiped fear indeed god grace u message clear last night,2022-05-07 23:04:05,2,,,,,,
said kakampink said 1 million dense still hole haha hello 30 hectare much compared lenis area small road 4 hectare say 750k,2022-05-07 23:04:05,6,,,,,,
lord god leni robredo president please,2022-05-07 23:04:04,0,,,,,,
thank vp leni revived profilipino feeling u long live president,2022-05-07 23:03:56,0,,,,,,
dumb bbm paying troll destroy image leni social medium counter say negative campaigning,2022-05-07 23:03:48,1,,,,,,
election making emotional heard one mom friend saying cry father look marcos loyalist teared lenis speech today long really let win huhu,2022-05-07 23:03:45,4,,,,,,
leni kiko forever,2022-05-07 23:03:33,1,,,,,,
anti leni vloggers watched dont know real leni try search pro leni news legit one neutral vloggers,2022-05-07 23:03:30,1,,,,,,
happy mother day maam leni stay alive,2022-05-07 23:03:28,0,,,,,,
reporter going approach god lord beg please let vp leni sen kiko presidency vp jesus name amen,2022-05-07 23:03:22,5,,,,,,
may 8 mother day may 9 lenis day,2022-05-07 23:03:07,11,,,,,,
lie leni,2022-05-07 23:02:57,0,,,,,,
yall good news mom voting leni yaay,2022-05-07 23:02:54,1,,,,,,
thank sir fighting vp leni,2022-05-07 23:02:46,0,,,,,,
listen candidate said interview boy abunda leni plan,2022-05-07 23:02:25,0,,,,,,
base rally obvious vp leni lot information opponent possibility fraud high know sitter worthless one important watch vote tomorrow,2022-05-07 23:02:14,0,,,,,,
one many leni wont win,2022-05-07 23:02:09,1,,,,,,
election tom leni lead,2022-05-07 23:02:09,0,,,,,,
bad someone make stock market expects rise leni poster,2022-05-07 23:02:07,1,,,,,,
grandma bbm supporter dude hate kakampink people apos leni supporter gagk,2022-05-07 23:02:03,0,,,,,,
happy mother day vp leni,2022-05-07 23:01:53,0,,,,,,
sleep leni,2022-05-07 23:01:47,0,,,,,,
every time got church id always pray old thing yesterday practically begging god theyd bless u let leni win hope come true,2022-05-07 23:01:46,0,,,,,,
kindly consider remaining 3 team leni sonny matula alex lacson make sure everyone alive,2022-05-07 23:01:43,1,,,,,,
referring mama leni yeah gc messenger recruiting influencers defame bbm iendorse leni hehehe nice offer te,2022-05-07 23:01:41,0,,,,,,
time bagunado pra porra poor trainer vamos ver quando vai durar isso ahh pode falar n,2022-05-07 23:01:41,0,,,,,,
leni win doubt bong bing okay,2022-05-07 23:01:37,0,,,,,,
vp lenis determination want cry hold back indeed strong woman let win,2022-05-07 23:01:31,1,,,,,,
ok guy found already im lenikiko fam whahahahahahahahahshwhwhsh,2022-05-07 23:01:29,4,,,,,,
see effort sincerity lenis volunteer led campaign unprecedented didnt even care politician support want follow pur led fought good fight,2022-05-07 23:01:05,0,,,,,,
said leni sits president,2022-05-07 23:01:01,0,,,,,,
anyone giving leni tshirts orani hahahaa penge naman hahahahahaha,2022-05-07 23:00:55,1,,,,,,
way around im used reason mass side poisoned even nothing done way heard recent bbm supporter committed suicide due bullying leni supporter see hypocrite usual,2022-05-07 23:00:50,0,,,,,,
stupid leni wont voted shes educated like idiot,2022-05-07 23:00:42,1,,,,,,
mhmm kidding writing card harrd im bad word smh,2022-05-07 23:00:38,0,,,,,,
dont even know vp leni sen personally kiko feel love people intelligent free corruption decent rude murderer,2022-05-07 23:00:24,0,,,,,,
pulse asia 58 bbm must reduced true thief robredo said true liar cheated election must 4th final time quit marcos win leni robredo thief,2022-05-07 22:59:58,0,,,,,,
lenikiko beh dont forget kiko,2022-05-07 22:59:57,1,,,,,,
sorry choice made go vp lenis rally heartbreaking know produce good result make people come vp leni organic even bus haul everyone happy,2022-05-07 22:59:53,0,,,,,,
tension nhi leni sir g u,2022-05-07 22:59:44,0,,,,,,
asap leni robredo hahaha,2022-05-07 22:59:41,0,,,,,,
cant wait see name madam president mr leni robredo listen sona madam root love win lose,2022-05-07 22:59:35,4,,,,,,
leni promised change 1986 hahaha,2022-05-07 22:59:25,0,,,,,,
opportunity volunteer lenikiko universe decided give dream mother day sign,2022-05-07 22:59:16,3,,,,,,
get dark lenis number increase still like 2016,2022-05-07 22:59:02,5,,,,,,
good morning undecided welcome make lenikiko tandem win,2022-05-07 22:59:02,2,,,,,,
imagine bbm naga like youd probably like ashamed something like first people see good leader leni like like,2022-05-07 22:58:47,0,,,,,,
good morning let win vp leni tomorrow,2022-05-07 22:58:44,5,,,,,,
happy mother day vp mam leni,2022-05-07 22:58:43,0,,,,,,
didnt eat dinner last night leni stomach hungry heart full fight,2022-05-07 22:58:36,8,,,,,,
leni porridge,2022-05-07 22:58:31,0,,,,,,
forget choose ignore difference yellow power cheatedbut time sowhen bbm sdc winscontinue productive member community rather one find fault criticizes others like mama leni,2022-05-07 22:58:29,0,,,,,,
many jeepney tricycle driver leni,2022-05-07 22:58:04,1,,,,,,
please dont disrespectful friend sad front church even support maam leni dont,2022-05-07 22:57:52,1,,,,,,
tomorrow election make break country,2022-05-07 22:57:11,0,,,,,,
annoying fam friend bbm im one leni tt,2022-05-07 22:57:11,2,,,,,,
throwback leni speaker g6 graduation,2022-05-07 22:57:08,0,,,,,,
want shun insult mother support leni please postpone happy mother day today,2022-05-07 22:57:08,1,,,,,,
really dont know leni kiko havent yet,2022-05-07 22:57:05,3,,,,,,
supporter minor registered dont turn around known many people active leni yet voter sadly batchmates leni cannot vote coming may 9 precinct status deactivated,2022-05-07 22:57:03,0,,,,,,
feel frequency lenikiko win,2022-05-07 22:56:54,2,,,,,,
