text,created_at,like_count,,,,,,
"kung nandaya pala si leni, bat di niyo ipakulong? HAHAHAHAHQHQHQHQ baka nasa inyo ang ebidensya lolz",2022-05-07 23:24:32,0,,,,,,
LENI TAYO,2022-05-07 23:24:32,0,,,,,,
@mulato_rica Yes!! ♥️💚 Solid...   Naunang nanira si Leni kay PRRD about sa Tokhang .. dahil marami kaming DDS abah igaganti namin si PRRD dyan kay Lutang🚫🚫🚫,2022-05-07 23:24:15,0,,,,,,
Happy mother's day nga pala kay Pres. Leni! 💐 @lenirobredo,2022-05-07 23:23:57,3,,,,,,
Nagbuhat ng sakong puno ng tubig para kay Leni 💗💗💗💗😂😂😂😂,2022-05-07 23:23:53,0,,,,,,
Leni For the motherland  The motherland is pink,2022-05-07 23:23:53,1,,,,,,
@pipaykipayy I will never vote leni because of u,2022-05-07 23:23:49,0,,,,,,
Tomorrow is when it matters most. A vote for Leni &amp, Kiko is a step towards the future we aspire for our children! 💗🌸🫶   #PilipinasIsPink  #LeniKiko2022  #LeniKikoAllTheWay2022,2022-05-07 23:23:49,12,,,,,
Nakakaiyak panoorin yung mga video ng miting de avance kagabi. Sana manalo si VP Leni at Sen. Kiko. Lord ikaw na po bahala sa darating na halalan. Ipanalo niyo po yung may malasakit sa bansa.   #Ipanalona10to #LeniKiko2022,2022-05-07 23:23:38,0,,,,,,
@Iam_Baneng Kapal nman ng mga kakamputa...sir arnel Ignacio for Leni Kiko🤣🤣🤣ngpasundo kayo ke lugaw oi,2022-05-07 23:23:28,3,,,,,,
@helixdemeter @InaReformina Un halos kalahati puntahan sa nanay Leni nyo nde registered 😂😂tpos Kay bbm 90% botenta solid haha,2022-05-07 23:23:26,1,,,,,,
tumataas balahibo ko at the same time naiiyak ako sa genuineness ni vp leni + mga tao huhu 😭 MANANALO TAYO !!!,2022-05-07 23:23:22,0,,,,,,
@AltABSCBN Lets just respect Toni's decision. As she respects ours. This kind of criticism doesnt help Vp Leni. 🌷🌷,2022-05-07 23:23:18,16,,,,,,
"bahala na hapon ako makauwi, pipila ako, para kay VP Leni at Sen. Kiko",2022-05-07 23:23:18,4,,,,,,
gonna be playing a leni kiko playlist otw to my grad shoot ty for listening mga makakasalubong ko,2022-05-07 23:23:04,0,,,,,,
@clloyddcc HAHAHAHAHA mga muntik lagnatin for Leni huhuhuhu,2022-05-07 23:23:04,0,,,,,,
Happy Mothers Day to the forthcoming President of the Republic of the Philippines .. Her Excellency Leni Robredo and to all Mothers in the World...,2022-05-07 23:22:53,0,,,,,,
"Lord, please ibigay mo na ang pamumuno ng Pilipinas kay Leni bukas. 🥹🙏🏼",2022-05-07 23:22:50,2,,,,,,
@inquirerdotnet Christmas Tree 🎄 for Leni-Kiko 😂,2022-05-07 23:22:46,0,,,,,,
"@naesarangbts7 @aIphasage Nung pumunta dito si bbm samen ang dami din dumalo kasama nakami nakinood pero support kame kay Leni at based rin sa mga nakita ko puro bata lang mga nandon at wait there's more halos kabataan(10-17) ang gusto bumoto kay bbm pero halos mga matatanda hinde,lalo na mga senior dto.",2022-05-07 23:22:45,0,,,,,,
@ratajskip Banda darmozjadów i leni śmierdzących. Masakra.,2022-05-07 23:22:44,1,,,,,,
@szartr felt,2022-05-07 23:22:39,0,,,,,,
"Grabe yung iyak ko ngayong umaga, sa mga napapanuod ko na videos ni vp leni. Respect each others vote im for Leni💕",2022-05-07 23:22:37,1,,,,,,
Ab shadi kar leni chahye,2022-05-07 23:22:30,0,,,,,,
@SGguinnnie tamaaa mga hirap pauwiin ang bias for leni HAHAHSHSHSH,2022-05-07 23:22:29,1,,,,,,
Blue whale khel he leni chaiye thi,2022-05-07 23:22:28,20,,,,,,
"@msN0VEMBER Hahahahaha napakagaling mo mang judge ng tao ate hahaha, bakit napakatataas ng pride nyo? Akala ko ba ang mga PINKLAWAN ay EDUCATED the word na EDUCATED pero walang respeto. Hindi kami galit kay VP Leni pero yung bastusin yung aming gusaling sambahan ng mga supporters nya?...",2022-05-07 23:22:26,0,,,,,,
Leni-Kiko tom or im gon throw hands,2022-05-07 23:22:26,1,,,,,,
"sayo muna ang tiwala ko vp leni, pero pag na elect ka, i’m going to watch your every move, going to be your number one critic",2022-05-07 23:22:24,6,,,,,,
Mukang sagad na ung pagod ko kahapon at may episodes ako today kakaiyak pero para kay Leni Kiko lahat yun 🌸,2022-05-07 23:22:20,1,,,,,,
"Had a meltdown with my besties and we talked about the Leni and Leody situation tbh I would've voted for him. But what we need right now is someone who can protect the democratic space that will allow people like Ka Leody to represent us in the future, and Leni is that person.",2022-05-07 23:22:12,8,,,,,,
Sa IG ko yung mga story nila puro Leni. Si E maltman na sikat sa IG lang ata yung LBM supprter sa lahat ng pina follow ko.,2022-05-07 23:22:01,0,,,,,,
re-watching the most touching moments of the Miting De Avance and i am now sobbing 🥲 lalo na with VP Leni's part 🫶🏼🫶🏼🫶🏼 i really hope i'm on the right side of history 😀  #MakatilsPink  #LeniKiko2022 #Ipana7oNa10ParaSaLahat,2022-05-07 23:21:51,0,,,,,,
"@christiuughn @BeRnz927 As of 9pm shot iyan HAHAHA amputa, accept na lang na wala sa isang milyon ang umattend sa inyo. Ang dami niyo ngang buses from pampanga,cavite,tarlac. Magaling lang talaga drone pilot niyo, at photographers🤪",2022-05-07 23:21:46,0,,,,,,
namang enough reason to do so? Etatakwil mo pamilya mo dahil lng lugaw si leni? 🤣🤣 mas malalalim kaso pinanghuhugatan ng mga kakampink .Syempre kung yong magulang mo pumapanig sa magnanakaw at walang namang nagawa o platporma mas nakakahiya yon. Mas nakakashock nga na si bbm-,2022-05-07 23:21:30,0,,,,,,
@ChaMorales6 bkt nmn ii edit? Wala ng panahon pra mag edit pa hahaha! Gnyan tlga ang mga tao sa rally ni leni siksikan..Rally nyo may social distancing ok? May mga bayad na nga at free ride pero nilalangaw prn. Kami naglakad kami pra umattend. At walang bayad. Pag asa lang meron kami.,2022-05-07 23:21:22,0,,,,,,
mga muntik na di makauwi for Leni,2022-05-07 23:21:18,0,,,,,,
cyberbullying is still bullying. Mali yun at never naging tama. Wag iugnay ang pulitika dito dahil walang kinalaman sa VP leni sa bullying na naganap.. 🤦🏻‍♀️ sadyang bully lang talaga ung Mark. 🤦🏻‍♀️,2022-05-07 23:21:11,0,,,,,,
"@justdontassume @minterwinjeong Maybe you should try following pro-Leni pages and sites. I just don't get where the hate is literally coming from. Kung sa ugali lang, marami pa ang mas magaspang ang ugali kesa sa kanya. And to think of it, she's not offensive lalo na kung wala ka namang maling ginagawa",2022-05-07 23:20:58,0,,,,,,
Let Leni Lead Me to Doc Tricia.♥️😍,2022-05-07 23:20:55,2,,,,,,
"@playfullb2b @m2g31 @PinoyAkoBlog Survey nino? INYONG SURVEY kaya ano ba aasahan na resulta, di ba? Alangan naman si leni mag #1 eh survey nyo nga yun..ginamit lang ang false asia hahaha",2022-05-07 23:20:53,3,,,,,,
Bakit mahilig si @IskoMoreno mag tantrums sa rally at presscon? Obssessed much kay VP Leni,2022-05-07 23:20:48,0,,,,,,
"pag na elect na si vp leni, ako ang magiging #1 critic niya",2022-05-07 23:20:46,0,,,,,,
yung unity ng tao for leni and kiko 🥹🫶🏻,2022-05-07 23:20:42,0,,,,,,
Mga Inaatake ng Allergic Rhinitis for Leni-Kiko 🤧,2022-05-07 23:20:40,0,,,,,,
"#PilipinasIsPink  Leni and kiko for the win  Crowd numbers, Twitter trends, google trend, views sa rally. Lamang si Leni",2022-05-07 23:20:27,1,,,,,,
"Liker ng Leni-related-myday for Leni. Anu daw? Hahahaha  Anyway, may nakalimutan po ba ako? 😄😂",2022-05-07 23:19:59,0,,,,,,
"@christiuughn Hindi na po need pag gastusan pa ni VP Leni ng napaka laki ang pa fireworks bagkus itulong na lang sa mga taong nangangailangan. Volunteers ang nag aambagan para sa mga rallies niya, hindi niyo nga mapa abot ng 100k tweets niyo dito sa twitter, trolls lang madami kayo🤷‍♀😌",2022-05-07 23:19:59,0,,,,,,
@nabunturanguy What is this @COMELEC ? Please look into this @cnnphilippines @BBCWorld @CNN @FoxNews  Please help the Philippines to prevent vote buying.  Wag ibenta ang kinabukasan ng lahat maawa kayo wag ulitin ang nakaraan. Leni Robredo para presidente at kiko pangilinan bise presidente po!,2022-05-07 23:19:54,0,,,,,,
huhu pres leni and vp kiko cuties 🥹😭🥹😭,2022-05-07 23:19:49,0,,,,,,
"@EggTarTisYummy Dito din po ako hk, ma'am ko sa immigration ang trabaho then sabi niya sa akin bakit daw marcos pa din pinipili ng mga pinoy? Usap usapan daw sa work nila na mga tanga at bobo daw ang mga pinoy sa pagpili ng presidente. Pero sabi ko hindi lahat isa na ako tumindig kay vp leni🌸💗",2022-05-07 23:19:49,1,,,,,,
"Nung nag deklara si VP Leni na tatakbo siya sa pagka presidente, nandun ako. At sa MDA niya, syempre nagpunta rin ako. Meron pang isa na inaabangan, alam na this.",2022-05-07 23:19:41,27,,,,,,
"@lenirobredo @eicvsfascism Mahal ka namin, VP Leni. Salamat sa hatid na pag-asa. #IpanaloNa10To",2022-05-07 23:19:40,0,,,,,,
"Grabeeeeeeee gusto kong manalo ka Leni, danas ko ang pagiging mahirap, ayokong matulog ng maraming iniisip 😭  This is for all generation! 🥺  Ang hirap maging Pilipino, siguro tama nga ang desisyon ko, magkaroon ng lakas ng loob pumunta sa ibang bansa. Praying to God 😇🥺",2022-05-07 23:19:18,0,,,,,,
@BBCWorld The Philippines will be in good hands with VP Leni. 🌺👆🇵🇭,2022-05-07 23:19:15,0,,,,,,
"@iMthinkingPinoy TP may kumakalat  daw di umano  na di paman bomoboto ang mga tao dyan sa pinas, may resulta na! Leni Robredo for president at Inday Sara for VP. Ready for printing na daw may date at time na. OMG! Kakalungkot kung true Ito.😔🇵🇭🇩🇰",2022-05-07 23:18:56,0,,,,,,
"@szartr oof yes thatd suck, i hope itll get better soon🤞piercings can be bitchy af jfkgkd",2022-05-07 23:18:49,0,,,,,,
Leni Robredo President cutie. 🥺🎀 #LeniKikoAllTheWay2022 #LeniRobredoForPresident,2022-05-07 23:18:47,0,,,,,,
@MBFestudio Muy bueno!!!! 🤣🤣🤣🤣🤣🤣🤣,2022-05-07 23:18:38,0,,,,,,
Then you assumed that Grace Poe will endorse Leni? Hahaha. She's silent because she's neutral. Hahaha.,2022-05-07 23:18:22,3,,,,,,
@lenirobredo Vice president leni wag kayong mag alala bukas butohan na kami ay bubuto sau,2022-05-07 23:18:18,0,,,,,,
SOLID BBM si Papa pero ako VP LENI parin  Mga anak ng BBM for LENI 😆🌸🌷💗,2022-05-07 23:18:16,6,,,,,,
Grabe ang anxiety ng election na ito kasi alam natin na marumi maglaro ang mga Marcos. Pano ba natin masisiguro na safe ang boto natin? May watchers for Leni ba?,2022-05-07 23:18:13,11,,,,,,
"@sabrynahbeluchi Desprezível, pq prefere ver o Brasil na merda do que votar no Lula novamente no segundo turno.",2022-05-07 23:18:01,1,,,,,,
Please lord napapa ama namin na ko dito😭 iregalo nyo na sakin pagkapanalo ni Leni😭 fleece po😭🙏,2022-05-07 23:17:57,4,,,,,,
"I am a solid BBM/Sara. My wife is Leni/ Kiko simply because she is a TFC fanatic. Nag-aasaran kami but we respect each one's choices. No, we won't disown each other. Respect is the word.  Pero, after May 9, ako na ang magtitimpla ng kape ko. Mahirap na!🤣",2022-05-07 23:17:48,11,,,,,,
"@nicoquejano Kahit 2 to 3 screens near the stage nawawala audio and minsan video too. Sumisigaw nga crowd ng ""sound system"" nung una naayos pero 2nd and 3rd time lalo na when Leni was speaking na nawala na sound ng tuluyan.  Nakaka-disconnect nga sa flow ng prog... Oh well 😔",2022-05-07 23:17:44,2,,,,,,
please let leni win #Ipana7oNa10ParaSaLahat  #LeniKikoMitingDeAvance,2022-05-07 23:17:43,0,,,,,,
"He asked Mama if she could talk to the parent of his friend who wanted to go to the Leni-Kiko MDA yesterday – his friend wanted to come so can we /adopt/ him for a day? (Thankfully, his friend's parents decided to go to the MDA).  I've never been more proud.",2022-05-07 23:17:41,1,,,,,,
"Sabi naman ni mama ok naman yung rally pero sabi nya hindi talaga puno. Dahil madaming bakante at madilim.   Yung asawa ng best friend nya nasa Leni side ang sabi ""wala puno talaga""   Ayun lang.  Ang akin lang san nila kinuha yung pundo para gumastos ng ganun kalaki. 😶",2022-05-07 23:17:39,3,,,,,,
"Cabbie asking me whom I’m voting for tomorrow. I’m really not in a mood to talk. But I tell him, Leni. Ako din! He says (making the rest of this ride much easier)",2022-05-07 23:17:38,39,,,,,,
nung nakita kong umiiyak si VP.LENI naalala ko si mama grabi naiyak nalang din ako,2022-05-07 23:17:31,0,,,,,,
"""isa lang ang boboto ko bukas si leni"" gagsti tabi kayo jan kinikilig ako paps🥹🫶",2022-05-07 23:17:19,0,,,,,,
Let Leni lead,2022-05-07 23:17:12,0,,,,,,
soo nagscroll ako ng matagal sa FB ngayun.. ay apow mabuisitak  nga agbasa dagiti fake news  against  VP Leni... pls Lord sana manalo  #LeniKiko2022  #Ipana7oNa10ParaSaLahat  #PHVote  #PhilippinesIsPink,2022-05-07 23:16:57,0,,,,,,
@barrrrre Sana malaman din natin kanino galing/nagpapahiram all the time ng helicopter kay vp leni para suportahan company niya..sobrang laki ng naitulong.,2022-05-07 23:16:54,111,,,,,,
"while ga final testing mis machine para ugma, 10 mi kabuok nag test ug vote kung okay ba ang machine or naay bay defect, while nag tally na ang amo chairman, like ako jud gi vote ky si Leni-Kiko and Tropang Angat 🎀",2022-05-07 23:16:27,3,,,,,,
"Naiiyak na naman ako. )): Leni at Kiko, kayo na 'to. Ibibigay namin 'to.",2022-05-07 23:16:24,0,,,,,,
"ung Miss Univers nga kay Leni boto eh, tas ikaw na chismosa bobo..............",2022-05-07 23:15:54,1,,,,,,
@lenirobredo God bless VP Leni😘😘,2022-05-07 23:15:30,0,,,,,,
naluluha akes every time nakikita ko si VP LENI na lumuluha din,2022-05-07 23:15:23,0,,,,,,
Lord ibigay niyo na po samen ang dapat na mamuno!! Ipanalo niyo na po sila mam leni at sir kiko.,2022-05-07 23:15:18,0,,,,,,
@kakiep83 Let leni and kiko leave,2022-05-07 23:15:16,0,,,,,,
@News5PH LAHAT NG DILAWANG PINK AY NAGDARASAL NA SI LENI ANG MANALO PERO NI MINSAN AY HINDI NILA NAIPAGDASAL NA MAGKAROON NG KAPAYAPAAN SA PILIPINAS AT PAGKAKAISA.NAGDADASAL KAYO DAHIL ANG KANDIDATO NIYO ANG GUSTO NIYONG MAUPO PARA MAKAPAG HIGANTI SA MGA DUTERTE AT MARCOS.TSK TSK..🙄,2022-05-07 23:15:12,0,,,,,,
"Chika chika from Mama's connection sa politics: tagilid iyung incumbent congresswoman na BBM supporter sa amin, malakas iyung isang candidate na nasa ticket ng mga Leni supporter  DASURV kfnsksnsj",2022-05-07 23:15:05,1,,,,,,
happy mother's day! sana po ang gift na matanggap ni vp leni ay ang pagka panalo nya 🌸,2022-05-07 23:15:04,5,,,,,,
@janinegutierrez Mga anak ni Leni,2022-05-07 23:14:58,0,,,,,,
Watching IG stories of my friends attending the miting de avance. PLEASE LORD LET LENI-KIKO BE THIS ELECTION’S WINNERSSSS COZ WE ARE ALL HUNGRY FOR GOOD GOVERNANCEEEEEE🎀🎀🎀🎀🎀,2022-05-07 23:14:46,9,,,,,,
"@TitaMaldita_ Ganyan logic nila, iniwan sa ere ung bopols na teacher after magpakaengot kay Lutang 🤦🏻👊...ulalo na lang talaga boboto dyan kay Leni",2022-05-07 23:14:39,0,,,,,,
"@amberspanktower @jowndean74 @MJ__Mondejar @bongbongmarcos @indaysara @smninews @DZAR1026 Mananalo si Leni, kasi ka-alyado nya ang CPP-NPA-NDF 😭",2022-05-07 23:14:30,0,,,,,,
"kung matalo si VP leni, hindi siya ang matatalo, tayong mga pilipino. she will continue to serve in our country, while us? idk kung ano magiging kalagayan natin but i'm claiming for the good governance 🥹",2022-05-07 23:14:13,1,,,,,,
hnnghh cute2 kay marco  mag singgit leni kiko🥺 2 years old palang kabalo na mag pili sin o kandedato ya😫💕,2022-05-07 23:14:12,1,,,,,,
@kristine_danica @lenirobredo Happy Birthday Sherwin at Salamat sa pag supporta kay VP Leni at Sen Kiko,2022-05-07 23:14:08,1,,,,,,
@sisagonuts Salamat Joy!! I'll be with you in spirit sa Leni victory party 🙂,2022-05-07 23:13:54,0,,,,,,
Gusto ko lang sabhn na sobrang proud ako sa kuya ko at asawa nya na kahit INC sila they would vote for leni. 💖,2022-05-07 23:13:48,8,,,,,,
I’m so happy talaga i voted na. I just want Leni to win 😭😭,2022-05-07 23:13:43,1,,,,,,
@itsallan81 @MangoBanana_001 As if naman kasalanan ni VP Leni iyong nangyari sa SAF 44. 🥲,2022-05-07 23:13:41,0,,,,,,
kay di na ko ka leni posting tig haha nalang kos b b m sharedposts nila 😚🫰🏼,2022-05-07 23:13:30,0,,,,,,
cutie ang mga posters ni Leni igdi sa albay. korean look 😍 hahaha Good Morning 🌸,2022-05-07 23:13:26,0,,,,,,
buti nalang leni-kiko din nanay ko. happy mother's day,2022-05-07 23:13:19,1,,,,,,
"mga sibuyas sa huling araw bago ang eleksyon for leni 😆  seeing kakampinks' last leni-kiko posting sa fb makes me teary eyed, tapos nagpapasalamatan na ng mga volunteers and some are reminiscing their rally memories 😭 it will all be worth it 'pinks', ipapanalo natin to! 🎀🌸",2022-05-07 23:13:02,1,,,,,,
depota ga wawaw ko sa mga tiktok sa fyp ko😭😭leni dag-a na,2022-05-07 23:13:01,1,,,,,,
Napagalitan for leni,2022-05-07 23:12:52,1,,,,,,
@dawende And I know so many Leni-Kiko voters who were not able to join.,2022-05-07 23:12:51,7,,,,,,
"pinakita ko yung pic ko kay papa nung rally ni Leni sa baguio. sabi niya lang ""wow"" with a straight face 💀",2022-05-07 23:12:48,0,,,,,,
@cuddlekidd for Leni,2022-05-07 23:12:46,0,,,,,,
Lets gooo leni marcos!!,2022-05-07 23:12:42,3,,,,,,
fast-forward to a leni presidency,2022-05-07 23:12:27,5,,,,,,
@AnalynMuko Wag kayo papaloko dito. Di sapat ang guhit. Dpat butasan yan name ng Leni na yan. Tusukin po ng pen para sure talaga. Mas smart tayo kesa sa Smartmatic. 😘 Tandaan i-shade si 7 then tusukin yun 10. Same sa VP po. 🤣🤣,2022-05-07 23:12:22,0,,,,,,
MANANALO SI LENI AT KIKO THIS ELECTIONS!!!!! #Ipana7oNa10ParaSaLahat  #LeniKiko2022  #KulayRosasAngBukas  #KulayRosasAngPilipinas,2022-05-07 23:12:20,0,,,,,,
kudos to all leni-kiko volunteers and organizers! 🙇🏻‍♀️🌸🌾  maraming maraming salamat sainyo! #Ipana7oNa10ParaSaLahat,2022-05-07 23:12:15,4,,,,,,
"Leni cutie, Kiko cutie",2022-05-07 23:12:14,1,,,,,,
@Rensniperking @prinsesachinita Korek sa poong leni nila na sinungaling .. sa interview ni Mike Enriquez di daw tatakbo presidente ngayon ambisyusa maging presidente kahit Walang capasidad,2022-05-07 23:12:14,0,,,,,,
"ang iingay naman ng supporters ni viviem sa mga page ng leni-kiko, WALA BA KAYONG SARILING PAGE?? dun kayo magkalat 😫",2022-05-07 23:12:04,1,,,,,,
DZAI MAIIYAK TALAGA ME PAG NANALO NA SI LENI 😭,2022-05-07 23:11:58,0,,,,,,
"Hindi pa ko botante, nakita ko lang sa trending yung kay pipay.  Sana naman 'wag gamitin diyos sa pag-aaway nyo leni and bbm supporters. Kesa encourage yung mga tao mag simba, pipigilan nyo pa hayy nakoo🤦‍♀️",2022-05-07 23:11:54,0,,,,,,
First time to join a political related rally yesterday. Im proud that it was for Leni and Kiko.,2022-05-07 23:11:44,1,,,,,,
Hindi ka Namin iiwan.. Leni  &amp,. Kiko,2022-05-07 23:11:42,15,,,,,
@Shatap_plz @_Candy_Flosss Mene sides kiun leni ???,2022-05-07 23:11:32,0,,,,,,
lord please ibigay niyo na toh sa pilipinas. ipanalo niyo na si leni at kiko 🙏😣,2022-05-07 23:11:31,7,,,,,,
"@lenirobredo Happy Mothers' day po, VP Leni 💗💗💗 we love you!",2022-05-07 23:11:21,0,,,,,,
Feels good to be back in Albay! The Leni-Kiko energy here is sooo hot 🥵,2022-05-07 23:11:10,2,,,,,,
LORD LET LENI LEAD! 🙌🏻🌸,2022-05-07 23:11:08,86,,,,,,
@PamelaOneTwo @krlmmrflr Mo likoy ag topic pam hahaha ako gi ingnan pakit on tika sa mga resibo sa mga nabuhat ug programs ni VP Leni para maka kita ka. Mo likoy mag topic. Haruuuy ka lavaaaaad,2022-05-07 23:11:05,0,,,,,,
@oslecjunior God Bless LENI and her kids,2022-05-07 23:10:55,3,,,,,,
Happy mother's day Mommy Leni🌸,2022-05-07 23:10:47,6,,,,,,
walang tulog for leni,2022-05-07 23:10:34,1,,,,,,
NEW CONVERTS FOR LENI-KIKO 😩🌷🌷🌷,2022-05-07 23:10:29,0,,,,,,
spent the last day of the campaign period campaignig for leni-kiko from laurrl to mataas na kahoy na sa loob ang daan. kasi y not nasa likod naman kami ng pick-up tapos i jad my speaker w me. Sunog ang mukha pero ang puso ay puno ng pag-asa. For a better and brighter future. 🥂,2022-05-07 23:10:28,0,,,,,,
Happy Mother's day with Leni lobredo #LeniKiko,2022-05-07 23:10:06,0,,,,,,
I'm worried lang na baka i-bring up ng pinsan ko na for Leni ako tapos kung ano-ano sabihin nila HAJAHHSHA,2022-05-07 23:09:58,0,,,,,,
@guingonabart Danger of all these are Jesus words itself.  He who has not sinned cast the first stone.  Leni binilin is always be in a state of grace. Only in that state can we say things like what Pipay said.   Question is are we? Baka naman daig pa natin sila.   C'est La Vie!,2022-05-07 23:09:52,1,,,,,,
@bhevzkyren Says leni to herself 👊,2022-05-07 23:09:49,0,,,,,,
Mga nagkatamak tamakan an tiil han watch party kgbi for Leni &amp, Kiko!!!!! 🥰❤,2022-05-07 23:09:42,1,,,,,
"Aww I also saw the Legazpi twins sa rally ni VP Leni. Prangkisa who? Bukambibig nyo prangkisa pero may mga GMA artists sa rally ni VP. Binabantayan nyo lagi mga artists na panig kay Leni, lol magtiis kayo sa mga artista nyo jan 😂  #LeniKikoMitingDeAvance  #PilipinasIsPink",2022-05-07 23:09:28,12,,,,,,
"not my dad shaming me kasi i support leni,,, at least im not like them na palasimba pero boboto ng magnanakaw 😔😔😔",2022-05-07 23:09:21,7,,,,,,
@teddyboybawang Let’s make a choice that we will be proud to tell our children and their children’s children. Choose good! Choose life! Choose Leni-Kiko!,2022-05-07 23:09:18,3,,,,,,
@cinecinecine30 Isa ka sa marami kung bakit matatalo si leni sa eleksiyon,2022-05-07 23:09:06,0,,,,,,
@slkmorales yess ty mwah,2022-05-07 23:09:05,1,,,,,,
leni leaning na silaaaa huhu 🌸💗,2022-05-07 23:08:54,0,,,,,,
mga na-toxic sa duty for Leni 🥲🌸,2022-05-07 23:08:52,0,,,,,,
Kapag nanalo si Leni hindi ako magjojowa ng isang taon 😤,2022-05-07 23:08:49,5,,,,,,
@dendennnnnn___ BADING FOR LENI-KIKO😻,2022-05-07 23:08:43,1,,,,,,
@deleonrenzo16 @AnalynMuko @CBcarolino 🤣🤣🤣 tama! Huwag ekisan ang  name ni Leni. ANG GAGAWIN LANG AY BILUGAN ANG BILOG SA TABI NG NAME NI BB EM AT SARAH,2022-05-07 23:08:41,0,,,,,,
Hello mga kakampink!! Meron po kayong novena prayers or rosary guide na may special intentionfor VP Leni? Hingi sana ako copy 🥺 #MakatiIsPink  #PilipinasIsPink  #Ipana7oNa10ParaSaLahat  #LeniKikoMitingDeAvance,2022-05-07 23:08:32,6,,,,,,
@wandalomI I feel you but you're not the only one 😂 just take it easy and do your best i believe in you leni,2022-05-07 23:08:31,0,,,,,,
@nobaracomeback_ @AlphaBacillus @pipaykipayy @lenirobredo Wala nang masabi kaya ginamit nalang ang itsura 😓😢😰😥,2022-05-07 23:08:28,0,,,,,,
good morning mga puyat for leni 🤗😆,2022-05-07 23:08:27,0,,,,,,
@dethamagsila Ok lang na matalo si Leni wag lang manalo si Veve-em,2022-05-07 23:08:26,0,,,,,,
"@barrrrre One single small step leads to a long journey. Go, go Leni. You are destined to become a President of the Republic of the Philippines. Bring the dictator's Son to its knees.",2022-05-07 23:08:20,2,,,,,,
"@szartr yea it happened to mine too, just cleaning didnt make it better so i used tea tree oil in the morning and evening for like 1 or 2 weeks and now its completely healed since then!",2022-05-07 23:08:04,0,,,,,,
@hiz_jer @InaReformina Wahahaha paano naging 1 million Yan sobra sikip Ang daanan na yan 😂 Ng patung patung Po ba kau 😂 kaya Yan pinili ni Leni para mag Mukha madami 😂😂,2022-05-07 23:08:03,3,,,,,,
@MusicgeekGeron @mayourbensoo Pranksters for Leni,2022-05-07 23:08:01,1,,,,,,
@is_it_right @yoleb77 @piamagalona Pagnanalo si Leni Bagsak si Marcos kasi pinagsabihan ng @COMELEC kailangan bagsakin si BBM nandaya siya at sinungaling.,2022-05-07 23:07:52,0,,,,,,
Pls kabado na agad ako sa election hahahahhsa manalo lang si Leni pls pls,2022-05-07 23:07:49,0,,,,,,
@Gerswin33Horns Leni is a hard sell.  It's worse to realize they made the wrong choice and how this will impact their careers.,2022-05-07 23:07:44,0,,,,,,
"what i realized after attending vp leni’s miting de avance is that TOTOO yung mga brinabrag nila. from giving food, vibing with people, medic response, etc.. 😭😭",2022-05-07 23:07:41,1,,,,,,
@Lakas_CMDph Andyan Yung mga taga saamin taga tarlac nahakot Yung Samin may bus kase HAHAHAHAHAHAH LENI PADEN🌸,2022-05-07 23:07:41,11,,,,,,
ill def gonna miss posting about leni,2022-05-07 23:07:39,1,,,,,,
"Hanggang sa final speeches ng campaign ni Bongbong, ang message ay HATE.   The final word in VP Leni's speech is HOPE.  #LeniKiko2022",2022-05-07 23:07:22,1,,,,,,
mga loners for leni-kiko 🥹🌷🌺🪷🌸,2022-05-07 23:07:21,1,,,,,,
"@mengssskiii OMG sameeee 😭 I can’t explain why and how I dreamt everything pink last night. Before I go to sleep, I am even singing rosas and liwanag sa dilim in my head. I do not know how will I handle my anxiety in the next few days. Pero praying na kakayanin natin and Leni will win 💖",2022-05-07 23:07:14,1,,,,,,
Bakit si BBM?  Because only an idiot will want our country to be in the hands of a moron like leni.,2022-05-07 23:07:12,22,,,,,,
"Nung una standee ni hoon, ngayon naman standee ni hee 😂 enha for leni na talaga hahahahaha",2022-05-07 23:07:10,0,,,,,,
"@Yuzr4Ane0POeNG9 @leni_kotik Но психопатию не ставят как диагноз уже давно... Это устаревший термин, сейчас корректнее её назвать социопаткой",2022-05-07 23:07:02,0,,,,,,
"nawalan ako ng pag-asa para sa pilipinas nung nakaraang 6 na taon dahilan kung bakit umalis din ako ng bansa. kung sina leni at kiko ang manalo, totoong nakakabuhagbng loob. nakakabuhay ng pag-asa! alam mong meron kang aasahan na maganda. 💗🌸💕",2022-05-07 23:06:55,2,,,,,,
"@interaksyon Filipinos must realize na if tayo ay hirap at pagod sa pagiging 3rd world, talamak na korapsyon...ang pulitiko ay masaya dito. Isko, bbm, leni will not bring significant changes becuz no poltician will reform a rotten system n source of power &amp; wealth nya. 2028,34,40 ganito pa ri",2022-05-07 23:06:54,0,,,,,,
Mga di nabigyan ng payb hundred for leni. 😅,2022-05-07 23:06:53,0,,,,,,
Kinakabahan ako sa eleksyon bukas sa Pilipinas. Sana manalo si Leni Robredo. #LeniKiko2022,2022-05-07 23:06:50,0,,,,,,
"@heythatguyrich Palakas ka brad, next is sa Inaguration naman ni Pres Leni",2022-05-07 23:06:36,0,,,,,,
@KingNginamo1 Bwahahaha!!! Mismo!!!,2022-05-07 23:06:29,2,,,,,,
